,ticker,tradeDate,real_return,market_value,pred
162,600614,2010-11-30,0.39361702,3733509081.68,-0.063292935
474,600871,2010-11-30,0.3503937,40640000000.0,-0.12541458
130,600395,2010-11-30,0.33183306,26966311647.1,-0.043398596
563,600516,2010-11-30,0.31549296,13622179613.7,-0.029267598
574,600679,2010-11-30,0.31360947,3585703372.68,-0.08730921
323,600288,2010-11-30,0.30944964,4206384000.0,-0.114736736
650,600495,2010-11-30,0.30581761,3844467360.0,0.002739638
233,600362,2010-11-30,0.28323864,121888075056.0,-0.032601014
468,600706,2010-11-30,0.25612903,1353668335.5,-0.23046787
136,600531,2010-11-30,0.24526025,7484945756.4,-0.009830348
830,600503,2010-11-30,0.24227235,6312379500.0,0.045691922
221,600248,2010-11-30,0.23621228,4093756212.0,-0.0149846375
366,600731,2010-11-30,0.23609227,1889034902.26,0.004489027
199,601699,2010-11-30,0.23478261,55571178600.0,-0.12906164
505,600058,2010-11-30,0.23442809,28394914734.4,-0.112715125
420,600255,2010-11-30,0.2249467,4216310000.0,0.06043753
24,600172,2010-11-30,0.21672078,3301760000.0,-0.024801381
473,600870,2010-11-30,0.20973783,1980171938.1,0.011508144
833,600801,2010-11-30,0.20786517,10057712000.0,-0.078315705
651,600496,2010-11-30,0.20676968,5259330000.0,-0.03944376
816,600332,2010-11-30,0.20641399,13906935000.0,-0.12217452
11,600090,2010-11-30,0.19560439999999998,3348041478.6,-0.033832815
284,600970,2010-11-30,0.19489287,25867109466.6,-0.08506247
158,600610,2010-11-30,0.19335938,7313234636.8,-0.14951232
815,600239,2010-11-30,0.18886044,9893818339.68,0.002716735
255,600668,2010-11-30,0.18662675,3447719956.56,-0.07344681
289,600979,2010-11-30,0.18232044,2682836960.65,-0.030210376
312,600215,2010-11-30,0.17916667,2575566720.0,-0.06284051
750,600599,2010-11-30,0.17730496,2131920000.0,0.085876256
53,600477,2010-11-30,0.17578125,2966132590.08,-0.0071877837
444,600546,2010-11-30,0.17527174,22080000000.0,0.07605161
374,600745,2010-11-30,0.171875,2514239201.28,0.083418906
718,600261,2010-11-30,0.16685052,9056605084.8,-0.057650104
285,600971,2010-11-30,0.16293644,19590985837.6,-0.028650254
731,600458,2010-11-30,0.16268901,12907668928.0,0.016315699
596,601808,2010-11-30,0.16196542,98807133600.0,-0.016817812
38,600371,2010-11-30,0.1608,2131250000.0,0.051546328
83,600891,2010-11-30,0.1581749,3202868362.1,-0.12156647
352,600561,2010-11-30,0.15459364,2102395680.0,-0.05147886
