,ticker,tradeDate,real_return,market_value,pred
610,600227,2014-11-28,1.14084507,2699114700.0,-0.09495425
335,600369,2014-11-28,1.11480076,29749725083.5,-0.18832977
589,601669,2014-11-28,0.99763033,40512000000.0,-0.045460552
200,600030,2014-11-28,0.96407879,190151838984.0,-0.3489172
64,600705,2014-11-28,0.91334523,35143355831.4,-0.21618645
539,600559,2014-11-28,0.88320611,3668000000.0,-0.20643702
447,600528,2014-11-28,0.84662577,11892480000.0,-0.33025652
691,601800,2014-11-28,0.83245383,122604494522.0,-0.4306814
290,601390,2014-11-28,0.82711198,108416491000.0,-0.41028994
548,600678,2014-11-28,0.81488203,1922934900.0,-0.1471303
189,601186,2014-11-28,0.75,107583361880.0,-0.5626297
588,601668,2014-11-28,0.74162679,125400000000.0,-0.37315834
493,601618,2014-11-28,0.73539519,55610100000.0,-0.020147473
737,600266,2014-11-28,0.68879372,21954230400.0,-0.4291414
673,600837,2014-11-28,0.66390041,138595068263.0,-0.23224825
715,600068,2014-11-28,0.59487179,26937947860.2,-0.142264
61,600657,2014-11-28,0.59064327,7819455852.0,-0.026430532
384,600886,2014-11-28,0.56712329,49537970090.0,-0.32098567
76,600795,2014-11-28,0.55892256,51173133682.8,-0.5168579
791,600999,2014-11-28,0.5584344,105359578496.0,-0.20412031
807,600113,2014-11-28,0.54326923,2650752000.0,-0.17815849
269,600815,2014-11-28,0.53979239,5542846536.42,-0.08028671
757,600491,2014-11-28,0.52739726,4150488000.0,-0.027252719
201,600031,2014-11-28,0.51902588,50040431280.0,-0.382488
709,600061,2014-11-28,0.51678736,6517769858.6,-0.5726106
500,600008,2014-11-28,0.51670951,17116000000.0,-0.057293497
494,601628,2014-11-28,0.51106195,638782333000.0,-0.2739636
586,601318,2014-11-28,0.50533951,392881494756.0,-0.5363598
0,600048,2014-11-28,0.50277778,77231699330.4,-0.8058494
594,601991,2014-11-28,0.49891068,61093072584.0,-0.08199356
582,601099,2014-11-28,0.49684211,33539436747.0,-0.04216245
406,600027,2014-11-28,0.48619958,41482334958.0,-0.204573
704,600016,2014-11-28,0.48431105,249510665081.0,-0.22090392
658,600639,2014-11-28,0.47033375,15028389147.2,-0.43500167
394,601788,2014-11-28,0.46209016,66719360000.0,-0.3529377
298,601989,2014-11-28,0.45727848,116045723217.0,-0.29830557
690,601688,2014-11-28,0.45222552,94360000000.0,-0.23141128
339,600428,2014-11-28,0.44665461,9348168592.0,-0.13829811
796,601600,2014-11-28,0.43678161,58831522330.2,-0.2502803
896,601872,2014-11-28,0.43607306,20677637523.4,-0.045195088
352,600569,2014-11-28,0.43534483,5553348040.0,-0.13125682
295,601939,2014-11-28,0.43191489,1175051594250.0,0.02988334
612,600229,2014-11-28,0.42479339,2394506570.5,-0.11322289
697,601901,2014-11-28,0.42467139,81415482796.6,-0.21462037
188,601179,2014-11-28,0.41530055,28141094376.0,-0.2393803
780,600863,2014-11-28,0.41176471,18759016350.0,-0.14151405
602,600173,2014-11-28,0.41164659,3611234550.0,0.037465587
583,601107,2014-11-28,0.41145833,11742950400.0,0.020130187
867,600694,2014-11-28,0.40598416,10012870483.0,-0.70620954
889,600848,2014-11-28,0.4040404,3162352168.8,-0.0793255
395,601866,2014-11-28,0.39548023,41358262500.0,-0.02359873
683,601111,2014-11-28,0.39501779,73536300620.0,-0.34290954
706,600019,2014-11-28,0.39087302,83017493617.0,-0.2783617
133,600578,2014-11-28,0.38901099,21008810095.0,-0.13445094
405,600026,2014-11-28,0.38508371,22367936441.5,0.03513746
274,600864,2014-11-28,0.37755102,5889956996.0,-0.28858078
336,600376,2014-11-28,0.37704918,16411531500.0,-0.26035628
929,600808,2014-11-28,0.37328767,22485989104.0,-0.21023601
814,600163,2014-11-28,0.37105263,2741395848.0,-0.087642215
204,600036,2014-11-28,0.3654321,306421124040.0,-0.30334595
574,600871,2014-11-28,0.36363636,25740000000.0,-0.17199682
49,600571,2014-11-28,0.3635443,4001926305.0,-0.12041148
695,601898,2014-11-28,0.36220472,67354010072.0,-0.116931
391,601555,2014-11-28,0.35961189,44523000000.0,-0.121262096
891,601166,2014-11-28,0.35914333,231295368752.0,-0.32558244
936,601919,2014-11-28,0.34831461,54554905296.0,-0.16285396
750,600396,2014-11-28,0.34738956,4325948642.28,-0.16863129
860,600606,2014-11-28,0.34511435,4986239362.0,-0.08170551
491,601608,2014-11-28,0.34416826,14330200000.0,0.02682443
797,601601,2014-11-28,0.33913765,218575440000.0,-0.10966091
