date,close
2010-10-28,9366.03
2010-10-29,9202.45
2010-11-01,9154.72
2010-11-02,9159.98
2010-11-03,9159.98
2010-11-04,9358.78
2010-11-05,9625.99
2010-11-08,9732.92
2010-11-09,9694.49
2010-11-10,9830.52
2010-11-11,9861.46
2010-11-12,9724.81
2010-11-15,9827.51
2010-11-16,9797.1
2010-11-17,9811.66
2010-11-18,10013.63
2010-11-19,10022.39
2010-11-22,10115.19
2010-11-23,10115.19
2010-11-24,10030.11
2010-11-25,10079.76
2010-11-26,10039.56
2010-11-29,10125.99
2010-11-30,9937.04
2010-12-01,9988.05
2010-12-02,10168.52
2010-12-03,10178.32
2010-12-06,10167.23
2010-12-07,10141.1
2010-12-08,10232.33
2010-12-09,10285.88
2010-12-10,10211.95
2010-12-13,10293.89
2010-12-14,10316.77
2010-12-15,10309.78
2010-12-16,10311.29
2010-12-17,10303.83
2010-12-20,10216.41
2010-12-21,10370.53
2010-12-22,10346.48
2010-12-23,10346.48
2010-12-24,10279.19
2010-12-27,10355.99
2010-12-28,10292.63
2010-12-29,10344.54
2010-12-30,10228.92
2010-12-31,10228.92
2011-01-03,10228.92
2011-01-04,10398.1
2011-01-05,10380.77
2011-01-06,10529.76
2011-01-07,10541.04
2011-01-10,10541.04
2011-01-11,10510.68
2011-01-12,10512.8
2011-01-13,10589.76
2011-01-14,10499.04
2011-01-17,10502.86
2011-01-18,10518.98
2011-01-19,10557.1
2011-01-20,10437.31
2011-01-21,10274.52
2011-01-24,10345.11
2011-01-25,10464.42
2011-01-26,10401.9
2011-01-27,10478.66
2011-01-28,10360.34
2011-01-31,10237.92
2011-02-01,10274.5
2011-02-02,10457.36
2011-02-03,10431.36
2011-02-04,10543.52
2011-02-07,10592.04
2011-02-08,10635.98
2011-02-09,10617.83
2011-02-10,10605.65
2011-02-11,10605.65
2011-02-14,10725.54
2011-02-15,10746.67
2011-02-16,10808.29
2011-02-17,10836.64
2011-02-18,10842.8
2011-02-21,10857.53
2011-02-22,10664.7
2011-02-23,10579.1
2011-02-24,10452.71
2011-02-25,10526.76
2011-02-28,10624.09
2011-03-01,10754.03
2011-03-02,10492.38
2011-03-03,10586.02
2011-03-04,10693.66
2011-03-07,10505.02
2011-03-08,10525.19
2011-03-09,10589.5
2011-03-10,10434.38
2011-03-11,10254.43
2011-03-14,9620.49
2011-03-15,8605.15
2011-03-16,9093.72
2011-03-17,8962.67
2011-03-18,9206.75
2011-03-21,9206.75
2011-03-22,9608.32
2011-03-23,9449.47
2011-03-24,9435.01
2011-03-25,9536.13
2011-03-28,9478.53
2011-03-29,9459.08
2011-03-30,9708.79
2011-03-31,9755.1
2011-04-01,9708.39
2011-04-04,9718.89
2011-04-05,9615.55
2011-04-06,9584.37
2011-04-07,9590.93
2011-04-08,9768.08
2011-04-11,9719.7
2011-04-12,9555.26
2011-04-13,9641.18
2011-04-14,9653.92
2011-04-15,9591.52
2011-04-18,9556.65
2011-04-19,9441.03
2011-04-20,9606.82
2011-04-21,9685.77
2011-04-22,9682.21
2011-04-25,9671.96
2011-04-26,9558.69
2011-04-27,9691.84
2011-04-28,9849.74
2011-04-29,9849.74
2011-05-02,10004.2
2011-05-03,10004.2
2011-05-04,10004.2
2011-05-05,10004.2
2011-05-06,9859.2
2011-05-09,9794.38
2011-05-10,9818.76
2011-05-11,9864.26
2011-05-12,9716.65
2011-05-13,9648.77
2011-05-16,9558.3
2011-05-17,9567.02
2011-05-18,9662.08
2011-05-19,9620.82
2011-05-20,9607.08
2011-05-23,9460.63
2011-05-24,9477.17
2011-05-25,9422.88
2011-05-26,9562.05
2011-05-27,9521.94
2011-05-30,9504.97
2011-05-31,9693.73
2011-06-01,9719.61
2011-06-02,9555.04
2011-06-03,9492.21
2011-06-06,9380.35
2011-06-07,9442.95
2011-06-08,9449.46
2011-06-09,9467.15
2011-06-10,9514.44
2011-06-13,9448.21
2011-06-14,9547.79
2011-06-15,9574.32
2011-06-16,9411.28
2011-06-17,9351.4
2011-06-20,9354.32
2011-06-21,9459.66
2011-06-22,9629.43
2011-06-23,9596.74
2011-06-24,9678.71
2011-06-27,9578.31
2011-06-28,9648.98
2011-06-29,9797.26
2011-06-30,9816.09
2011-07-01,9868.07
2011-07-04,9965.09
2011-07-05,9972.46
2011-07-06,10082.48
2011-07-07,10071.14
2011-07-08,10137.73
2011-07-11,10069.53
2011-07-12,9925.92
2011-07-13,9963.14
2011-07-14,9936.12
2011-07-15,9974.47
2011-07-18,9974.47
2011-07-19,9889.72
2011-07-20,10005.9
2011-07-21,10010.39
2011-07-22,10132.11
2011-07-25,10050.01
2011-07-26,10097.72
2011-07-27,10047.19
2011-07-28,9901.35
2011-07-29,9833.03
2011-08-01,9965.01
2011-08-02,9844.59
2011-08-03,9637.14
2011-08-04,9659.18
2011-08-05,9299.88
2011-08-08,9097.56
2011-08-09,8944.48
2011-08-10,9038.74
2011-08-11,8981.94
2011-08-12,8963.72
2011-08-15,9086.41
2011-08-16,9107.43
2011-08-17,9057.26
2011-08-18,8943.76
2011-08-19,8719.24
2011-08-22,8628.13
2011-08-23,8733.01
2011-08-24,8639.61
2011-08-25,8772.36
2011-08-26,8797.78
2011-08-29,8851.35
2011-08-30,8953.9
2011-08-31,8955.2
2011-09-01,9060.8
2011-09-02,8950.74
2011-09-05,8784.46
2011-09-06,8590.57
2011-09-07,8763.41
2011-09-08,8793.12
2011-09-09,8737.66
2011-09-12,8535.67
2011-09-13,8616.55
2011-09-14,8518.57
2011-09-15,8668.86
2011-09-16,8864.16
2011-09-19,8864.16
2011-09-20,8721.24
2011-09-21,8741.16
2011-09-22,8560.26
2011-09-23,8560.26
2011-09-26,8374.13
2011-09-27,8609.95
2011-09-28,8615.65
2011-09-29,8701.23
2011-09-30,8700.29
2011-10-03,8545.48
2011-10-04,8456.12
2011-10-05,8382.98
2011-10-06,8522.02
2011-10-07,8605.62
2011-10-10,8605.62
2011-10-11,8773.68
2011-10-12,8738.9
2011-10-13,8823.25
2011-10-14,8747.96
2011-10-17,8879.6
2011-10-18,8741.91
2011-10-19,8772.54
2011-10-20,8682.15
2011-10-21,8678.89
2011-10-24,8843.98
2011-10-25,8762.31
2011-10-26,8748.47
2011-10-27,8926.54
2011-10-28,9050.47
2011-10-31,8988.39
2011-11-01,8835.52
2011-11-02,8640.42
2011-11-03,8640.42
2011-11-04,8801.4
2011-11-07,8767.09
2011-11-08,8655.51
2011-11-09,8755.44
2011-11-10,8500.8
2011-11-11,8514.47
2011-11-14,8603.7
2011-11-15,8541.93
2011-11-16,8463.16
2011-11-17,8479.63
2011-11-18,8374.91
2011-11-21,8348.27
2011-11-22,8314.74
2011-11-23,8314.74
2011-11-24,8165.18
2011-11-25,8160.01
2011-11-28,8287.49
2011-11-29,8477.82
2011-11-30,8434.61
2011-12-01,8597.38
2011-12-02,8643.75
2011-12-05,8695.98
2011-12-06,8575.16
2011-12-07,8722.17
2011-12-08,8664.58
2011-12-09,8536.46
2011-12-12,8653.82
2011-12-13,8552.81
2011-12-14,8519.13
2011-12-15,8377.37
2011-12-16,8401.72
2011-12-19,8296.12
2011-12-20,8336.48
2011-12-21,8459.98
2011-12-22,8395.16
2011-12-23,8395.16
2011-12-26,8479.34
2011-12-27,8440.56
2011-12-28,8423.62
2011-12-29,8398.89
2011-12-30,8455.35
2012-01-02,8455.35
2012-01-03,8455.35
2012-01-04,8560.11
2012-01-05,8488.71
2012-01-06,8390.35
2012-01-09,8390.35
2012-01-10,8422.26
2012-01-11,8447.88
2012-01-12,8385.59
2012-01-13,8500.02
2012-01-16,8378.36
2012-01-17,8466.4
2012-01-18,8550.58
2012-01-19,8639.68
2012-01-20,8766.36
2012-01-23,8765.9
2012-01-24,8785.33
2012-01-25,8883.69
2012-01-26,8849.47
2012-01-27,8841.22
2012-01-30,8793.05
2012-01-31,8802.51
2012-02-01,8809.79
2012-02-02,8876.82
2012-02-03,8831.93
2012-02-06,8929.2
2012-02-07,8917.52
2012-02-08,9015.59
2012-02-09,9002.24
2012-02-10,8947.17
2012-02-13,8999.18
2012-02-14,9052.07
2012-02-15,9260.34
2012-02-16,9238.1
2012-02-17,9384.17
2012-02-20,9485.09
2012-02-21,9463.02
2012-02-22,9554
2012-02-23,9595.57
2012-02-24,9647.38
2012-02-27,9633.93
2012-02-28,9722.52
2012-02-29,9723.24
2012-03-01,9707.37
2012-03-02,9777.03
2012-03-05,9698.59
2012-03-06,9637.63
2012-03-07,9576.06
2012-03-08,9768.96
2012-03-09,9929.74
2012-03-12,9889.86
2012-03-13,9899.08
2012-03-14,10050.52
2012-03-15,10123.28
