date,close
2010-10-28,814.33
2010-10-29,810.91
2010-11-01,803.3
2010-11-02,803.12
2010-11-03,803.12
2010-11-04,816.33
2010-11-05,834.98
2010-11-08,841.74
2010-11-09,839.95
2010-11-10,852.98
2010-11-11,856.37
2010-11-12,846.98
2010-11-15,851.56
2010-11-16,847.77
2010-11-17,850.3
2010-11-18,868.81
2010-11-19,869.52
2010-11-22,875.48
2010-11-23,875.48
2010-11-24,866.57
2010-11-25,869.81
2010-11-26,866.81
2010-11-29,874.59
2010-11-30,860.94
2010-12-01,866.07
2010-12-02,877.21
2010-12-03,879.22
2010-12-06,881.41
2010-12-07,879.1
2010-12-08,887.39
2010-12-09,891.6
2010-12-10,888.22
2010-12-13,897.4
2010-12-14,901.89
2010-12-15,902.42
2010-12-16,903.84
2010-12-17,903.14
2010-12-20,898.55
2010-12-21,906.21
2010-12-22,905.78
2010-12-23,905.78
2010-12-24,901.66
2010-12-27,904.68
2010-12-28,902.83
2010-12-29,908.01
2010-12-30,898.8
2010-12-31,898.8
2011-01-03,898.8
2011-01-04,911.8
2011-01-05,911.69
2011-01-06,924.51
2011-01-07,926.42
2011-01-10,926.42
2011-01-11,926.94
2011-01-12,929.64
2011-01-13,937.74
2011-01-14,930.31
2011-01-17,928.73
2011-01-18,931.58
2011-01-19,936.87
2011-01-20,927.19
2011-01-21,910.85
2011-01-24,917.18
2011-01-25,929.28
2011-01-26,922.64
2011-01-27,929.66
2011-01-28,919.69
2011-01-31,910.08
2011-02-01,913.52
2011-02-02,929.64
2011-02-03,927.57
2011-02-04,935.36
2011-02-07,940.43
2011-02-08,944
2011-02-09,944.02
2011-02-10,946.63
2011-02-11,946.63
2011-02-14,959.19
2011-02-15,962.57
2011-02-16,967.3
2011-02-17,974.14
2011-02-18,973.6
2011-02-21,974.63
2011-02-22,956.7
2011-02-23,946.88
2011-02-24,934.22
2011-02-25,941.93
2011-02-28,951.27
2011-03-01,963.7
2011-03-02,942.87
2011-03-03,948.69
2011-03-04,955.59
2011-03-07,941.63
2011-03-08,939.16
2011-03-09,944.29
2011-03-10,930.84
2011-03-11,915.51
2011-03-14,846.96
2011-03-15,766.73
2011-03-16,817.63
2011-03-17,810.8
2011-03-18,830.39
2011-03-21,830.39
2011-03-22,868.13
2011-03-23,861.1
2011-03-24,853.95
2011-03-25,857.38
2011-03-28,857.85
2011-03-29,850.21
2011-03-30,866.09
2011-03-31,869.38
2011-04-01,862.62
2011-04-04,859.75
2011-04-05,847.16
2011-04-06,839.61
2011-04-07,841.1
2011-04-08,853.13
2011-04-11,852.34
2011-04-12,838.51
2011-04-13,844.59
2011-04-14,846.72
2011-04-15,841.29
2011-04-18,836.34
