indexMethod,dealDate,symbol,weight
000905-40,2009-12-31,000078,0.0268597443848458
000905-40,2009-12-31,000540,0.0332473310360261
000905-40,2009-12-31,000541,0.0270559571998148
000905-40,2009-12-31,000550,0.0267205483581128
000905-40,2009-12-31,000581,0.0240058332169384
000905-40,2009-12-31,000655,0.0277155110662066
000905-40,2009-12-31,000726,0.0193686191803316
000905-40,2009-12-31,000829,0.0280875307188969
000905-40,2009-12-31,000987,0.0243509731139478
000905-40,2009-12-31,001696,0.0276044658090078
000905-40,2009-12-31,002065,0.0240272928846086
000905-40,2009-12-31,002073,0.0319109276006387
000905-40,2009-12-31,002092,0.0197876358229227
000905-40,2009-12-31,002146,0.0250334813567166
000905-40,2009-12-31,002237,0.0338996987167658
000905-40,2009-12-31,002267,0.0284684917064774
000905-40,2009-12-31,600060,0.0164859230506104
000905-40,2009-12-31,600166,0.0239830508487696
000905-40,2009-12-31,600231,0.0284107518630155
000905-40,2009-12-31,600239,0.0317643233887182
000905-40,2009-12-31,600246,0.012106625673278
000905-40,2009-12-31,600300,0.0314966755779251
000905-40,2009-12-31,600312,0.0242635923015184
000905-40,2009-12-31,600406,0.0278954742708738
000905-40,2009-12-31,600435,0.0218297430670155
000905-40,2009-12-31,600481,0.0131247078596798
000905-40,2009-12-31,600498,0.0190745228176672
000905-40,2009-12-31,600499,0.0195026161893859
000905-40,2009-12-31,600535,0.0127362244733641
000905-40,2009-12-31,600546,0.0286813931372176
000905-40,2009-12-31,600581,0.0284693731543532
000905-40,2009-12-31,600703,0.0178874511744949
000905-40,2009-12-31,600704,0.029332988072339
000905-40,2009-12-31,600724,0.0306512751221309
000905-40,2009-12-31,600754,0.0159524150708291
000905-40,2009-12-31,600765,0.0173129096786748
000905-40,2009-12-31,600823,0.0331951519883387
000905-40,2009-12-31,600844,0.0262993729648629
000905-40,2009-12-31,600880,0.0320045651553158
000905-40,2009-12-31,600971,0.0293948309273636
000905-40,2010-03-31,000022,0.0307813387644646
000905-40,2010-03-31,000066,0.0238301783652188
000905-40,2010-03-31,000400,0.0313324645132982
000905-40,2010-03-31,000541,0.0327408525053075
000905-40,2010-03-31,000550,0.0317936589476197
000905-40,2010-03-31,000581,0.0136440253846511
000905-40,2010-03-31,000655,0.031436208813646
000905-40,2010-03-31,000726,0.0105850778041735
000905-40,2010-03-31,000786,0.0265350591724886
000905-40,2010-03-31,000829,0.0320630891170929
000905-40,2010-03-31,000961,0.0186522079621599
000905-40,2010-03-31,001696,0.0328693340012285
000905-40,2010-03-31,002022,0.0310451591945218
000905-40,2010-03-31,002065,0.0289601426272318
000905-40,2010-03-31,002069,0.0305082352946271
000905-40,2010-03-31,002073,0.0326001432965039
000905-40,2010-03-31,002092,0.018585662819196
000905-40,2010-03-31,002123,0.0228257829803978
