,ticker,tradeDate,real_return,market_value,pred
0,600048,2014-04-30,0.02573358,54534277147.2,0.49944967
14,600094,2014-04-30,-0.03739837,9296075193.3,0.5035509
15,600095,2014-04-30,0.01511879,1683488212.9,0.50121176
42,600383,2014-04-30,-0.03623188,37024090976.2,0.49885505
61,600657,2014-04-30,-0.00303951,5014816854.18,0.5004252
62,600658,2014-04-30,0.00898393,5510925319.0,0.50095123
80,600895,2014-04-30,-0.00758725,10205864134.5,0.5005348
106,600208,2014-04-30,-0.00673401,18588807686.8,0.4997509
130,600555,2014-04-30,-0.1202346,4444935000.0,0.50058407
149,600615,2014-04-30,0.00498504,1885845695.24,0.5011372
155,600724,2014-04-30,-0.00480769,6012202855.36,0.49998626
159,600753,2014-04-30,0.0,1591040000.0,0.5004794
165,600759,2014-04-30,0.0746097,12762429520.7,0.49930713
175,600890,2014-04-30,-0.09677419,4129659815.25,0.4987521
217,600158,2014-04-30,0.03087649,8471103144.92,0.4969563
218,600159,2014-04-30,-0.02580645,2573010019.2,0.50051033
220,600240,2014-04-30,-0.07095344,6423383736.0,0.49932212
224,600246,2014-04-30,-0.04501608,3784248000.0,0.50007004
230,600322,2014-04-30,0.01515152,3648810000.0,0.5010316
232,600325,2014-04-30,-0.08391608,5841876183.0,0.49855015
249,600533,2014-04-30,-0.028125,3360000000.0,0.50027674
305,600149,2014-04-30,0.10557185,3889036800.0,0.49696496
314,600215,2014-04-30,0.00261097,1781075930.4,0.49968776
336,600376,2014-04-30,-0.02233222,10671979500.0,0.499648
348,600565,2014-04-30,-0.02339181,2462400000.0,0.50029236
351,600568,2014-04-30,0.01587302,3230117906.4,0.50082076
355,600663,2014-04-30,0.00119832,31171645960.0,0.4991046
357,600665,2014-04-30,-0.00643087,2687421040.31,0.50078624
362,600732,2014-04-30,0.00392927,2272089877.2,0.4992025
375,600823,2014-04-30,-0.06133279,11190891431.3,0.4988345
404,600007,2014-04-30,-0.02634146,10324645973.5,0.50059193
450,600620,2014-04-30,-0.04715673,3300627989.82,0.49877366
451,600621,2014-04-30,-0.04134763,3422257752.03,0.5002203
463,600743,2014-04-30,-0.00121212,5452983018.0,0.500637
465,600745,2014-04-30,-0.09082969,3748442559.2,0.5001566
468,600748,2014-04-30,0.01825843,7713600615.76,0.49991858
503,600052,2014-04-30,0.03628953,2885621894.52,0.5005104
516,600175,2014-04-30,-0.00338409,8184931891.14,0.500882
545,600675,2014-04-30,-0.04377104,9241944022.08,0.5002713
553,600683,2014-04-30,0.00445434,3326091410.53,0.49956468
554,600684,2014-04-30,-0.04384724,3352204061.22,0.5001924
566,600773,2014-04-30,0.05711086,5141045632.14,0.5003642
570,600777,2014-04-30,-0.00976801,5122216655.01,0.49991807
587,601588,2014-04-30,-0.01532567,8787922200.0,0.5008039
602,600173,2014-04-30,0.1,2465501364.0,0.50003546
607,600223,2014-04-30,0.00895522,3353242800.0,0.50022167
608,600225,2014-04-30,-0.02247191,3902482634.61,0.5003226
657,600638,2014-04-30,-0.02123424,8456741299.16,0.5004896
658,600639,2014-04-30,0.0,10170634188.0,0.500604
660,600734,2014-04-30,0.00771208,1367562152.66,0.50220704
662,600736,2014-04-30,-0.01608579,3945898368.0,0.5002887
712,600064,2014-04-30,-0.01169591,5296405216.32,0.50063956
714,600067,2014-04-30,0.05179283,5976601456.18,0.50033504
737,600266,2014-04-30,-0.00927152,8056152000.0,0.49940068
746,600340,2014-04-30,0.05913382,33614373558.2,0.5003569
749,600393,2014-04-30,0.0515873,1512000000.0,0.50071967
765,600622,2014-04-30,0.00822368,3126967116.16,0.5010889
768,600641,2014-04-30,-0.03883495,3321374041.76,0.50134254
773,600647,2014-04-30,0.13607878,1554233453.5,0.49996418
774,600648,2014-04-30,0.06290261,29961863382.4,0.49890596
775,600649,2014-04-30,-0.00451807,19837156159.5,0.5003971
776,600716,2014-04-30,0.00331858,6695029731.36,0.50057787
807,600113,2014-04-30,0.03939009,2507382000.0,0.4993259
813,600162,2014-04-30,-0.07850467,4107797511.65,0.50079626
821,600185,2014-04-30,0.00229358,5036623168.0,0.50078297
826,600239,2014-04-30,-0.04904051,3861882872.96,0.5005663
838,600463,2014-04-30,0.00958799,1890000000.0,0.5011689
839,600503,2014-04-30,0.07466667,4282925760.0,0.49927863
858,600604,2014-04-30,0.0,5902400559.8,0.50034165
860,600606,2014-04-30,-0.05203046,4084362301.32,0.5002166
869,600696,2014-04-30,0.04388715,2172808209.0,0.5000315
879,600767,2014-04-30,0.00447761,2284768219.4,0.49953482
882,600791,2014-04-30,-0.01350632,2056075200.0,0.50080097
889,600848,2014-04-30,0.0,3162352168.8,0.5002809
928,600807,2014-04-30,-0.0023015,2790803928.0,0.49945468
1,600070,2014-04-30,0.03201507,1510576310.88,0.49931893
20,600152,2014-04-30,0.09053498,1426381812.0,0.5009069
23,600156,2014-04-30,0.0,1789392623.9,0.5009268
34,600370,2014-04-30,0.02811951,1814527867.48,0.5012474
90,600987,2014-04-30,-0.01840769,3602207700.0,0.49904412
110,600272,2014-04-30,0.06261181,2716740000.0,0.5002421
111,600273,2014-04-30,-0.26769231,3071250000.0,0.50094587
197,601718,2014-04-30,0.00809717,9526790000.0,0.50098675
212,600107,2014-04-30,-0.00545455,1980000000.0,0.5000367
237,600400,2014-04-30,0.1001437,2476966408.8,0.5008039
292,601599,2014-04-30,0.06860158,2426340000.0,0.5006108
343,600448,2014-04-30,0.00947867,1782376506.22,0.50029325
392,601566,2014-04-30,0.00435072,6640747204.0,0.49997684
414,600137,2014-04-30,0.05774059,1161750176.6,0.5001483
453,600626,2014-04-30,0.07099143,5802683806.72,0.49900332
454,600630,2014-04-30,0.06367925,3602826342.56,0.49988088
489,601339,2014-04-30,-0.05178366,6517500000.0,0.49982667
518,600177,2014-04-30,0.00748427,15875741385.4,0.49937096
530,600483,2014-04-30,0.00134112,1837641245.44,0.49887407
559,600689,2014-04-30,0.01946903,1135601087.95,0.49913228
604,600220,2014-04-30,-0.02310231,5403521187.78,0.4993879
641,600510,2014-04-30,-0.00564972,4224225537.0,0.49976623
752,600398,2014-04-30,0.00237565,40479748895.2,0.49822572
758,600493,2014-04-30,-0.11059189999999999,1746240000.0,0.49777398
