,ticker,tradeDate,real_return,market_value,pred
0,600048,2014-05-30,-0.01195219,53749097766.7,0.49938753
14,600094,2014-05-30,0.05067568,8948417096.64,0.5011296
15,600095,2014-05-30,0.04255319,1697938755.5,0.5011826
42,600383,2014-05-30,0.11403509,35682638404.6,0.49897215
61,600657,2014-05-30,-0.03353659,4999574249.76,0.49996713
62,600658,2014-05-30,0.05037513,5412308760.66,0.5008639
80,600895,2014-05-30,-0.0030581,10128429657.0,0.50018114
106,600208,2014-05-30,-0.01016949,18463630530.7,0.500209
130,600555,2014-05-30,0.09,3910500000.0,0.5004119
149,600615,2014-05-30,0.0,1895246720.64,0.50025904
155,600724,2014-05-30,-0.01902638,5983298033.94,0.5011158
159,600753,2014-05-30,0.0,1591040000.0,0.50053585
165,600759,2014-05-30,-0.08993767,13701920030.4,0.49752373
175,600890,2014-05-30,-0.11645963,3730015317.0,0.5012996
217,600158,2014-05-30,-0.08897488,8732661110.55,0.4957048
218,600159,2014-05-30,0.01324503,2506609760.64,0.50091714
220,600240,2014-05-30,0.16467779999999999,5967622584.0,0.5004143
224,600246,2014-05-30,0.02693603,3613896000.0,0.50027966
230,600322,2014-05-30,0.02089552,3704095000.0,0.5008676
232,600325,2014-05-30,-0.02056653,5351648811.0,0.5001694
249,600533,2014-05-30,0.02314687,3265500000.0,0.50110847
305,600149,2014-05-30,0.12201592,4299609600.0,0.49647164
314,600215,2014-05-30,-0.01302083,1785726259.2,0.50113416
336,600376,2014-05-30,-0.03355705,10021795875.0,0.49934697
348,600565,2014-05-30,0.0,6367509018.84,0.50098604
351,600568,2014-05-30,0.01227679,3281389619.2,0.5007815
355,600663,2014-05-30,-0.03872976,31208999640.0,0.49946985
357,600665,2014-05-30,0.01305214,2670138589.89,0.5003401
362,600732,2014-05-30,0.13894325,2281017538.8,0.500847
375,600823,2014-05-30,-0.03174603,10324650881.2,0.49959904
404,600007,2014-05-30,-0.014614600000000002,10052679689.3,0.5006471
450,600620,2014-05-30,0.07356335,3144981177.54,0.5001104
451,600621,2014-05-30,-0.0524298,3280755517.26,0.50156534
463,600743,2014-05-30,-0.03472222,5234863697.28,0.50092715
465,600745,2014-05-30,0.08069164,3407972667.36,0.5000644
468,600748,2014-05-30,0.02482759,7854438829.25,0.499441
503,600052,2014-05-30,0.79351032,2955365021.88,0.50137377
516,600175,2014-05-30,0.02734247,8157233306.06,0.4995429
545,600675,2014-05-30,0.04301075,8837414485.76,0.5001393
553,600683,2014-05-30,0.10199557,3340906962.47,0.4985268
554,600684,2014-05-30,0.00887574,3205219158.96,0.4994845
566,600773,2014-05-30,0.04766949,5434655181.12,0.500483
570,600777,2014-05-30,0.07151665,5072182792.69,0.5004513
587,601588,2014-05-30,-0.02353534,8653241400.0,0.49907184
602,600173,2014-05-30,0.15010617,2712051500.4,0.4966438
607,600223,2014-05-30,0.0295858,3383271840.0,0.4992692
608,600225,2014-05-30,0.03776683,3814786395.63,0.49953768
657,600638,2014-05-30,-0.00338983,8277168823.0,0.49894685
658,600639,2014-05-30,-0.07031963,10170634188.0,0.49958175
660,600734,2014-05-30,0.0255102,1378108904.48,0.50199074
662,600736,2014-05-30,0.08061297,3882425472.0,0.5010109
712,600064,2014-05-30,0.06015779,5234458956.48,0.5007142
714,600067,2014-05-30,-0.05113636,6286146551.52,0.4978691
737,600266,2014-05-30,-0.0013369000000000002,7981459200.0,0.50053304
746,600340,2014-05-30,-0.05871354,35373803579.1,0.49830374
749,600393,2014-05-30,0.13689167,1590000000.0,0.50156903
765,600622,2014-05-30,-0.02120718,3152682306.26,0.50113165
768,600641,2014-05-30,0.00252525,3192388642.08,0.50130624
773,600647,2014-05-30,0.0,1765731649.5,0.5014149
774,600648,2014-05-30,-0.05026738,31846542928.2,0.4982879
775,600649,2014-05-30,-0.04689864,19747530454.0,0.50007117
776,600716,2014-05-30,-0.10253583,6717247750.38,0.50005084
807,600113,2014-05-30,0.0195599,2606148000.0,0.49882218
813,600162,2014-05-30,-0.05882353,3785316211.67,0.50040644
821,600185,2014-05-30,-0.04118993,5048175056.0,0.5010445
826,600239,2014-05-30,-0.03363229,3672494160.64,0.50086725
838,600463,2014-05-30,-0.01472557,1882440000.0,0.50111234
839,600503,2014-05-30,0.01240695,4590476280.0,0.49385944
858,600604,2014-05-30,0.0,5902400559.8,0.50050026
860,600606,2014-05-30,0.06693439999999999,3871851064.83,0.5004399
869,600696,2014-05-30,0.02702703,2268166563.0,0.5012134
879,600767,2014-05-30,0.06835067,2294998524.86,0.49948806
882,600791,2014-05-30,0.02031603,2006258400.0,0.50233537
889,600848,2014-05-30,0.0,3162352168.8,0.5010146
928,600807,2014-05-30,-0.01395154,2784380904.0,0.49981266
1,600070,2014-05-30,0.1149635,1503261171.36,0.499835
20,600152,2014-05-30,0.09433962,1555519260.0,0.50113666
23,600156,2014-05-30,0.02921348,1789392623.9,0.49912924
34,600370,2014-05-30,0.14529915,1865551498.2,0.50153244
90,600987,2014-05-30,0.02420857,3411614700.0,0.50077647
110,600272,2014-05-30,0.03956229,2886840000.0,0.49672276
111,600273,2014-05-30,0.26890756,2249100000.0,0.5019724
197,601718,2014-05-30,-0.01204819,9603930000.0,0.49887556
212,600107,2014-05-30,-0.00182815,1969200000.0,0.50016314
237,600400,2014-05-30,-0.05175983,2706730261.2,0.49724448
292,601599,2014-05-30,0.03333333,2575800000.0,0.49622163
343,600448,2014-05-30,-0.00938967,1799271070.26,0.5014122
392,601566,2014-05-30,-0.02857143,6276315955.0,0.50030786
414,600137,2014-05-30,0.02056962,1228830312.32,0.5007455
453,600626,2014-05-30,-0.10232753,6214624640.0,0.5001055
454,600630,2014-05-30,-0.05654102,3832251604.94,0.5006912
489,601339,2014-05-30,0.00621891,6030000000.0,0.5021786
518,600177,2014-05-30,0.05082212,14896032239.5,0.49812597
530,600483,2014-05-30,0.00789889,1826101896.96,0.50045687
559,600689,2014-05-30,0.046875,1157710135.68,0.50198317
604,600220,2014-05-30,0.00337838,5278687364.96,0.49999171
641,600510,2014-05-30,-0.01515152,4200359856.0,0.50136167
752,600398,2014-05-30,0.0419026,39671052468.9,0.49948984
758,600493,2014-05-30,0.08231173,1553120000.0,0.49972722
905,600232,2014-05-30,0.09250008,1710529971.36,0.50139004
906,600233,2014-05-30,0.07327823,1438800000.0,0.5001475
938,603001,2014-05-30,0.02898212,5445308400.0,0.49921912
2,600071,2014-05-30,0.61118336,1826163186.64,0.50125
33,600360,2014-05-30,0.06772009,3269694400.0,0.50210625
55,600651,2014-05-30,0.18971061,4596986234.42,0.4993469
104,600203,2014-05-30,0.0,2409283166.64,0.50192773
105,600206,2014-05-30,0.01516588,8849111402.6,0.50169474
138,600584,2014-05-30,0.05116711,7174853660.1,0.49875927
287,601231,2014-05-30,0.10555199999999999,28388969856.1,0.4970583
325,600288,2014-05-30,0.04636591,3485664000.0,0.50130045
331,600363,2014-05-30,0.03375,3547814000.0,0.5002932
347,600563,2014-05-30,0.10722611,6756750000.0,0.49919474
359,600667,2014-05-30,0.07424594,5134392112.32,0.50004935
459,600707,2014-05-30,-0.06048906,5724607235.76,0.5020102
515,600171,2014-05-30,-0.18221444,6738077730.0,0.50118566
562,600703,2014-05-30,0.02718106,36390844120.8,0.49941942
734,600261,2014-05-30,-0.05177517,10184081882.4,0.49926475
820,600183,2014-05-30,0.13863216,7698528948.9,0.5008083
910,600237,2014-05-30,0.07171032,3228193911.8,0.500001
920,600460,2014-05-30,0.04042179,7096385920.0,0.49982437
921,600800,2014-05-30,-0.0274223,3343652627.09,0.5003892
3,600072,2014-05-30,0.40518639,2951910545.62,0.5023793
36,600372,2014-05-30,0.14842958,34725876396.1,0.49691153
100,600038,2014-05-30,0.0986972,14931445216.3,0.5010433
177,600893,2014-05-30,0.18048557,23785383741.9,0.49789956
215,600150,2014-05-30,0.08444902,26763043753.2,0.49912694
298,601989,2014-05-30,0.09701280000000001,77838458651.6,0.49716046
340,600435,2014-05-30,0.05237859,8705075400.0,0.49939522
416,600184,2014-05-30,0.020803099999999998,4327893136.71,0.49988607
424,600316,2014-05-30,0.0795957,11351922725.0,0.4995749
547,600677,2014-05-30,0.24805532,4818072955.02,0.5007571
555,600685,2014-05-30,0.0,17663363918.1,0.49918428
578,600879,2014-05-30,0.12619503,10873557407.0,0.5009818
694,601890,2014-05-30,0.06300268,3491280000.0,0.49992165
748,600391,2014-05-30,0.12191923,4067193801.44,0.500917
785,600990,2014-05-30,0.11157458,3336896796.4,0.49804366
811,600118,2014-05-30,0.05263458,20859108341.4,0.49668854
873,600760,2014-05-30,0.02295918,2704332657.6,0.4999904
912,600343,2014-05-30,0.33003299999999997,5801295703.32,0.49832216
4,600073,2014-05-30,-0.09801489,6631245236.46,0.49879736
11,600090,2014-05-30,-0.01911765,2501833192.8,0.49841437
51,600573,2014-05-30,-0.04073034,1780000000.0,0.4998145
150,600616,2014-05-30,-0.03940887,4178707839.04,0.5006276
332,600365,2014-05-30,0.01923077,1560000000.0,0.50145733
411,600132,2014-05-30,0.04466136,6998223523.08,0.5007514
510,600059,2014-05-30,0.04129322,5078850904.0,0.49987736
524,600197,2014-05-30,-0.06126687,4246830000.0,0.49723443
525,600199,2014-05-30,-0.04495913,4079388514.68,0.49839646
539,600559,2014-05-30,-0.02555762,3012800000.0,0.5010733
561,600702,2014-05-30,-0.02965709,3639467000.0,0.49914032
572,600779,2014-05-30,0.05752212,3312339832.44,0.49723864
575,600872,2014-05-30,0.01040231,8476219744.16,0.50064564
576,600873,2014-05-30,0.07484202,15137063556.6,0.5006503
620,600300,2014-05-30,0.03791593,6587680000.0,0.5007706
649,600519,2014-05-30,0.04733789,159069939600.0,0.49871033
678,600887,2014-05-30,-0.02444772,69356931046.9,0.4989733
721,600084,2014-05-30,-0.05365854,3320669130.0,0.49956983
743,600305,2014-05-30,0.0074123999999999995,4472315960.0,0.5010854
782,600866,2014-05-30,0.07272727,2724447651.75,0.5008661
822,600186,2014-05-30,0.0,2485136887.74,0.49921572
834,600429,2014-05-30,0.02407932,6248100000.0,0.5008149
844,600543,2014-05-30,0.01215805,2112969600.0,0.5015913
851,600597,2014-05-30,-0.08080229,21367480659.5,0.49912208
854,600600,2014-05-30,-0.05741176,57416768787.5,0.49826264
911,600238,2014-05-30,0.01284109,2792286000.0,0.50099033
930,600809,2014-05-30,-0.01526827,11983340001.4,0.49891233
5,600074,2014-05-30,0.23385301,4022955965.16,0.49976027
6,600075,2014-05-30,-0.07183365,2320151680.0,0.49963912
9,600078,2014-05-30,-0.02447552,3789916764.92,0.50188863
12,600091,2014-05-30,0.02526316,1598498500.0,0.5000348
16,600096,2014-05-30,-0.0195258,8095490450.22,0.49986178
22,600155,2014-05-30,0.20358306,2532750000.0,0.49644604
28,600251,2014-05-30,-0.0788663,5876883000.0,0.49823543
29,600256,2014-05-30,-0.0209205,37437614984.3,0.49538404
44,600387,2014-05-30,0.06723284,5455593000.0,0.4997541
46,600389,2014-05-30,0.06817627,6139980000.0,0.4997362
67,600722,2014-05-30,-0.00502513,2707672310.48,0.5002761
68,600725,2014-05-30,0.00625,1971952000.0,0.5011863
88,600985,2014-05-30,0.04205607,1875030507.2,0.500785
121,600378,2014-05-30,0.0054816000000000005,3795158338.84,0.50053257
143,600589,2014-05-30,0.00986193,3050771100.0,0.50201786
152,600618,2014-05-30,-0.07125,9251199808.0,0.49783912
156,600727,2014-05-30,0.0162037,1516262142.24,0.50081486
195,601678,2014-05-30,0.01355014,4870800000.0,0.50028
199,603077,2014-05-30,0.05519481,6228344276.0,0.49879748
227,600249,2014-05-30,0.07926829,2214000000.0,0.50065464
243,600409,2014-05-30,-0.00681818,8289726981.76,0.4998563
244,600470,2014-05-30,0.02642533,2947040000.0,0.5003378
253,600538,2014-05-30,0.07843137,2605290647.85,0.5013804
265,600810,2014-05-30,0.01711027,2326392800.0,0.4993923
300,600141,2014-05-30,-0.00784204,4349546369.73,0.49776587
