,ticker,tradeDate,real_return,market_value,pred
0,600030,2019-12-30,-0.05533597,310919869544.0,0.49925032
16,600109,2019-12-30,-0.05053763,28247515862.0,0.5002414
57,601211,2019-12-30,-0.04975663,166400472376.0,0.5008188
110,600621,2019-12-30,-0.08752449,16008970437.0,0.49981567
136,601066,2019-12-30,0.11513158,236655621940.0,0.49948385
139,601198,2019-12-30,-0.06621005,36405081240.0,0.5001138
146,601688,2019-12-30,-0.06745446,186978990000.0,0.5008188
219,600318,2019-12-30,-0.09714286,3614085376.0,0.4994937
236,600830,2019-12-30,-0.04718693,2516947758.0,0.49994972
242,600837,2019-12-30,-0.05886158,180116622000.0,0.5007812
245,600958,2019-12-30,-0.043680300000000005,75531482640.0,0.499991
251,601336,2019-12-30,-0.02360122,153076151662.0,0.50062907
253,601990,2019-12-30,-0.01316809,41796092478.0,0.4998068
308,600120,2019-12-30,0.05498282,14036027166.0,0.50054675
378,603300,2019-12-30,0.05526992,5379457321.0,0.4995788
404,600155,2019-12-30,-0.09337135,23918903250.0,0.49941692
449,600816,2019-12-30,-0.17117117,24501737792.0,0.5001662
468,601555,2019-12-30,-0.08508509,29940000000.0,0.49972713
526,600369,2019-12-30,-0.02312139,29523920593.0,0.49948043
549,600783,2019-12-30,-0.08831004,11358922918.0,0.49938834
579,601788,2019-12-30,-0.05343511,60309101808.0,0.50074
662,600999,2019-12-30,0.02515036,124274042515.0,0.5008995
664,601375,2019-12-30,0.0,20622146831.0,0.5000326
665,601377,2019-12-30,-0.03954802,47881202655.0,0.50039846
749,600695,2019-12-30,-0.15621437,6478413431.0,0.49879605
750,600696,2019-12-30,-0.12130638,4294587096.0,0.5006248
774,601162,2019-12-30,-0.13043478,36260000000.0,0.50063455
782,601901,2019-12-30,-0.07266436,70549108998.0,0.5003013
864,601318,2019-12-30,-0.02305172,1570089933850.0,0.50112194
865,601319,2019-12-30,-0.04347826,336986808372.0,0.50056994
945,601108,2019-12-30,-0.04585538,40448030000.0,0.4989756
952,601601,2019-12-30,-0.04968288,346621500000.0,0.50112194
1000,600061,2019-12-30,-0.07793923,58165304672.0,0.5003085
1017,600093,2019-12-30,-0.00071633,15658142625.0,0.49952683
1028,600390,2019-12-30,-0.04116223,36749195135.0,0.50083673
1043,600643,2019-12-30,-0.053125,15716429025.0,0.50091463
1154,600864,2019-12-30,-0.11414392,17143900920.0,0.49940515
1204,600053,2019-12-30,0.0259536,10023463296.0,0.50051296
1245,600705,2019-12-30,-0.06391753,43624943388.0,0.50056994
1261,601099,2019-12-30,-0.07124011,25902002320.0,0.4999947
1303,600291,2019-12-30,-0.08342603,10012469904.0,0.49921677
1322,600599,2019-12-30,-0.06368821,1723080000.0,0.499433
1347,600901,2019-12-30,-0.06962025,19024960500.0,0.50070673
1350,600909,2019-12-30,-0.04520548,26324670000.0,0.49997973
1354,601628,2019-12-30,-0.07484944,983894381050.0,0.50041693
1357,601878,2019-12-30,-0.05031447,37833468020.0,0.49896523
1425,601881,2019-12-30,-0.03359173,116274357289.0,0.5005721
1,600031,2019-12-30,-0.05982405,141334406132.0,0.49895954
22,600582,2019-12-30,-0.02821317,13202098591.0,0.49993256
68,603131,2019-12-30,0.10164639,4327630223.0,0.5006606
82,603356,2019-12-30,0.01638066,1693418000.0,0.5004417
96,603912,2019-12-30,0.01963636,2980912236.0,0.50139236
100,600320,2019-12-30,-0.02479339,19124123205.0,0.50023973
158,603036,2019-12-30,-0.04575163,2146863860.0,0.49998719
168,603187,2019-12-30,-0.04932598,3666548000.0,0.50074786
187,603638,2019-12-30,-0.05252791,12698895150.0,0.5004814
188,603690,2019-12-30,0.15925129999999998,8619067294.0,0.49783048
192,603699,2019-12-30,-0.03835022,10500000000.0,0.5007335
195,603960,2019-12-30,0.00155183,5682320800.0,0.5000439
197,603966,2019-12-30,-0.00775194,2170980084.0,0.49970192
199,603969,2019-12-30,-0.05620609,3523790000.0,0.5004909
221,600481,2019-12-30,-0.04518072,5370461424.0,0.5000332
233,600558,2019-12-30,-0.05214724,2917215600.0,0.50020415
240,600835,2019-12-30,-0.02353651,16946790201.0,0.50042
267,603028,2019-12-30,-0.03468697,2642976000.0,0.500016
268,603029,2019-12-30,-0.02806297,1365564200.0,0.4999926
271,603111,2019-12-30,0.03598485,5085570560.0,0.49997377
277,603203,2019-12-30,0.00433213,4275990147.0,0.5007271
286,603680,2019-12-30,-0.03938521,8210275866.0,0.5003462
289,603686,2019-12-30,0.06959707,4551429915.0,0.50018597
292,603757,2019-12-30,-0.00451904,2534346640.0,0.50117165
319,600302,2019-12-30,-0.14087302,1733509098.0,0.4990641
334,600495,2019-12-30,-0.02857143,5013992235.0,0.49972603
338,600499,2019-12-30,0.06928406,6829300681.0,0.49884978
341,600545,2019-12-30,0.00164745,11429340390.0,0.50100994
377,603169,2019-12-30,-0.08732877,6067169425.0,0.49967882
383,603308,2019-12-30,0.053297800000000006,7285272660.0,0.49955806
396,603789,2019-12-30,-0.00837989,3733600000.0,0.5004316
397,603800,2019-12-30,-0.0523918,2751840000.0,0.50031865
399,603895,2019-12-30,-0.06141869,2498809600.0,0.49968192
421,600375,2019-12-30,-0.03418803,2611980820.0,0.4997652
434,600579,2019-12-30,-0.11428571,5786245765.0,0.5000831
448,600815,2019-12-30,-0.11418685,5144874050.0,0.5001249
461,601038,2019-12-30,-0.08357349,6950242500.0,0.49809697
478,603311,2019-12-30,-0.00626118,2333100000.0,0.50070214
480,603315,2019-12-30,0.06748971,3622910340.0,0.4995809
482,603318,2019-12-30,-0.12402428,4624866450.0,0.49983472
516,600218,2019-12-30,-0.07423971,4144806200.0,0.49838287
527,600560,2019-12-30,-0.02298851,1939006485.0,0.50020415
567,601028,2019-12-30,0.037182,4040413128.0,0.50020415
574,601369,2019-12-30,-0.03308271,11093762622.0,0.5003383
577,601766,2019-12-30,-0.05322129,205196878315.0,0.50000733
581,601798,2019-12-30,-0.03381643,2205165404.0,0.50047314
587,603090,2019-12-30,-0.001221,1628000000.0,0.50003344
591,603321,2019-12-30,-0.01699029,2498980814.0,0.50027275
602,600172,2019-12-30,-0.05841924,4167913205.0,0.49937364
632,600421,2019-12-30,0.11397059,1605876000.0,0.4991646
656,600992,2019-12-30,-0.04227405,1676415600.0,0.5003399
675,603088,2019-12-30,0.09009009,1397088000.0,0.50040144
680,603159,2019-12-30,-0.01728608,1603001145.0,0.50055414
682,603331,2019-12-30,0.00244648,2115279981.0,0.50070214
685,603338,2019-12-30,-0.02405594,24749360298.0,0.5009816
686,603339,2019-12-30,-0.04941003,2823043660.0,0.50095063
690,603556,2019-12-30,-0.00920245,7836614372.0,0.49989638
708,600169,2019-12-30,-0.10729614,5948375600.0,0.49993426
736,600501,2019-12-30,0.09859155,3286012080.0,0.49997252
755,600761,2019-12-30,0.0020555,7098333872.0,0.5005336
764,600984,2019-12-30,0.07744434,8567662725.0,0.50017875
796,603855,2019-12-30,-0.03779367,3241175300.0,0.50070214
803,600243,2019-12-30,-0.18678815,1948494000.0,0.49773183
842,600894,2019-12-30,-0.02796272,6389405467.0,0.5003214
851,601002,2019-12-30,-0.04421769,4605528900.0,0.5002414
858,601100,2019-12-30,0.01487437,43950060000.0,0.50044763
860,601106,2019-12-30,-0.01030928,19818992581.0,0.4999947
861,601177,2019-12-30,-0.02774813,3668550200.0,0.50002277
882,603626,2019-12-30,0.16458133,4348203444.0,0.498946
888,603985,2019-12-30,0.00641026,2243696000.0,0.5007335
914,600520,2019-12-30,-0.01110083,1711044000.0,0.50048935
919,600526,2019-12-30,0.06706114,2753445641.0,0.50003564
921,600528,2019-12-30,-0.1,24214912440.0,0.50061715
955,601608,2019-12-30,0.01612903,16099245603.0,0.50027823
968,603277,2019-12-30,-0.05214153,4268828700.0,0.50091463
969,603278,2019-12-30,-0.08618899,2864486664.0,0.5002628
971,603298,2019-12-30,0.04114907,7772808752.0,0.5005981
974,603337,2019-12-30,0.08062977,9231160860.0,0.5005981
976,603500,2019-12-30,0.02893891,2182068000.0,0.5005124
982,603611,2019-12-30,-0.04297821,4427719145.0,0.500432
986,603617,2019-12-30,0.01702997,2099092758.0,0.49739563
