,ticker,tradeDate,real_return,market_value,pred
0,600030,2019-06-28,-0.02435951,288503589004.0,0.4992488
16,600109,2019-06-28,-0.04423868,29396772396.0,0.50001216
57,601211,2019-06-28,-0.01307902,163460845800.0,0.49900514
110,600621,2019-06-28,-0.09603761,15796790577.0,0.49780825
136,601066,2019-06-28,-0.08064516,161185800016.0,0.5005439
139,601198,2019-06-28,-0.04230418,32764573116.0,0.5000265
146,601688,2019-06-28,-0.08960573,202590828000.0,0.4986719
219,600318,2019-06-28,-0.04685408,3834832068.0,0.50036216
236,600830,2019-06-28,-0.00324149,2803171059.0,0.50074255
242,600837,2019-06-28,-0.01270782,163209123000.0,0.49910697
245,600958,2019-06-28,-0.01482598,74692243944.0,0.50000876
251,601336,2019-06-28,0.00944939,171668649398.0,0.50024503
253,601990,2019-06-28,0.00042787,27242783245.0,0.5005439
308,600120,2019-06-28,0.00392465,14481615330.0,0.4999482
378,603300,2019-06-28,0.05764411,3872664474.0,0.5007362
404,600155,2019-06-28,-0.09530901,23362246481.0,0.5009263
449,600816,2019-06-28,-0.04950495,27619146395.0,0.49942777
468,601555,2019-06-28,-0.02765051,30750000000.0,0.5005439
526,600369,2019-06-28,-0.01012146,27886838954.0,0.50000876
549,600783,2019-06-28,-0.13587481,13190046796.0,0.5005439
579,601788,2019-06-28,-0.00087566,52655194392.0,0.50020146
662,600999,2019-06-28,-0.01053248,114492904937.0,0.49927062
664,601375,2019-06-28,-0.03213611,20467384003.0,0.50000876
665,601377,2019-06-28,-0.03709199,45135567258.0,0.50007504
749,600695,2019-06-28,-0.05371248,4501466193.0,0.5004125
750,600696,2019-06-28,0.02444444,3065090400.0,0.49854502
774,601162,2019-06-28,-0.1402214,56151200000.0,0.49902996
782,601901,2019-06-28,-0.02390999,58530240954.0,0.5002828
864,601318,2019-06-28,-0.00586841,1619812190450.0,0.4989298
865,601319,2019-06-28,-0.04214963,419685670794.0,0.49919254
946,601108,2019-06-28,0.00410493,39407220000.0,0.5002256
953,601601,2019-06-28,0.08558895,330853620000.0,0.49912816
1001,600061,2019-06-28,-0.03568879,59222087097.0,0.4996352
1018,600093,2019-06-28,-0.09519651,12852023875.0,0.49966538
1029,600390,2019-06-28,-0.02545069,35347296954.0,0.5005236
1044,600643,2019-06-28,-0.03340292,15538017550.0,0.5001893
1155,600864,2019-06-28,-0.13076923,16446407640.0,0.49896115
1205,600053,2019-06-28,-0.00128755,10101500640.0,0.5004466
1246,600705,2019-06-28,-0.0498155,48651685836.0,0.50002825
1262,601099,2019-06-28,0.07022472,24266086384.0,0.4999038
1304,600291,2019-06-28,-0.04979514,10996227864.0,0.5002828
1323,600599,2019-06-28,-0.0660066,2514900000.0,0.5000394
1348,600901,2019-06-28,0.00821018,18188698500.0,0.5002828
1351,600909,2019-06-28,0.0,23681340000.0,0.49993566
1355,601628,2019-06-28,0.04837571,800456445600.0,0.49988616
1358,601878,2019-06-28,-0.04731183,31000000620.0,0.5004468
1426,601881,2019-06-28,-0.07020408,124181419075.0,0.49904263
