,ticker,tradeDate,real_return,market_value,pred
0,600048,2011-09-30,0.11459459,55022040095.8,0.5000556
44,600383,2011-09-30,0.06160164,21776246745.6,0.49997157
59,600576,2011-09-30,-0.06692015,2867924133.5,0.4976579
68,600657,2011-09-30,-0.01214575,7529846583.48,0.49927655
69,600658,2011-09-30,0.09453303,5093255189.56,0.50122756
87,600895,2011-09-30,0.07514451,13396164607.5,0.5002333
109,600208,2011-09-30,0.05570292,23414398290.8,0.5003095
115,600275,2011-09-30,0.11895161,2523832700.48,0.49873686
130,600533,2011-09-30,0.00765306,4116000000.0,0.49981475
139,600555,2011-09-30,0.10362694,5031510000.0,0.5008834
155,600614,2011-09-30,0.153,5674025960.0,0.49926966
156,600615,2011-09-30,-0.04214559,1962934103.52,0.49850443
165,600753,2011-09-30,0.09203143,1140480000.0,0.5010292
171,600759,2011-09-30,0.21630616,7332906445.45,0.5004649
181,600890,2011-09-30,-0.00851064,2722216147.5,0.4994156
217,600158,2011-09-30,0.56805808,4648981905.23,0.49876904
218,600159,2011-09-30,0.09562842,3037811829.12,0.49997953
220,600240,2011-09-30,0.04494382,5740500000.0,0.5009955
224,600246,2011-09-30,0.13866667,4563000000.0,0.49787763
230,600322,2011-09-30,0.03412073,4212717000.0,0.49886414
232,600325,2011-09-30,-0.01077844,6822330927.0,0.50107205
249,600663,2011-09-30,0.10935024,23570172080.0,0.49930683
251,600665,2011-09-30,0.04398148,3110841076.32,0.49998194
313,600215,2011-09-30,0.0464684,2501876894.4,0.50102806
336,600376,2011-09-30,0.03372093,12854205000.0,0.49913913
352,600565,2011-09-30,-0.02380952,3326400000.0,0.49956498
356,600620,2011-09-30,0.02040816,2018830712.22,0.4990478
357,600621,2011-09-30,0.02903226,3249310576.2,0.5009118
364,600732,2011-09-30,0.02728732,1544981438.0,0.5009262
369,600743,2011-09-30,0.09946237,4703790567.6,0.50013554
371,600745,2011-09-30,0.10562572,2851435344.16,0.49782127
374,600748,2011-09-30,0.02985075,6532726364.19,0.50068045
379,600823,2011-09-30,-0.00082919,14117379776.3,0.49854967
403,600007,2011-09-30,0.11466373,9136052583.38,0.49836338
409,600136,2011-09-30,0.13436385,878374040.0,0.50035423
455,600683,2011-09-30,-0.06821705,4778015500.65,0.49924102
491,601588,2011-09-30,0.02356902,10000049400.0,0.49999258
499,600052,2011-09-30,0.03532609,3208183858.56,0.4989194
500,600053,2011-09-30,0.04491413,3281903856.0,0.5002123
513,600175,2011-09-30,0.13043478,4014108362.88,0.49866578
528,600223,2011-09-30,-0.11782477,6626408160.0,0.50079507
529,600225,2011-09-30,0.09310345,3633129900.6,0.49941197
573,600675,2011-09-30,0.03665988,6944895185.58,0.50063384
577,600679,2011-09-30,-0.08510638,2991622340.52,0.5003417
579,600684,2011-09-30,0.07795699,1809044950.32,0.49689016
582,600687,2011-09-30,0.0,1795473166.45,0.5005483
585,600773,2011-09-30,-0.06749556,9723657416.22,0.50036865
589,600777,2011-09-30,0.02832244,2870692850.61,0.49975124
603,600064,2011-09-30,0.04834123,5446108677.6,0.4993065
605,600067,2011-09-30,0.08759124,5038192378.45,0.50048983
610,600082,2011-09-30,0.06067416,2875215425.7,0.5003236
623,600173,2011-09-30,-0.03456221,3147139976.4,0.49929613
634,600340,2011-09-30,0.01574803,10453689481.2,0.49854052
648,600634,2011-09-30,0.0,1186891121.63,0.50096756
650,600638,2011-09-30,0.02625298,4702554219.44,0.5002333
651,600639,2011-09-30,0.04084158,7504906323.2,0.5002418
653,600641,2011-09-30,-0.0221843,4724090263.28,0.5002353
658,600647,2011-09-30,0.01404213,1067123995.0,0.5017582
659,600648,2011-09-30,0.05457746,11482471512.5,0.500905
660,600649,2011-09-30,0.07974482,14409055737.8,0.49997708
662,600734,2011-09-30,0.02676864,1838650400.62,0.49975142
664,600736,2011-09-30,0.14285714,5257671552.0,0.49999544
706,600162,2011-09-30,0.40692641,3547294299.78,0.50052124
716,600266,2011-09-30,0.03040834,10234692000.0,0.5000123
724,600393,2011-09-30,-0.05140962,1809000000.0,0.5000273
732,600463,2011-09-30,0.02131148,1537200000.0,0.49944052
753,600606,2011-09-30,0.00543478,2724882753.6,0.5001929
762,600696,2011-09-30,0.0,3174070926.0,0.49917763
766,600716,2011-09-30,0.47291667,3554883043.2,0.5011321
770,600766,2011-09-30,-0.04222649,1783544645.46,0.4994562
771,600767,2011-09-30,-0.05410448,1827814575.52,0.5010012
774,600791,2011-09-30,-0.04133858,2300630400.0,0.4989895
804,600113,2011-09-30,-0.09792285,2147364000.0,0.49966896
816,600185,2011-09-30,-0.05970149,3482894232.0,0.50070894
831,600239,2011-09-30,0.10227273,5796941455.36,0.5008235
847,600503,2011-09-30,0.01888889,10251684000.0,0.5008486
860,600807,2011-09-30,0.21513944,3224358048.0,0.4982197
1,600070,2011-09-30,-0.07363184,1413791388.0,0.49917206
19,600152,2011-09-30,-0.02742409,2996575782.0,0.49920526
22,600156,2011-09-30,0.00822368,2444833068.16,0.49899748
37,600370,2011-09-30,-0.02702703,1887874336.64,0.5005488
96,600987,2011-09-30,0.09846154,2753010000.0,0.50027883
113,600272,2011-09-30,0.1030445,2075220000.0,0.500049
114,600273,2011-09-30,0.1517165,2844450000.0,0.49891555
198,601718,2011-09-30,0.03498624,15466570000.0,0.4993212
207,600107,2011-09-30,0.07314286,3150000000.0,0.50052845
237,600400,2011-09-30,0.12549801,2813206192.8,0.49989328
343,600448,2011-09-30,0.07261411,1541436000.0,0.50021774
359,600626,2011-09-30,-0.015590200000000002,3188990243.84,0.49870756
360,600630,2011-09-30,0.06319115,2689373909.01,0.49841082
410,600137,2011-09-30,0.01759755,1270633875.16,0.5006684
434,600483,2011-09-30,0.04734577,2010731472.64,0.499796
457,600689,2011-09-30,0.11453744,1825001394.44,0.5018175
515,600177,2011-09-30,0.11567568,20596158178.8,0.50048816
525,600220,2011-09-30,0.007481300000000001,7151194707.26,0.49874818
560,600510,2011-09-30,0.02423469,6236897968.0,0.500959
637,600493,2011-09-30,0.08867667,1993760000.0,0.4977269
678,600884,2011-09-30,0.01081425,6458691642.84,0.4988561
727,600398,2011-09-30,0.01863354,3123097696.74,0.49986917
824,600232,2011-09-30,0.0385208,2367023350.56,0.4991237
825,600233,2011-09-30,-0.04451039,2224200000.0,0.5007419
2,600071,2011-09-30,-0.12818004,2426968500.32,0.49891824
28,600203,2011-09-30,0.02255639,1599618265.0,0.49879217
29,600206,2011-09-30,-0.00292612,2973225000.0,0.49864906
36,600360,2011-09-30,0.05485232,3214099200.0,0.49975124
62,600651,2011-09-30,-0.05324814,5783186057.01,0.49842706
65,600654,2011-09-30,0.00570342,3971526990.04,0.5012237
145,600584,2011-09-30,0.03303303,5681869842.6,0.4990141
253,600667,2011-09-30,-0.04055944,3352044274.15,0.5014775
324,600288,2011-09-30,0.05918619,3542448000.0,0.49986726
331,600363,2011-09-30,-0.01714286,3244559062.5,0.500736
351,600563,2011-09-30,-0.08238777,4560750000.0,0.49972928
412,600207,2011-09-30,-0.08844508,3084400000.0,0.50049025
460,600703,2011-09-30,-0.0479505,18671098123.7,0.5002011
463,600707,2011-09-30,-0.00460829,6395056731.84,0.49840596
512,600171,2011-09-30,0.07536765,3665514285.12,0.50060314
712,600261,2011-09-30,0.15144231,6234221260.8,0.49978977
749,600602,2011-09-30,0.12737643,6169680611.32,0.49915776
815,600183,2011-09-30,-0.00816803,9380974420.78,0.49938583
829,600237,2011-09-30,0.11575563,2488000000.0,0.5002567
846,600460,2011-09-30,-0.00926706,5152529600.0,0.5005384
853,600800,2011-09-30,0.05679513,3013566261.71,0.49970773
3,600072,2011-09-30,0.03587009,9870002359.18,0.49997953
13,600093,2011-09-30,0.17137809,1825052850.0,0.50166464
18,600099,2011-09-30,0.09798658,1632444000.0,0.50130606
64,600653,2011-09-30,0.01863354,5623344620.74,0.5016324
86,600893,2011-09-30,-0.07780980000000001,15123276515.7,0.49926063
97,600988,2011-09-30,0.07751092,912682248.0,0.5019546
106,600038,2011-09-30,-0.07742782,7711821000.0,0.5001102
126,600435,2011-09-30,0.03246753,6880658400.0,0.5010519
204,600104,2011-09-30,0.02252816,147693898622.0,0.498006
213,600148,2011-09-30,-0.02175884,1560926443.5,0.50046396
215,600150,2011-09-30,0.10912000000000001,33127826875.0,0.49965245
247,600660,2011-09-30,-0.03318584,18106996441.3,0.49927154
260,600715,2011-09-30,0.00758534,1773864960.0,0.50062615
292,601766,2011-09-30,0.21507761,53398400000.0,0.50109756
299,601989,2011-09-30,-0.00186567,98273633523.2,0.4996481
308,600184,2011-09-30,0.06009693,6480323782.35,0.5004704
312,600213,2011-09-30,0.01826484,1927200000.0,0.5009262
367,600741,2011-09-30,-0.00487329,26503633795.5,0.4992985
368,600742,2011-09-30,-0.19869234,5823239202.0,0.4996836
402,600006,2011-09-30,0.052341599999999995,7260000000.0,0.49905843
421,600316,2011-09-30,0.05438757,15690465522.6,0.49994788
426,600418,2011-09-30,-0.13727811,10889824565.8,0.499698
431,600480,2011-09-30,-0.09267432,4098229114.54,0.5000835
433,600482,2011-09-30,-0.00424088,5435190000.0,0.49987662
474,600877,2011-09-30,-0.08783784,5085887096.0,0.49847832
475,600879,2011-09-30,0.04017372,7469685620.64,0.49928945
482,600967,2011-09-30,0.04171856,2782073800.0,0.4997312
488,601299,2011-09-30,0.15486726,37516000000.0,0.50066394
493,601777,2011-09-30,0.04004329,8791352603.88,0.5004682
516,600178,2011-09-30,0.01181102,3521049600.0,0.499243
575,600677,2011-09-30,-0.05068226,3346528372.56,0.5013661
580,600685,2011-09-30,0.28938237,9266795106.14,0.50032175
581,600686,2011-09-30,0.00135135,3275218517.8,0.49915826
604,600066,2011-09-30,0.07465719,10236668025.9,0.5002523
609,600081,2011-09-30,0.07760532,2828311200.0,0.5002696
628,600303,2011-09-30,0.06100478,4802870126.56,0.4997566
638,600495,2011-09-30,0.23872179999999998,3215812320.0,0.49887368
