,real_return,return,pred
0,0.05225225,0.6187712337663216,0.36600865610494526
14,-0.06571087,-2.608455669673494,0.4661533393564088
15,-0.04353741,-2.001835679846617,0.3657548187506368
42,0.01206273,-0.4807308833388597,0.3942916901716931
62,0.07616708,1.2730315039862818,0.4512180697720623
63,-0.02205323,-1.4140729647341006,0.33076303560040915
81,-0.00484848,-0.9433866004962259,0.4046554481550064
107,0.0071598999999999986,-0.6148621684302666,0.3864084520647825
131,-0.04018913,-1.910233666469476,0.46913164245246264
149,0.07389558,1.2108879636054957,0.40186852582822574
155,0.03474903,0.13991934784785945,0.4512180697720623
159,,9.491689049426608e-17,0.3869099310585806
165,-0.0008642999999999999,-0.8343876787641893,0.4163500415990312
175,0.01804124,-0.3171712189752521,0.4885894448029822
217,0.09225958,1.713289009413446,0.35880643509271265
218,0.05729167,0.7566393386598907,0.42785669082822814
220,0.06666667,1.0131199422565764,0.37647108187307865
224,,9.491689049426608e-17,0.3869099310585806
230,0.04534005,0.42966774276034697,0.43151265736243793
232,0.02452316,-0.13983929854160632,0.41360587905699747
249,0.01832461,-0.3094188020535248,0.4517076814627482
304,0.02502085,-0.1262235298371759,0.4163500415990312
313,0.053407,0.6503628046466707,0.41766814674597136
335,0.0508167,0.5794975558470444,0.3615358643253962
347,0.08991228,1.6490717378590458,0.3425938328656479
350,-0.02188679,-1.4095195106900869,0.38076768824952456
354,0.01438849,-0.4171029016192834,0.34901133476425183
356,0.02427184,-0.14671489377317098,0.3904670743418837
361,-0.01830986,-1.3116621063782905,0.47440881713542
374,0.04166667,0.3291716659987477,0.40194765062929716
404,-0.00699913,-1.0022239349095818,0.4248516198983362
451,0.02558398,-0.1108174581248131,0.3869099310585806
452,-0.00875912,-1.0503736199788227,0.4170241500027434
464,0.10227273,1.9872280767098895,0.47124721726955177
466,0.08745247,1.5817764254821756,0.43341455061342693
469,0.02090592,-0.23879950105404096,0.4300023992231914
503,0.04208999,0.3407528253709663,0.3425938328656479
516,0.02615385,-0.09522699395717114,0.4163500415990312
544,0.01069519,-0.518143948367405,0.4020478957853915
552,0.03361345,0.10885222850574493,0.4874350587601496
553,-0.00323625,-0.8992793233189796,0.33076303560040915
565,0.016,-0.3730153221523933,0.37412093594166135
569,0.11621856,2.368757132289278,0.3425938328656479
586,0.13087248,2.7696580652660834,0.43417383939712495
602,0.06029106,0.8386964434728894,0.4527390604177982
607,0.09195402,1.7049295200017125,0.507044511411212
608,0.0188172,-0.2959425587974511,0.3869099310585806
657,0.05698402,0.7482226711722619,0.4203054275806345
658,0.05433901,0.6758606699648729,0.34901133476425183
660,0.02768166,-0.053429273319192186,0.4317751000334548
662,0.01785714,-0.3222078140816147,0.41360587905699747
712,0.00227618,-0.7484706434593019,0.35630485838548603
714,0.02764977,-0.05430171774038667,0.34680181994924286
737,0.02403846,-0.15309968772169302,0.3417304502441782
746,0.02853746,-0.030016355926334188,0.3869917738582257
749,0.00282885,-0.7333507357057253,0.467842689958571
766,0.048583,0.51838814525996,0.3854707842005865
769,0.03757829,0.21732204785126846,0.46861851123545994
774,0.09984152,1.920715201161057,0.3869099310585806
775,-0.00235452,-0.8751570147739871,0.32199049164263893
776,-0.01098901,-1.1113787968486053,0.33702970495712925
777,0.03583815,0.16971541771337648,0.43572693589467626
807,,9.491689049426608e-17,0.3869099310585806
813,0.04203152,0.3391532071424545,0.46460799619743903
821,0.05118483,0.5895688310045963,0.46987382581446896
827,,9.491689049426608e-17,0.3543599409672299
839,0.00814664,-0.5878670035456806,0.44984132110974484
840,0.02300885,-0.18126768711040595,0.41360587905699747
858,-0.03384367,-1.7366350093069551,0.4286660404672829
860,0.01663202,-0.3557245625699744,0.36294118194424685
869,0.02711497,-0.0689327392660942,0.40711698859049084
879,-0.00400802,-0.9203933537656798,0.38207710788758104
882,0.04855842,0.5177156873147433,0.3315991712687921
889,,9.491689049426608e-17,0.3869099310585806
927,0.02016499,-0.25906981290714953,0.41974887488699497
1,-0.06087662,-1.4895626082800315,0.3619957893673878
20,0.00986842,0.08343092052933652,0.38207710788758104
23,0.05578801,1.1044384415594948,0.4019159101877154
34,-0.02171553,-0.6188281914061242,0.42265362726507544
91,0.05063291,0.9898164279121046,0.40581446308929575
111,-0.01549865,-0.4805978361842686,0.37588153002350005
112,-0.023,-0.6473879745082296,0.4641872914152999
197,0.14354067,3.055591007390382,0.326420421529858
211,0.01897019,0.28580589000721435,0.4564097057931606
