,real_return,return,pred
0,0.11459459,0.5463129037560001,0.45327670668319525
44,0.06160164,0.06392732237530001,0.41375403301916014
59,-0.06692015,-1.10598411658,0.3820472015116874
68,-0.01214575,-0.607382306555,0.4678618129256451
69,0.09453303,0.363696022001,0.43150709364311823
87,0.07514451,0.187205705981,0.4193066103492903
109,0.05570292,0.0102323030077,0.4700586746181073
115,0.11895161,0.58597409691,0.3562122735656564
130,0.00765306,-0.427157192224,0.41011620343846994
139,0.10362694,0.446476298667,0.45624538571836254
155,0.153,0.8959106527200001,0.3839713280270199
156,-0.04214559,-0.8804656178200001,0.367566680498024
165,0.09203143,0.34092439350299997,0.4270741626453578
171,0.21630616,1.47217558601,0.39185084212576643
181,-0.00851064,-0.5742925342230001,0.44316151876533866
217,0.56805808,4.67411196492,0.3562122735656564
218,0.09562842,0.373667166124,0.44937647785626894
220,0.04494382,-0.0877059078039,0.43115995003889257
224,0.13866667,0.7654368495980001,0.4717708728715994
230,0.03412073,-0.18622660842500002,0.4668491401107825
232,-0.01077844,-0.5949359220970001,0.4435815066076955
249,0.10935024,0.49857450037,0.38129242192359347
251,0.04398148,-0.09646592098279999,0.46057994051509477
313,0.0464684,-0.073827921965,0.4372753891010952
336,0.03372093,-0.18986591809599998,0.41670637993016646
352,-0.02380952,-0.7135555705940001,0.4260777659337161
356,0.02040816,-0.311049741534,0.4270741626453578
357,0.02903226,-0.232546063358,0.4533437068842599
364,0.02728732,-0.24842994784400002,0.46115202197128907
369,0.09946237,0.408566944297,0.46115202197128907
371,0.10562572,0.464670844401,0.3539479574961628
374,0.02985075,-0.22509549164,0.42989471586845945
379,-0.00082919,-0.50436963459,0.4487499226454052
403,0.11466373,0.546942273117,0.4009053937361178
409,0.13436385,0.72626902959,0.44386654626904254
455,-0.06821705,-1.1177895710899999,0.40055320486716844
491,0.02356902,-0.282276984237,0.4506033101180322
499,0.03532609,-0.175254426571,0.4432321828116569
500,0.04491413,-0.08797617069569999,0.46115202197128907
513,0.13043478,0.6905033906470001,0.47377574882844686
528,-0.11782477,-1.5693599941999998,0.44555310592503383
529,0.09310345,0.35068280459299994,0.36716608063806755
573,0.03665988,-0.163113168827,0.4645610164476893
577,-0.08510638,-1.27153019642,0.4432321828116569
579,0.07795699,0.212807220898,0.39079059746015227
582,0.0,-0.49682166263800004,0.4700586746181073
585,-0.06749556,-1.11122197346,0.37847261941909033
589,0.02832244,-0.239007431019,0.46115202197128907
