,real_return,return,pred
0,0.19565217,2.1179012732519,0.31933116763281966
15,0.02962963,-0.35400705899341794,0.40808178563354336
42,0.01156515,-0.6229689639834205,0.3395127388254604
62,0.08384146,0.4531524645463779,0.43705326732179506
63,0.05037159,-0.04518017469747177,0.4097649099419356
81,0.03252966,-0.3108285344342744,0.3853047290887166
104,-0.01893939,-1.0771508274659969,0.3564406621973543
127,0.03808487,-0.22811705509916416,0.41167523914737
146,0.01661631,-0.5477622812552545,0.4293210086136641
151,0.0436747,-0.14489011884800915,0.45872960866634516
155,0.12717949,1.0984120627918783,0.49887266967083754
170,,-2.06626276861377e-16,0.38791285300487244
219,0.13132075,1.1600712513574447,0.41071749319040096
223,0.10720887,0.8010696538749627,0.41639270259451183
228,0.0662768,0.19163237572557046,0.4953587722472809
230,0.12848402,1.1178352000156797,0.43941625050751626
246,,-2.06626276861377e-16,0.38791285300487244
305,-0.01102464,-0.959308175060856,0.5724203200363102
306,0.09086515,0.5577281314052762,0.4504131267756535
307,0.04166667,-0.1747876622080767,0.36873023123967363
317,0.00331126,-0.745861069262838,0.5108211481805102
341,0.10539846,0.7741144731881702,0.3700649301922572
353,-0.03497164,-1.3158548754804409,0.3698588141160375
356,0.06993007,0.2460258849017453,0.40192079637965883
360,0.02335225,-0.44747092195244814,0.40562989251767856
362,0.117737,0.9578229011747684,0.3798257842353619
367,,-2.06626276861377e-16,0.38791285300487244
380,0.09201389,0.5748317125068753,0.3871907544968349
441,-0.04118497,-1.408365098477811,0.42586877362436465
452,-0.02960969,-1.2360208428118482,0.37900725230614785
454,,-2.06626276861377e-16,0.37900725230614785
457,0.06722689,0.2057782584917476,0.35153587156197286
504,0.09467456,0.6144464078509844,0.4213881086793101
512,0.17562724,1.8197502431590624,0.4593995224372716
541,0.00995025,-0.6470131977708505,0.42145672386883204
549,0.29706202,3.6277917567172633,0.46533762116920807
550,0.02980473,-0.3513999964284424,0.5216812449766642
560,-0.01908397,-1.079303477983668,0.48841681380763086
580,0.05765408,0.06324876338824365,0.4334165925993225
600,0.11862069,0.9709801548472028,0.47638708843740785
610,0.16981132,1.7331570546216983,0.5104268916459116
621,0.05605096,0.03937992193099856,0.42927246648316375
622,0.04719764,-0.09243709204815218,0.5471941536992619
664,0.0049416,-0.721586949433128,0.4392443124086185
667,-0.0316092,-1.265791531956875,0.4376274088746149
671,,-2.06626276861377e-16,0.38758002024390575
708,0.03111354,-0.33191313431727365,0.42505718369299533
710,0.04132231,-0.17991483562255406,0.4532666244353858
736,0.04797483,-0.08086551606372411,0.3492183950718347
749,0.07233146,0.2817801623026969,0.42180422568820664
756,0.02105263,-0.4817099465993303,0.4460424527827891
758,-0.00698856,-0.8992150107133601,0.315507974079656
763,-0.17262093,-3.3653141048034723,0.38791285300487244
764,-0.01536098,-1.0238719082590628,0.43968413316924204
765,0.1001221,0.6955547893770088,0.3948523056587098
767,-0.08649789,-2.08302881887605,0.4180208671617666
769,,-2.06626276861377e-16,0.37900725230614785
801,0.12848485,1.1178475578793514,0.40166542469507943
810,0.12196862,1.020827459091398,0.4132700885975538
816,0.05081826,-0.038529708473042205,0.49885808395308623
823,0.08424658,0.4591842931375994,0.49887266967083754
842,0.01898473,-0.5124988939329279,0.453276880831845
844,,-2.06626276861377e-16,0.37900725230614785
853,0.04354136,-0.14687541709137766,0.38791285300487244
857,-0.01129944,-0.9633996701656832,0.4911555512895325
865,0.10456731,0.7617394871751523,0.5508455728767319
872,0.01227573,-0.6123891437811343,0.46045865854767426
914,0.15195072,1.4672307173972423,0.44710111499588
929,0.00706215,-0.6900140966509526,0.40774317559302325
945,0.07062359,0.25635169889410303,0.37106697254162324
958,,-2.06626276861377e-16,0.38758002024390575
1,,0.0,0.38791285300487244
20,0.00255537,-0.2665695182157053,0.39513454575986573
23,0.09634551,0.7866525149957992,0.4439485223006289
34,0.28310502,2.8838796952066867,0.49885808395308623
91,0.01576763,-0.11820164777091192,0.3898468862039592
108,-0.01323773,-0.4439190870799017,0.5108211481805102
193,-0.04022082,-0.7469273234694519,0.35986792228814285
214,0.00511654,-0.23780870524751585,0.42274678313496983
235,0.06951872,0.4853994588820324,0.33264693157745895
292,0.03943145,0.14753264598268592,0.42622771424474554
347,-0.00115075,-0.30818761625592384,0.5453893954530604
386,-0.01227621,-0.43312164025475,0.3761391071701417
410,-0.12948001,-1.7492687804137748,0.41010403635479453
443,0.01500682,-0.1267452095471034,0.40023327379117873
444,0.01228879,-0.15726749134484744,0.3870761393116384
486,0.16170213,1.5205786206635348,0.352994371504614
514,0.06572769999999999,0.4428279711718584,0.3496064475689887
555,-0.12114883,-1.6557132921860034,0.38791285300487244
598,0.04851669,0.2495558964545851,0.4989182141250758
618,0.01446655,-0.13281220409347233,0.46586446981490387
653,-0.01528014,-0.4668544533438982,0.4137333027819291
739,0.01572112,-0.11872393462073075,0.4129351912188909
743,-0.00070175,-0.3031455436786576,0.4410698462564179
922,0.17555147,1.6761006193878931,0.49885808395308623
923,-0.07427785,-1.1293727956880157,0.43706757047778655
970,0.15752993,1.4737266491560284,0.3626255204167687
976,-0.0869446,-1.2716148286904383,0.46085065073314635
2,-0.00131868,-0.6856980717342929,0.4677375675559675
5,-0.04380012,-1.4662972680423518,0.3618201904544323
33,-0.01740812,-0.9813425680848578,0.4460424527827891
56,,0.0,0.37900725230614785
102,0.00436364,-0.5812850757255603,0.5281875208088285
103,0.15446559,2.176847923868439,0.44839915830967547
135,,0.0,0.32547648368652454
287,-0.00718907,-0.7935668661069617,0.40513633155480233
329,-0.03579418,-1.3191876048649611,0.45192763700093286
336,0.10403985,1.2502717033533348,0.4282959108701835
352,0.15199133,2.13138323699678,0.37341879693739105
363,0.09988475,1.1739214732156649,0.38758002024390575
364,0.02335025,-0.23240489401292155,0.4014413337730619
448,,0.0,0.37900725230614785
498,0.00428477,-0.5827343170557228,0.4389503107283618
511,0.08653846,0.9286825348064609,0.33264693157745895
558,0.02832512,-0.14099133732235095,0.39318325080742444
807,-0.01343101,-0.9082629156618528,0.37458117366827054
890,-0.01359269,-0.9112337960759602,0.5096730732454375
913,0.07990868,0.8068599002700788,0.4259420762491192
927,,0.0,0.38791285300487244
944,0.07607362,0.7363904257467767,0.32101052772990374
951,0.00327154,-0.6013524835697396,0.5227765936817872
3,,0.0,0.38791285300487244
