,real_return,return,pred
0,-0.02477701,-0.24691202533965784,0.5060523874331834
8,-0.00470588,0.30641902067033994,0.47381164218997807
14,-0.02638522,-0.29124797062543595,0.49001541580408875
15,-0.03357314,-0.4894081784580882,0.403039378706257
48,-0.04861111,-0.9039825282812904,0.4107811322922481
49,-0.04713805,-0.8633724664344742,0.46525919142127836
56,0.00650759,0.6155576234546241,0.45441276807371145
68,0.03359805,1.3624011030540288,0.45744272229417643
104,-0.02540416,-0.2642016131957063,0.5212003295335152
123,-0.05160745,-0.9865871422916423,0.5482137594158611
136,0.00421053,0.5522311135596792,0.47430126990360066
164,,-2.869423960186634e-16,0.38741275415729715
217,-0.03501094,-0.5290461748216798,0.529921347546767
221,-0.02547771,-0.2662292767320412,0.4800011447872446
226,-0.04022989,-0.6729248235362204,0.4054311451045444
228,-0.03237858,-0.4564759452294806,0.4764233793990517
240,-0.01766801,-0.05092752391472198,0.4559000974529245
309,-0.02310924,-0.20093409990127475,0.4459841820450949
327,0.02167689,1.0337525450280212,0.42263796040056884
329,-0.04268293,-0.7405514688274605,0.48376117038084204
408,-0.01568627,0.0037060850111259617,0.45469318039829626
423,-0.00713649,0.2394107369442936,0.4901561365178777
435,-0.0398482,-0.6624022008960624,0.4789541322085301
438,0.01529903,0.8579244802850134,0.3991663418117472
442,,-2.869423960186634e-16,0.38741275415729715
447,-0.03162055,-0.4355781914504478,0.5237933359451529
541,-0.03713768,-0.5876772169598805,0.44617908200425377
552,-0.02905569,-0.3648688359398611,0.5046698368551371
557,-0.02288984,-0.1948855699234114,0.4602885939728463
603,0.01225115,0.7738989855314571,0.4548610039597515
631,-0.04483696,-0.7999348554647309,0.5230694868548803
632,-0.05439331,-1.063389137387953,0.4764233793990517
642,-0.04891304,-0.9123062869696053,0.4647245108890008
657,0.0385793,1.4997267181508025,0.44798414671554637
661,-0.02980132,-0.38542474025797546,0.46525919142127836
700,-0.0268595,-0.3043231611354681,0.508128228321919
728,-0.02620087,-0.28616571674476543,0.4810753114629153
729,-0.033450699999999986,-0.4860326907165676,0.4582047140127527
755,-0.01483421,0.027196105307107192,0.4284517640704532
764,-0.03004292,-0.3920852910449025,0.4968241653526833
771,-0.07037896,-1.5040896079468962,0.4036309159379061
809,-0.01035503,0.15068040114232234,0.4481836950939674
831,-0.02300995,-0.19819682304848515,0.4284517640704532
838,0.07178527,2.415165665229348,0.39593367413236535
839,0.00726257,0.6363712932936729,0.4615701123327288
842,-0.01304348,0.07656385410956544,0.48104946252732583
912,-0.01358344,0.06167796419686203,0.4183907329940914
914,-0.07024266,-1.5003320207272846,0.45740825289007
927,0.00296956,0.5180194260180696,0.5159216194015923
936,-0.0038059,0.3312301237217415,0.48891242706633664
940,-0.01515152,0.018448343013233743,0.41716105267090664
948,-0.01749838,-0.04625107842636751,0.44310052547128187
949,0.01612903,0.8808063393626189,0.4827955314674346
955,-0.01315789,0.07340974146249453,0.5342975607957821
960,0.06556625,2.243716581806686,0.42569571972702264
961,-0.00446927,0.3129420046177522,0.4615701123327288
962,-0.05482042,-1.0751639215212494,0.5182102950824166
963,-0.00396825,0.32675437694915205,0.4897606926842795
964,-0.01209865,0.10261140460630506,0.44666244125313614
1011,0.00292398,0.5167628535641452,0.4916824542488627
1019,-0.05108359,-0.9721451053080348,0.4711808195615696
1027,-0.03542234,-0.5403878577427965,0.40127426002700156
1044,0.18192488,5.4515500446057565,0.3951366582968552
1046,-0.04903226,-0.9155930041253066,0.45831405158718075
1055,-0.03776435,-0.6049535719335709,0.45435072881064703
1068,-0.04174397,-0.7146657454545587,0.43917883742591374
1110,,-2.869423960186634e-16,0.37991030852083063
1132,0.00306748,0.5207189340191287,0.393947669060733
1,0.02279202,1.605258461060575,0.5021411687287675
20,-0.04865424,-0.8811882307121135,0.43917883742591374
23,-0.0295858,-0.21757533403612225,0.47430126990360066
33,0.04871795,2.5075232245293737,0.4779048609371553
78,-0.00745712,0.5525389193803121,0.44241755882257655
189,-0.0303712,-0.2449085384854281,0.48433548641880037
214,-0.02510823,-0.061748575383106186,0.413299167169687
232,-0.02507837,-0.060709398549828535,0.4740680397601005
