,real_return,return,pred
0,-0.00078431,0.6445969402074107,0.45732013142264766
8,-0.02887139,-0.3545434745275945,0.4254928479404712
14,-0.04306864,-0.8595816007086198,0.4859862223103854
15,-0.05485893,-1.2789970486813529,0.41371083296286
48,-0.0300885,-0.3978396729995653,0.44162204963729507
49,0.0610687,2.844891241502113,0.45772772217540797
56,-0.03544304,-0.5883164799981987,0.440075562920536
68,-0.05478589,-1.2763988000954458,0.457353605136049
104,0.01547389,1.22294914666122,0.4558342440105183
123,-0.01452785,0.15569861914565802,0.48335240983557154
136,-0.07392996,-1.957409928326504,0.4178725292151356
164,,1.2341847805026487e-16,0.36536431722863977
217,0.00223214,0.7519009783640082,0.47971697246310957
221,-0.00753769,0.4043592617423268,0.42435101407129044
226,-0.00595238,0.460753422006888,0.41697108824703105
228,-0.01630435,0.09250326573844243,0.44422180819994694
240,-0.01766784,0.04399989820835267,0.4195244009323608
309,-0.03394256,-0.5349399734513599,0.4286299167057842
327,-0.00500227,0.4945516416667414,0.4904422531467318
329,-0.01385681,0.17956949443435932,0.464635477805729
408,-0.07598039,-2.030349781119499,0.40795469421623015
423,-0.0195122,-0.02160943588122353,0.4819485043533478
435,-0.03782506,-0.6730519687249398,0.4308883051907293
438,0.00424328,0.8234431697804943,0.424617770715616
442,,1.2341847805026487e-16,0.3804677917843542
447,0.00199601,0.7435011366527524,0.47440767515684024
541,-0.01769285,0.043110218619996685,0.40637330992639226
552,-0.04123711,-0.7944286676233862,0.4743178685802552
557,-0.01132686,0.26956729029846577,0.4573622240120659
603,-0.02584721,-0.2469644574338521,0.49726534209205103
631,0.02599653,1.5972705390490067,0.4377582952552702
632,-0.01980198,-0.03191776659349087,0.42046220016713964
642,-0.02531646,-0.22808411191126296,0.44770131779103256
657,0.03317346,1.852575142330092,0.49344273434831826
661,-0.00358423,0.5449955138567599,0.4418657171199783
700,-0.06733167,-1.7226892593519487,0.41909280446878355
728,-0.04218362,-0.8280988246475705,0.44742915004365935
729,-0.00795229,0.3896107148677804,0.4327603461993478
755,-0.01753156,0.048847780427511284,0.42355724841147785
764,-0.00332779,0.5541178422709149,0.4423551601214022
771,-0.03555941,-0.592456104696199,0.41539868305158406
809,-0.01647446,0.08645195047353871,0.4443306052970089
831,-0.02302968,-0.1467365913570539,0.46013272711705777
838,-0.01381381,0.18109913147151685,0.44470788764384317
839,0.00171233,0.7334098009620355,0.45214804035700473
842,-0.025954200000000004,-0.25077040782002624,0.43632381318015045
912,-0.00981079,0.3234983792036599,0.44732128557031825
914,-0.01097179,0.2821981792004078,0.4429448622237371
