,real_return,return,pred
0,-0.00106157,0.6553713527670919,0.47112805281844583
14,-0.0407332,-0.4368869684887591,0.4529971195081309
42,0.00803213,0.905743457366886,0.45572066000873895
55,,-1.9104495093481584e-16,0.4302272753126126
64,-0.05882353,-0.9349585999484284,0.4927854295113507
65,-0.06231454,-1.0310747595841023,0.49891519081562125
82,-0.02077562,0.11259468444885255,0.4636098072113331
111,0.03067485,1.5291536710603058,0.4687317279863719
134,-0.04776119,-0.630384955821342,0.4612010584997312
151,-0.07831325,-1.4715589072447657,0.41806247795129725
158,-0.02660407,-0.04787699298218984,0.4756455799009684
161,0.09137056,3.200257034144504,0.48569849375051927
167,-0.06751055,-1.174133795974304,0.45333552805388927
177,-0.01818182,0.18400842856961155,0.5535362106224259
218,-0.05935252,-0.9495230060331076,0.4167981038110719
219,-0.04458599,-0.5429638283896842,0.41241357068758927
221,-0.08620689999999999,-1.6888906603787113,0.4268912390053674
225,-0.04819277,-0.6422674231232299,0.4706441516471824
231,-0.04268293,-0.4905678688375014,0.46323771604556013
233,-0.03125,-0.17579096330486615,0.4687317279863719
249,-0.08924949,-1.7726607057655497,0.44823989994881147
310,-0.01650943,0.2300534711828109,0.46080482238561515
334,0.0115304,1.0020595028003534,0.4268912390053674
345,0.01634877,1.1347211738078102,0.5058005356750861
355,-0.03068592,-0.16026044253085206,0.5257552124544909
357,-0.03966006,-0.4073407639372319,0.4468362267066463
362,0.00833333,0.9140362400522022,0.4565292636272232
374,0.016,1.1251186710948036,0.48543682968420354
403,0.02,1.235248587234458,0.5225560224665339
411,-0.04150943,-0.4582585046900302,0.49160737425760836
455,-0.03134796,-0.17848804495112633,0.4399171288457433
456,0.00649351,0.8633814344741871,0.4302272753126126
465,-0.04026846,-0.4240915241820734,0.47051501971303517
467,0.01908802,1.2101395170041975,0.44039572077928835
470,0.01372549,1.0624957722051018,0.47051501971303517
500,-0.05382436,-0.7973190567314593,0.4302272753126126
501,-0.0601626,-0.9718265166497102,0.5015356994841162
515,-0.02651515,-0.04542880494640534,0.43339330188508934
520,-0.05733945,-0.8940981984622938,0.42186346984264866
549,-0.03422983,-0.25783307030747304,0.4362457717396572
553,0.06064356,2.354266550838713,0.42834618951469017
557,0.017811700000000003,1.1749992633623565,0.4302272753126126
558,-0.02786885,-0.08269952181596793,0.4302272753126126
561,-0.11612176,-2.5125209161610886,0.4459650798698585
570,-0.03858785,-0.3778201645912073,0.42834618951469017
574,-0.07263923,-1.3153390705510848,0.48604458157302705
588,-0.05243446,-0.7590516641208329,0.5121112067029291
605,-0.02472527,0.0038510286286059093,0.44277709624414535
