,real_return,return,pred
0,-0.02040816,-0.407838677282,0.3853619449949896
8,0.19774011,3.14759588746,0.4515399986655239
14,-0.09039548,-1.5485093625100002,0.41059816140181243
15,0.18769883,2.98394061765,0.5602238992669398
41,-0.00166528,-0.102362574286,0.36316297545095677
53,0.01808318,0.21950272074700003,0.45479650376176733
54,-0.04368175,-0.787157414633,0.49562390651114135
61,0.03539823,0.501707696566,0.5113975987406524
73,-0.07649443,-1.32194660473,0.37451810702805416
104,-0.03076923,-0.576705963764,0.3536571501069371
131,0.11480865,1.7959584007700002,0.521392157009203
154,0.03498695,0.49500455320500003,0.5446893436776018
168,0.0,-0.0752214281655,0.4215315708647367
217,-0.02615519,-0.5015051964180001,0.4464836723448613
221,0.05008945,0.741148840822,0.427668889621162
226,-0.05812221,-1.02251161027,0.27616290223386636
228,0.07106227,1.08296905855,0.3678498250499745
243,0.0,-0.0752214281655,0.4093796835849679
308,-0.04637337,-0.8310261044149999,0.44234050133400504
309,0.07619048,1.16654989597,0.5240159691702208
314,0.04955527,0.732442642804,0.5376280956454602
335,-0.03586801,-0.659807143755,0.38902477686752296
338,0.04984829,0.737218355379,0.3590632515901661
342,-0.05234796,-0.928401452824,0.38197738982091606
344,0.0341556,0.48145500488399995,0.5767061343393436
422,0.01839565,0.22459543424199999,0.38873339206245733
429,0.0,-0.0752214281655,0.4215315708647367
436,0.0,-0.0752214281655,0.43615332299736725
437,0.04,0.576708484411,0.46505553133591854
441,0.05696203,0.853159852786,0.4271991111789364
443,-0.1528,-2.56559369421,0.4282841757837505
446,-0.06202209,-1.08607282095,0.38873339206245733
451,-0.051980200000000004,-0.922407609208,0.39938348103902954
504,-0.01072865,-0.25007962458,0.45209964122445684
601,-0.02945114,-0.555223406302,0.3869333393259244
642,0.0,-0.0752214281655,0.4215315708647367
650,-0.01259182,-0.28044603096,0.5019309537813733
651,0.01811594,0.220036651345,0.48097692860349217
660,-0.01203611,-0.271388931667,0.44955653480745544
663,0.0,-0.0752214281655,0.4215315708647367
667,-0.01987179,-0.399096786101,0.4246101949425365
679,-0.01405152,-0.30423658329500003,0.41653063225962234
681,-0.01366743,-0.297976589292,0.39827996651356584
700,0.10024155,1.55854019503,0.4215315708647367
705,0.05565863,0.831916716585,0.5436689526642404
706,-0.04173107,-0.755364748586,0.5517064167000324
746,-0.002,-0.107817923794,0.4421917517912324
747,-0.02722411,-0.518926719472,0.41066353586173626
749,0.10363392,1.6138298819699999,0.4215315708647367
751,-0.02561475,-0.49269697136999996,0.40406660190587546
812,0.02337814,0.305801290994,0.4236778592710021
814,0.02687412,0.362779639389,0.46452115430228313
834,-0.01725377,-0.356427647358,0.36316297545095677
840,0.05928705,0.8910536049200002,0.42157729587105286
843,-0.00740132,-0.19584997567899998,0.4835619872385165
850,-0.05748503,-1.01212669272,0.46452115430228313
860,-0.00556586,-0.16593519374600002,0.42921880191676925
863,-0.01348315,-0.294973148184,0.46452115430228313
868,0.04967766,0.734437385354,0.526227231948919
869,-0.0507109,-0.901720243257,0.44955653480745544
870,0.0,-0.0752214281655,0.41059816140181243
871,-0.02102497,-0.417891599516,0.5565068252176032
905,-0.02272727,-0.44563610677,0.43701994713016407
913,-0.03725782,-0.68245861155,0.3913303278863076
930,0.08025568,1.2328055329899998,0.5767061343393436
947,-0.07579237,-1.31050425687,0.4543665551492223
949,-0.04282869,-0.773254031352,0.38902477686752296
958,0.11504425,1.7997982679599998,0.49301998261658836
971,0.05447471,0.812620895033,0.4915432749230622
978,0.03801732,0.544394274434,0.43172158843488617
1020,0.062043799999999996,0.935983799582,0.47266650216808304
1035,-0.02576809,-0.49519614468900003,0.38005602793947535
1045,-0.14940931,-2.51033138833,0.4246101949425365
1,0.01374046,0.0568340348482,0.5088765279340249
20,0.07714017,0.9845710965960001,0.42178111240818883
23,0.02291667,0.191110833644,0.547911581910078
33,0.17162872,2.36723561897,0.4764899311889879
82,-0.0501992,-0.878804192796,0.4256744384450884
191,-0.06925881,-1.15770620322,0.38005602793947535
214,-0.02883156,-0.566128447906,0.45024284506671414
233,-0.04051173,-0.7370460529940001,0.3502324697550767
328,0.07714286,0.984610459753,0.40735891722731304
374,-0.0625,-1.05880356581,0.46452115430228313
376,-0.07881773,-1.29758325241,0.3913303278863076
431,-0.02812242,-0.555751500441,0.37451810702805416
432,-0.08411215,-1.37505726064,0.40581758049023864
489,-0.03457689,-0.650200686927,0.46452115430228313
495,0.12969454,1.7536067405400002,0.4459478017575578
497,0.02226027,0.181505638173,0.43693699567912403
513,0.09113377,1.1893414551200001,0.41942097364202263
578,0.02593193,0.235233566269,0.45419269111051197
618,-0.0595632,-1.01582894963,0.3502324697550767
656,0.10179641,1.34536939759,0.40320932361958967
693,0.0,-0.144232089705,0.4215315708647367
699,0.02386117,0.20493183779100002,0.5198161674787929
702,-0.00904977,-0.276658673821,0.4178024534377493
733,0.11264368,1.50409905736,0.46452115430228313
846,-0.04367201,-0.783290884107,0.38902477686752296
853,0.07260479,0.918204229696,0.5078766228851165
1013,-0.07972858,-1.31091185128,0.3859832771329952
1056,0.00095557,-0.130249096658,0.46452115430228313
1063,0.01133255,0.0215987419998,0.40295771557207116
2,0.0,0.40056147201700004,0.4215315708647367
5,0.01261034,0.613488327522,0.3700790293131646
48,-0.07229894,-0.82021338025,0.41059816140181243
