,real_return,return,pred
0,0.05714286,-1.2650090081799998,0.43781417185688815
14,0.38178295,3.17449658615,0.3912054871521456
42,0.09640832,-0.7280475092659999,0.42615977711311037
54,0.25434243,1.43172691933,0.44634951720092897
63,0.2265625,1.0518318957500001,0.48584541867690845
64,0.21474359,0.890206395146,0.5116642992195484
81,0.12056738,-0.39766846697400005,0.4553645410409952
110,0.16272189,0.178801256685,0.43517785530862513
134,0.06020942,-1.22307330555,0.4598939094072557
151,0.16994382,0.277562314313,0.48897813778037186
158,0.1578125,0.11166455656400001,0.48681817150866064
161,0.10554562,-0.603093457944,0.5203572382733557
167,0.25859247,1.48984690185,0.37280432726424617
177,0.28653295,1.8719374725799998,0.4783370119477743
217,0.14953271,-0.00156290719422,0.4484947111173703
220,0.08774834,-0.846474132598,0.3835050106396868
221,0.15929204,0.13189750471,0.4598939094072557
223,0.14860335,-0.0142720550975,0.3653124409325133
227,0.24695122,1.3306509304,0.5153351901992498
233,0.17220544,0.308490332606,0.45811098857747734
235,0.19015048,0.553891649093,0.4459801411541681
251,0.15902141,0.128196595808,0.4553645410409952
310,0.06623932,-1.14061345044,0.43341243688679076
334,0.20997921,0.8250527301639999,0.3947477232354297
345,0.19512195,0.6218773032280001,0.5039694542291705
355,0.03162393,-1.61398449206,0.5039694542291705
357,0.10989011,-0.543681856439,0.48681817150866064
362,0.12650602,-0.316456607088,0.38846981615515463
374,0.23503326,1.16767090507,0.4636093683868854
404,0.09726776,-0.716294528641,0.5101204592536427
456,0.12383901,-0.352928399019,0.5116642992195484
457,0.11212815,-0.51307629845,0.5025324792381964
466,0.12979351,-0.271499651074,0.4553645410409952
468,0.12225705,-0.374561957185,0.4553645410409952
471,0.20943396,0.817596348467,0.47470801799110846
501,0.19637462,0.63900776753,0.4768528076407225
516,0.13090909,-0.256243914634,0.46132202555225205
550,0.34715026,2.7008889642400002,0.45622814862772737
554,0.13095238,-0.255651916902,0.5071037759257296
558,0.18142549,0.434576003526,0.45955514789695445
559,0.15123859,0.021765276959700004,0.4797741805583652
562,0.0,-2.04644683567,0.4598939094072557
571,0.12395437,-0.351350832412,0.39760432098441684
575,0.09756098,-0.712284697845,0.4979703500967277
589,0.0942029,-0.758206983494,0.4655711517646384
606,0.14209115,-0.103327440498,0.4553645410409952
612,0.28125,1.7996922791999999,0.45936152534701113
613,0.12576065,-0.326649662064,0.40105833825133047
657,0.13784135,-0.161444140979,0.47470801799110846
658,0.13137558,-0.24986458864100003,0.4812123578186765
660,0.19306931,0.5938071201430001,0.43426677610538866
662,0.12280702,-0.367041028726,0.4323273921896929
713,0.06693712,-1.13107092289,0.47985335064269663
715,0.26470588,1.57344876968,0.37906518593244254
720,0.15634218,0.09155769340510002,0.476658324922895
733,0.14455782,-0.0695953303807,0.4706303054885692
743,0.17860963,0.396068663835,0.38941759141267596
747,0.11460674,-0.47918118041,0.4979703500967277
754,0.16733871,0.241937014866,0.5153351901992498
761,0.11594203,-0.460920874281,0.46211609427815037
766,0.07976879,-0.9555957659280001,0.5055594506254225
767,0.08360478,-0.9031379839429999,0.5115568197247813
768,0.05787781,-1.25495844838,0.4687280860245886
769,0.07441016,-1.02887589551,0.371378945714741
770,0.07543103,-1.0149153336,0.4687280860245886
806,0.18125,0.43217614947,0.5085308716392798
813,0.18958333,0.546135781364,0.36027226526776496
821,0.23689320000000003,1.19310588457,0.4397686416249058
836,0.21044304,0.831395680229,0.4249960878652926
853,0.05263158,-1.32670148984,0.4491282956451521
870,0.06849315,-1.10979196166,0.5101204592536427
872,0.11864407,-0.423970041449,0.4979703500967277
881,0.25892857,1.49444312357,0.41101858487629983
890,-0.01864035,-2.30135662856,0.471760465652407
891,0.13513514,-0.198451999234,0.4208595739518165
909,0.13618677,-0.18407078935899998,0.39700974276479056
1,0.12325286,-0.05936141669919999,0.44398008813068446
20,0.13900709,0.184637404575,0.4168397621645771
23,0.17961165,0.8135138890710001,0.4598939094072557
34,0.10888889,-0.281828128739,0.49137813291656424
91,0.1037415,-0.361550025184,0.4749530958575718
114,0.10330579,-0.36829822718599997,0.40497648401654013
115,0.04562269,-1.26168421986,0.356984258509857
198,0.07715134,-0.773373878047,0.454818663215497
209,0.15315315,0.40372916378300006,0.42531374997768645
240,0.16927083,0.65335703653,0.46389678739341755
292,0.1447619,0.27376691815000004,0.4432600448835126
340,0.1253406,-0.0270268564492,0.43654382618550236
349,0.06165703,-1.01334710279,0.4835279278586222
392,0.14672575,0.30418269125799996,0.47299406816399475
414,0.10175439,-0.39232604519500003,0.4994370984954397
437,-0.01794454,-2.2462026121700003,0.37982559406557065
459,0.13672922,0.149358143385,0.43950067400345866
518,0.02363823,-1.60217577841,0.4182377112609268
539,0.22556391,1.5252146370500002,0.4632036391276684
564,0.12236287,-0.07314542968780001,0.4994370984954397
609,0.11186441,-0.235743783602,0.41626334650855223
640,0.30740038,2.7926838956099997,0.3918710883374756
750,0.19777159,1.0947719356,0.4581559194010069
829,0.10557769,-0.333111428335,0.4590649832312323
830,0.18093174,0.833959217341,0.4904442749564658
2,0.13416537,-0.205781192033,0.37166186016384267
33,0.13975904,-0.10934255992599999,0.473274870559534
57,0.18501529,0.670905621369,0.46895371202374775
60,0.16550117,0.334469070847,0.5198916590880329
108,0.08103131,-1.12184811494,0.460545067389734
109,0.0943756,-0.891783582347,0.4540671048529826
140,0.13888889,-0.12434453103399999,0.4461582343937547
321,0.14455782,-0.026608365921400003,0.40746099650509027
328,0.20673813,1.04542198988,0.38941759141267596
344,0.11191773,-0.589345465434,0.49896662047397494
359,0.17153996,0.43858187106200003,0.4249960878652926
462,0.28422877,2.38141272989,0.3669827319963902
515,0.25324675,1.8472618721,0.5161154564736045
567,0.15309735,0.12061887344599999,0.3690291194356881
729,0.16313423,0.293661433664,0.5116642992195484
820,0.06542056,-1.39098794195,0.4189266224866864
834,0.11066398,-0.610960958483,0.5198916590880329
852,0.15720524,0.19144165928100002,0.46389678739341755
