sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
上证综合,3.34,-68.69,-68.69,192.99,8.21,11,10,25.36,0.26,1525,1.62,-2.82,64.64,0.13,49.79
上证综合-择时,7.81,-30.97,-24.34,105.44,9.61,11,10,19.10,0.49,973,1.22,6.10,31.18,0.41,50.91
上证380,2.48,-63.80,-51.28,207.41,7.66,10,8,25.48,0.22,874,1.63,1.70,39.68,0.10,53.69
上证380-择时,4.86,-26.62,-21.90,91.94,6.63,12,8,15.04,0.39,740,0.96,1.35,26.36,0.32,51.27
上证180,5.94,-72.28,-70.98,309.33,13.38,13,10,25.40,0.35,1522,1.63,-0.72,69.05,0.23,51.65
上证180-择时,11.31,-29.58,-23.63,96.37,13.87,13,10,18.41,0.67,546,1.18,8.27,47.28,0.61,51.88
上证基金,10.01,-58.72,-52.93,294.53,17.33,13,10,20.62,0.57,1694,1.32,3.55,67.41,0.49,50.22
上证基金-择时,9.41,-30.14,-23.31,152.86,12.08,13,12,17.24,0.61,707,1.10,5.14,33.65,0.55,52.58
上证国债,3.46,-10.42,-9.80,14.79,3.61,34,8,1.39,2.46,420,0.09,3.49,6.95,2.49,68.45
上证国债-择时,2.26,-1.64,-0.74,10.35,2.30,30,9,0.89,2.51,342,0.06,1.77,6.02,2.53,65.17
上证企债,5.10,-12.32,-9.65,26.01,5.66,202,13,1.88,2.65,611,0.12,5.52,13.01,2.70,72.88
上证企债-择时,3.83,-1.54,-0.68,12.36,3.88,202,10,1.25,3.01,159,0.08,3.29,8.35,3.06,73.60
上证红利,6.62,-74.34,-72.28,338.66,17.92,12,11,26.91,0.37,290,1.72,0.48,87.55,0.25,52.27
上证红利-择时,16.06,-26.38,-22.95,114.50,19.24,12,8,19.85,0.85,355,1.27,13.04,53.31,0.81,51.63
上证50,7.51,-72.41,-71.54,316.73,17.76,19,9,26.42,0.41,622,1.69,2.49,78.18,0.28,50.95
上证50-择时,7.97,-44.79,-24.37,82.79,10.29,11,10,18.74,0.50,339,1.20,7.81,32.51,0.43,50.10
上证中型企业,4.21,-71.02,-64.08,206.67,9.42,17,10,29.44,0.29,962,1.88,5.56,51.61,0.14,55.89
上证中型企业-择时,12.87,-27.99,-24.78,98.32,15.37,17,9,21.13,0.68,891,1.35,11.19,43.52,0.61,53.72
上证流通,3.50,-53.06,-45.89,172.08,7.31,9,8,22.40,0.27,883,1.43,3.36,35.77,0.16,52.62
上证流通-择时,5.71,-18.14,-14.87,63.57,7.59,9,9,13.43,0.48,817,0.86,3.76,30.97,0.42,49.72
上证100,11.96,-73.32,-68.00,246.92,22.89,17,11,28.53,0.54,1708,1.83,6.46,107.37,0.42,54.87
上证100-择时,16.26,-46.92,-34.39,138.73,21.07,17,14,23.15,0.77,436,1.48,12.88,69.59,0.70,53.66
上证150,8.94,-72.22,-63.14,326.39,22.76,17,10,30.67,0.43,983,1.96,5.01,110.76,0.29,56.66
上证150-择时,26.61,-39.44,-30.68,207.99,35.57,17,9,25.23,1.06,633,1.62,20.32,92.32,1.05,55.42
沪深300,7.32,-72.30,-70.85,314.32,17.11,12,10,25.80,0.40,1034,1.65,1.18,80.97,0.28,52.62
沪深300-择时,12.06,-33.02,-28.18,134.15,15.78,12,12,19.56,0.68,578,1.25,4.11,60.60,0.62,51.72
中证1000,12.21,-72.51,-65.18,288.29,26.09,17,10,31.20,0.53,929,2.00,11.53,111.99,0.39,56.38
中证1000-择时,17.24,-45.73,-35.51,162.55,25.22,17,9,26.76,0.73,792,1.71,17.76,78.89,0.64,54.20
中证流通,12.07,-71.48,-69.13,278.36,21.12,17,10,27.53,0.55,1752,1.76,4.19,100.20,0.44,55.01
中证流通-择时,16.54,-27.92,-24.63,114.80,20.52,17,12,21.27,0.83,795,1.36,15.14,66.25,0.78,54.07
中证100,9.61,-71.72,-70.94,324.66,18.47,13,10,25.71,0.49,513,1.65,2.51,77.77,0.37,51.96
中证100-择时,11.20,-30.28,-25.33,115.43,14.63,11,10,18.68,0.66,470,1.20,7.65,48.16,0.60,51.08
中证200,10.96,-73.77,-70.47,304.97,24.54,17,10,29.15,0.50,1763,1.87,5.50,108.42,0.38,54.35
中证200-择时,16.96,-36.33,-28.79,140.07,22.24,17,11,23.69,0.78,437,1.52,16.78,68.13,0.72,52.99
中证500,12.16,-72.42,-65.56,251.29,25.14,17,10,30.31,0.53,1679,1.94,8.32,112.57,0.40,56.02
中证500-择时,13.17,-42.33,-31.09,139.62,18.77,17,11,23.19,0.65,761,1.48,11.11,62.02,0.57,53.26
中证800,10.87,-71.76,-69.85,292.94,22.74,11,10,26.92,0.52,1847,1.72,6.62,96.24,0.40,53.86
中证800-择时,17.46,-30.13,-24.61,139.56,22.73,10,9,21.02,0.87,792,1.35,12.85,73.82,0.83,53.13
中证700,11.55,-73.16,-68.27,273.41,24.77,17,10,29.50,0.52,1740,1.89,6.26,109.56,0.39,55.21
中证700-择时,13.47,-42.33,-30.68,104.09,17.56,17,12,22.15,0.68,437,1.42,15.01,50.37,0.61,53.04
中证红利,10.42,-72.13,-68.73,359.18,22.47,12,10,27.04,0.50,1850,1.73,5.08,96.25,0.39,53.44
中证红利-择时,18.50,-29.95,-24.34,144.84,23.65,12,10,20.12,0.94,1111,1.29,10.99,75.43,0.92,51.82
深证成指,6.72,-70.98,-70.31,349.16,15.30,13,10,27.36,0.38,1350,1.75,-0.25,73.42,0.25,51.71
深证成指-择时,7.73,-51.86,-37.86,116.08,11.34,13,11,21.16,0.46,1358,1.35,5.27,53.28,0.37,52.02
深证深成指R,7.08,-70.68,-70.01,353.65,15.77,13,10,27.36,0.39,1851,1.75,-0.17,73.97,0.26,51.66
深证深成指R-择时,7.24,-51.37,-38.89,122.68,11.00,13,11,21.34,0.43,1357,1.37,4.12,55.65,0.34,51.54
深证100R,12.70,-71.28,-69.90,331.76,23.45,14,10,27.67,0.57,1847,1.77,6.03,94.35,0.46,52.91
深证100R-择时,12.20,-41.26,-34.13,112.71,15.85,14,12,22.42,0.63,836,1.44,8.99,59.31,0.54,52.53
深证中小板指,14.17,-67.37,-61.09,187.97,21.46,17,10,29.35,0.60,1057,1.88,10.65,91.23,0.48,54.65
深证中小板指-择时,10.63,-33.72,-29.94,123.37,14.10,17,12,21.73,0.57,743,1.39,6.89,47.58,0.49,52.83
创业板指,10.20,-69.74,-47.31,197.24,16.68,9,9,30.92,0.47,651,1.98,2.79,75.90,0.33,51.86
创业板指-择时,9.63,-37.63,-26.97,115.04,11.38,8,13,19.51,0.57,881,1.25,5.07,42.35,0.49,50.80
深证300,4.33,-59.03,-45.74,162.86,8.00,11,9,25.26,0.29,1053,1.62,3.59,43.52,0.17,52.46
深证300-择时,4.32,-24.43,-14.79,44.06,5.37,11,11,13.63,0.38,837,0.87,3.85,22.27,0.32,50.67
中小300,4.57,-64.46,-44.91,171.64,7.89,11,8,26.24,0.30,1041,1.68,3.63,42.42,0.17,53.26
中小300-择时,4.45,-29.97,-23.13,91.91,7.19,9,9,16.21,0.35,500,1.04,1.28,30.66,0.27,52.18
深证200,10.42,-74.01,-67.77,240.85,22.88,17,10,30.45,0.48,1723,1.95,9.19,101.81,0.34,55.35
深证200-择时,17.84,-37.80,-24.91,218.07,25.30,17,9,24.47,0.79,426,1.57,9.95,86.21,0.73,53.58
深证700,12.54,-68.97,-63.32,273.15,25.93,17,10,30.20,0.54,916,1.93,12.58,107.28,0.42,55.90
深证700-择时,16.09,-52.46,-36.96,163.43,25.13,17,12,23.33,0.76,332,1.49,12.73,86.99,0.69,53.34
深证1000,12.16,-71.92,-68.75,279.17,24.74,17,10,28.79,0.54,1738,1.84,8.01,104.31,0.42,54.83
深证1000-择时,12.40,-41.72,-29.26,113.59,17.53,17,11,22.57,0.63,554,1.44,8.30,63.13,0.55,53.44
深证创业300,17.19,-70.20,-45.70,222.28,20.82,9,8,31.12,0.67,137,1.99,15.22,73.32,0.55,52.37
深证创业300-择时,11.59,-42.74,-26.83,170.12,17.98,9,12,20.98,0.63,429,1.34,1.34,87.99,0.55,50.42
深市精选,10.40,-58.52,-43.44,156.75,9.51,10,9,25.73,0.51,22,1.65,4.43,40.63,0.40,53.71
深市精选-择时,3.13,-27.31,-18.84,50.25,4.71,10,9,14.01,0.29,68,0.90,0.42,25.53,0.22,49.40
深证中小创新,-3.23,-69.41,-44.30,54.62,-3.14,9,8,29.47,0.04,7,1.89,-5.87,26.08,-0.11,53.02
深证中小创新-择时,1.02,-31.15,-25.01,40.17,1.69,8,10,16.23,0.14,752,1.04,-0.66,24.41,0.06,49.83
深证A指,8.17,-71.06,-67.62,261.56,15.68,17,10,27.04,0.43,1723,1.73,0.64,79.50,0.30,54.23
深证A指-择时,16.38,-45.71,-31.87,138.35,21.35,17,11,22.28,0.79,715,1.43,13.61,72.29,0.74,53.84
深证B指,12.97,-72.36,-72.27,384.21,21.35,12,10,27.25,0.58,1356,1.74,4.63,97.56,0.48,53.37
深证B指-择时,18.07,-41.93,-38.25,141.73,22.46,11,10,20.25,0.92,513,1.30,17.38,61.22,0.89,51.73
深信用债,5.14,-1.48,1.59,10.41,5.40,85,7,0.73,6.86,144,0.05,5.26,9.16,7.02,77.53
深信用债-择时,2.23,-0.45,1.03,4.71,2.30,85,7,0.41,5.42,56,0.03,2.14,3.70,5.47,74.59
深公司债,5.17,-1.63,1.52,10.49,5.45,40,10,0.74,6.78,144,0.05,5.39,9.21,6.94,76.39
深公司债-择时,2.46,-0.63,0.83,6.01,2.55,29,8,0.45,5.36,56,0.03,2.20,4.70,5.42,73.38
深证ETF,8.31,-45.47,-40.15,143.84,12.72,11,9,23.86,0.45,1235,1.53,7.21,43.37,0.35,51.25
深证ETF-择时,1.47,-29.93,-18.39,56.08,2.30,9,10,14.80,0.17,891,0.95,-0.16,18.51,0.10,49.54
深证转债,10.18,-55.06,-46.25,67.98,6.25,8,17,22.82,0.54,32,1.46,0.17,30.17,0.45,51.58
深证转债-择时,4.12,-23.54,-21.54,23.12,4.17,17,10,14.38,0.35,945,0.92,3.10,16.30,0.29,49.91
深证红利,15.42,-70.31,-69.13,388.15,26.56,12,11,27.82,0.66,2386,1.78,8.35,92.25,0.55,52.55
深证红利-择时,12.11,-30.98,-30.18,120.80,15.08,12,10,23.45,0.60,714,1.50,7.95,53.88,0.52,52.50
深证100,11.07,-71.56,-70.19,327.81,21.64,14,10,27.67,0.52,1862,1.77,4.47,91.65,0.40,52.86
深证100-择时,11.36,-44.44,-34.74,117.40,14.95,14,11,22.61,0.59,841,1.45,7.50,57.20,0.50,52.53
深证中小板R,15.10,-67.15,-60.83,189.55,22.39,17,10,29.35,0.63,1053,1.88,11.60,92.68,0.51,54.85
深证中小板R-择时,10.83,-36.74,-30.74,125.92,14.47,17,12,21.99,0.58,741,1.41,6.94,48.93,0.49,52.93
巨潮大中盘,7.45,-50.28,-45.21,154.05,12.96,12,8,23.23,0.43,430,1.49,8.83,46.04,0.32,52.22
巨潮大中盘-择时,6.09,-17.58,-9.40,61.50,8.68,12,11,12.20,0.55,649,0.78,2.34,36.25,0.50,49.09
巨潮中小盘,6.85,-67.47,-50.39,196.80,11.56,10,7,26.35,0.38,116,1.69,2.47,45.95,0.26,54.35
巨潮中小盘-择时,3.73,-24.67,-24.53,91.43,7.05,10,12,14.89,0.32,705,0.95,0.68,41.25,0.25,49.72
深证中小红利,16.17,-50.47,-42.64,158.11,19.87,10,9,26.07,0.71,1232,1.67,19.69,45.14,0.62,54.22
深证中小红利-择时,8.02,-19.08,-13.96,76.50,9.65,8,16,15.98,0.56,506,1.02,4.74,40.32,0.50,50.50
