sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
沪纸浆2106,4.38,-27.25,-22.05,45.81,-3.48,7,5,16.93,0.34,472,1.08,-10.01,32.62,0.26,50.55
沪纸浆2106-择时,0.19,-14.80,-10.64,9.14,-3.24,6,9,9.99,0.07,404,0.64,-5.04,5.31,0.02,47.44
郑白糖109,-3.48,-68.70,-47.39,57.31,-1.16,11,9,17.78,-0.11,4,1.14,-2.36,19.34,-0.20,49.97
郑白糖109-择时,2.00,-27.28,-18.80,46.82,2.41,10,10,11.03,0.23,223,0.71,1.62,13.55,0.18,48.15
沪不锈钢2106,-8.00,-25.49,-10.83,17.55,0.57,7,6,20.05,-0.32,4,1.28,-2.20,13.91,-0.40,50.14
沪不锈钢2106-择时,1.89,-9.77,-2.29,9.37,4.05,6,6,11.35,0.22,55,0.73,4.17,7.36,0.17,50.99
10年期国债期货2106,1.55,-7.55,-5.94,9.28,1.89,7,7,4.16,0.39,679,0.27,2.10,6.21,0.37,51.04
10年期国债期货2106-择时,0.75,-3.61,-3.30,5.33,0.94,6,11,2.26,0.34,434,0.14,0.61,3.32,0.33,47.58
郑PTA109,-4.65,-68.98,-50.87,69.40,-2.80,10,9,21.07,-0.12,633,1.35,-4.22,23.68,-0.22,50.01
郑PTA109-择时,11.91,-40.67,-31.09,79.80,15.06,9,11,15.47,0.80,932,0.99,11.75,47.27,0.77,49.75
5年期国债期货2106,0.59,-5.42,-4.83,7.77,1.17,13,9,2.98,0.21,793,0.19,1.54,3.86,0.20,51.76
5年期国债期货2106-择时,0.86,-3.29,-2.89,4.86,1.07,9,8,1.63,0.53,475,0.10,0.92,2.95,0.53,50.25
2年期国债期货2106,1.18,-2.53,-1.52,3.68,1.23,7,7,1.11,1.06,77,0.07,1.15,2.25,1.06,53.57
2年期国债期货2106-择时,0.44,-0.63,-0.03,1.68,0.78,7,7,0.58,0.76,139,0.04,0.89,1.49,0.76,50.08
郑尿素105,15.40,-12.99,-3.49,33.19,14.26,6,10,20.09,0.82,217,1.29,15.20,27.08,0.77,53.09
郑尿素105-择时,-1.14,-12.23,-9.87,8.89,2.48,10,8,11.30,-0.05,150,0.72,3.33,6.90,-0.10,52.06
连PVC2105,0.00,-65.64,-36.90,86.89,-0.68,9,9,17.53,0.09,35,1.12,-4.43,25.98,0.00,49.41
连PVC2105-择时,5.37,-15.05,-10.37,46.68,5.11,8,10,10.40,0.55,1213,0.67,3.48,17.58,0.52,49.26
郑强麦109,-5.65,-68.02,-35.51,24.45,-5.20,12,9,11.49,-0.45,228,0.74,-4.63,8.33,-0.49,50.13
郑强麦109-择时,0.31,-26.29,-17.17,25.15,0.72,11,9,7.33,0.08,142,0.47,-0.41,10.69,0.04,48.79
沪线材2105,10.68,-70.58,-43.70,105.01,13.62,11,8,21.10,0.58,2131,1.35,3.42,59.19,0.51,51.99
沪线材2105-择时,-0.34,-37.76,-25.57,41.27,0.47,9,8,12.52,0.04,123,0.80,0.98,18.39,-0.03,50.75
连豆油2109,0.34,-79.06,-56.54,124.49,0.79,11,8,19.36,0.11,95,1.24,-5.70,34.30,0.02,50.71
连豆油2109-择时,1.68,-24.75,-19.65,39.89,2.75,9,10,12.60,0.20,622,0.81,2.53,12.92,0.13,49.40
郑动力煤105,10.12,-54.41,-39.66,95.16,13.89,8,11,19.49,0.59,803,1.25,5.90,64.92,0.52,50.20
郑动力煤105-择时,1.83,-18.13,-12.90,25.47,0.72,12,9,11.51,0.22,1069,0.74,-0.39,10.76,0.16,52.27
沪锌2105,-2.84,-78.99,-70.65,97.19,1.28,8,7,23.28,-0.01,7,1.49,-0.68,44.81,-0.12,51.40
沪锌2105-择时,0.15,-55.36,-29.88,72.29,-0.49,7,10,14.25,0.08,186,0.91,-3.11,22.64,0.01,48.38
