x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
apb-1d-全市场,19.92,-7.44,3.21,34.61,20.34,14,9,4.79,3.82,76,0.31,21.01,28.69,4.16,61.11
apb-1d-中证500,19.70,-11.37,-7.81,39.91,20.42,14,10,6.50,2.80,312,0.42,22.03,31.43,3.03,58.29
apb-1d-沪深300,10.04,-15.79,-13.39,32.43,11.40,11,9,7.38,1.34,484,0.47,11.45,21.22,1.36,55.62
apb-5d-全市场,24.03,-6.39,5.32,49.64,23.68,17,11,6.68,3.26,83,0.43,23.04,32.28,3.60,57.21
apb-5d-中证500,16.85,-12.41,-12.15,50.92,15.84,11,10,7.91,2.01,350,0.51,15.93,28.91,2.13,54.01
apb-5d-沪深300,12.27,-13.86,-11.10,36.29,13.13,13,8,8.36,1.43,212,0.54,15.26,21.43,1.47,52.80
apb-1m-全市场,18.02,-7.37,0.52,35.16,18.26,13,9,6.00,2.79,102,0.38,18.24,27.78,3.00,57.45
apb-1m-中证500,9.85,-17.11,-11.16,42.28,9.78,17,10,7.38,1.31,396,0.47,7.35,24.84,1.33,53.62
apb-1m-沪深300,11.69,-9.62,-6.86,43.54,11.93,11,11,7.87,1.45,241,0.50,11.40,19.85,1.49,53.20
