x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
000300,18.00,-11.86,-11.35,126.08,16.33,12,8,7.04,2.39,515,0.45,8.58,54.34,2.56,49.38
000905,11.41,-18.16,-13.90,98.26,11.10,16,13,5.82,1.89,930,0.37,4.52,42.67,1.96,49.85
000906,13.90,-12.77,-12.21,96.87,13.01,23,15,5.88,2.24,585,0.38,6.11,46.57,2.36,52.14
