x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
因子01-全市场,8.40,-10.95,-7.11,22.33,7.33,12,10,8.91,0.95,193,0.57,6.71,15.89,0.94,50.42
因子01-中证500,0.89,-20.19,-17.70,18.81,-0.67,9,8,9.59,0.14,503,0.61,-2.00,9.14,0.09,49.50
因子01-沪深300,-3.19,-33.39,-18.89,10.14,-3.95,8,20,10.14,-0.27,109,0.65,-3.11,4.64,-0.32,48.19
因子02-全市场,11.91,-11.35,-5.52,26.36,10.58,13,10,9.10,1.28,167,0.58,10.49,19.67,1.31,51.66
因子02-中证500,1.16,-23.03,-18.74,20.15,-0.79,12,8,9.82,0.17,337,0.63,-1.33,11.66,0.12,49.34
因子02-沪深300,-2.96,-33.69,-19.98,12.97,-3.53,10,8,10.35,-0.24,133,0.66,-1.91,6.01,-0.29,48.57
因子03-全市场,20.95,-12.47,1.24,43.74,21.55,10,7,9.52,2.05,109,0.61,21.55,31.47,2.20,52.97
因子03-中证500,14.47,-14.12,0.10,31.99,14.35,15,8,8.34,1.66,98,0.53,13.75,22.44,1.73,54.43
因子03-沪深300,13.04,-15.43,-7.97,29.48,12.57,11,10,8.16,1.54,232,0.52,12.44,24.15,1.60,53.89
因子04-全市场,23.04,-11.55,5.19,46.22,24.10,9,7,9.29,2.28,114,0.59,23.68,33.61,2.48,54.74
因子04-中证500,17.04,-12.68,-0.20,33.68,15.74,15,14,8.30,1.94,120,0.53,17.25,23.85,2.05,54.66
因子04-沪深300,12.91,-10.61,-2.23,34.58,13.20,9,12,7.95,1.57,205,0.51,12.86,20.86,1.62,53.82
因子05-全市场,12.55,-10.90,-4.24,26.26,11.66,10,8,9.07,1.35,118,0.58,11.77,19.68,1.38,52.35
因子05-中证500,2.51,-17.33,-15.45,21.01,0.93,9,8,9.76,0.30,340,0.62,-0.41,10.76,0.26,49.81
因子05-沪深300,-2.10,-30.48,-19.83,12.48,-2.12,14,14,10.45,-0.15,178,0.67,-0.80,7.24,-0.20,47.96
因子06-全市场,12.96,-10.77,-3.94,26.56,12.02,13,8,9.07,1.39,118,0.58,12.27,20.30,1.43,52.35
因子06-中证500,2.67,-17.67,-15.99,20.72,1.06,9,8,9.67,0.32,328,0.62,-0.28,9.99,0.28,49.81
因子06-沪深300,-2.97,-32.40,-19.07,12.41,-3.28,14,16,10.28,-0.24,89,0.66,-2.55,5.98,-0.29,48.42
因子07-全市场,22.23,-11.88,3.48,45.61,23.38,9,10,9.25,2.22,111,0.59,22.69,34.15,2.40,54.12
因子07-中证500,16.05,-12.98,-0.00,31.32,14.98,15,8,8.24,1.85,84,0.53,14.52,23.87,1.95,55.44
因子07-沪深300,14.94,-12.40,-2.38,33.75,14.05,8,8,8.22,1.74,231,0.53,14.48,23.23,1.82,53.28
因子08-全市场,22.11,-11.85,3.85,44.90,23.21,9,8,9.23,2.21,113,0.59,22.50,33.67,2.39,54.59
因子08-中证500,15.60,-12.59,-1.00,32.40,14.49,15,8,8.17,1.82,82,0.52,13.33,24.48,1.91,54.90
因子08-沪深300,15.26,-12.00,-1.36,35.26,14.59,8,8,8.19,1.78,215,0.52,14.77,24.44,1.86,53.74
