x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
cars-long,9.09,-25.03,-24.29,39.58,6.15,10,4,15.27,0.65,901,0.98,5.60,18.81,0.60,57.09
cars-short,-3.73,-32.67,-27.16,34.80,0.36,5,5,17.77,-0.13,612,1.14,1.03,19.26,-0.21,47.13
cars-long-short,5.03,-37.45,-31.78,58.67,6.62,12,10,23.43,0.33,485,1.50,8.35,29.84,0.21,52.01
cars-ref,9.80,-49.03,-42.91,55.21,4.55,11,7,23.43,0.52,20,1.50,6.45,26.78,0.42,54.93
ada-long,16.88,-23.36,-14.26,66.84,12.62,10,5,16.73,1.02,310,1.07,10.09,30.01,1.01,56.05
ada-short,3.63,-22.80,-16.34,47.26,6.53,7,5,16.38,0.30,659,1.05,1.50,26.59,0.22,46.98
ada-long-short,21.13,-25.26,-13.62,121.35,20.39,16,10,23.40,0.94,655,1.50,10.31,55.81,0.90,52.71
ada-ref,9.80,-49.03,-42.91,55.21,4.55,11,7,23.43,0.52,20,1.50,6.45,26.78,0.42,54.93
S70P2-ref,9.80,-49.03,-42.91,55.21,4.55,11,7,23.43,0.52,20,1.50,6.45,26.78,0.42,54.93
S70P2-长中短,20.72,-28.36,-14.97,116.70,15.50,10,7,20.53,1.02,459,1.31,13.07,30.81,1.01,55.79
S70P2-长期,17.30,-32.34,-12.97,96.57,15.47,10,11,23.41,0.80,524,1.50,12.01,28.94,0.74,53.21
S70P2-中期,18.86,-32.18,-25.39,102.83,13.22,11,9,23.39,0.86,856,1.50,13.09,28.92,0.81,55.29
S70P2-短期,21.13,-25.26,-13.62,121.35,20.39,16,10,23.40,0.94,655,1.50,10.31,55.81,0.90,52.71
