x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
down-mean-全市场-long-short,10.21,-13.41,-3.11,25.33,10.64,15,9,4.49,2.19,245,0.29,10.14,17.32,2.27,56.72
down-mean-800股票池-long-short,5.65,-17.26,-10.59,21.58,5.57,10,15,5.74,0.99,244,0.37,5.02,17.37,0.98,52.53
down-mean-300股票池-long-short,5.46,-18.22,-11.23,35.15,5.90,12,11,7.64,0.73,217,0.49,5.08,19.23,0.71,51.96
down-mean-500股票池-long-short,5.82,-17.86,-14.74,26.17,5.76,14,10,6.21,0.94,420,0.40,5.80,15.13,0.94,52.70
publ-全市场-long-short,13.81,-5.15,0.71,40.06,14.12,12,13,4.37,2.99,133,0.28,12.70,24.24,3.16,57.90
publ-800股票池-long-short,8.17,-11.42,-10.85,40.94,8.46,11,13,5.49,1.46,479,0.35,8.47,18.44,1.49,52.62
publ-300股票池-long-short,5.09,-18.66,-14.75,41.68,5.99,10,10,7.61,0.69,433,0.49,6.20,14.62,0.67,52.72
publ-500股票池-long-short,9.79,-10.67,-9.33,41.06,9.87,15,12,6.28,1.52,266,0.40,8.99,20.42,1.56,53.78
ubl-全市场-long-short,16.09,-6.40,5.67,45.42,16.44,19,8,5.16,2.92,118,0.33,14.35,25.55,3.12,57.66
ubl-800股票池-long-short,10.13,-9.61,-7.20,40.21,10.28,10,9,5.95,1.65,275,0.38,9.82,19.58,1.70,54.49
ubl-300股票池-long-short,8.94,-19.06,-18.23,51.70,9.89,10,9,7.76,1.14,160,0.50,9.21,20.12,1.15,54.32
ubl-500股票池-long-short,11.36,-11.26,-6.21,39.48,11.00,16,11,6.92,1.59,248,0.44,10.38,21.28,1.64,54.49
up-std-全市场-long-short,9.80,-3.37,2.21,23.98,10.28,16,9,3.86,2.44,158,0.25,9.67,16.50,2.54,57.26
up-std-800股票池-long-short,8.31,-3.92,-1.46,21.90,8.20,12,9,4.73,1.71,280,0.30,7.92,12.98,1.76,55.37
up-std-300股票池-long-short,6.83,-12.64,-12.33,38.41,8.04,10,14,7.01,0.98,413,0.45,6.59,18.99,0.97,52.08
up-std-500股票池-long-short,10.27,-7.31,-5.99,23.50,9.63,11,9,5.76,1.73,295,0.37,9.52,17.05,1.78,55.05
wlm-down-mean-全市场-long-short,14.66,-6.11,0.17,48.54,14.90,15,9,5.75,2.41,108,0.37,12.87,25.68,2.55,57.29
wlm-down-mean-800股票池-long-short,6.93,-14.78,-10.72,31.82,6.89,13,14,6.73,1.03,185,0.43,8.66,14.89,1.03,51.92
wlm-down-mean-300股票池-long-short,4.78,-16.73,-14.29,27.79,5.18,12,10,8.54,0.59,486,0.55,6.69,13.51,0.56,50.91
wlm-down-mean-500股票池-long-short,8.38,-17.11,-15.27,36.51,8.58,18,16,7.43,1.12,234,0.48,9.38,19.47,1.13,52.87
wlm-up-std-全市场-long-short,7.78,-5.36,-1.31,21.79,8.04,14,11,4.04,1.88,299,0.26,7.04,16.72,1.93,54.36
wlm-up-std-800股票池-long-short,3.92,-11.42,-7.91,21.27,4.26,13,11,5.19,0.77,833,0.33,3.30,13.17,0.75,51.94
wlm-up-std-300股票池-long-short,3.94,-17.54,-16.16,26.60,5.40,11,10,7.48,0.55,876,0.48,3.61,18.22,0.53,51.96
wlm-up-std-500股票池-long-short,4.32,-10.69,-9.73,21.24,4.39,11,11,5.98,0.74,764,0.38,3.81,13.51,0.72,51.72
S73P2-beta,40.76,-40.47,-38.13,306.61,57.75,8,8,28.56,1.34,73,4.04,38.31,209.58,1.43,58.72
S73P2-csad,25.97,-32.44,-24.88,186.74,27.05,10,4,23.49,1.10,71,3.32,17.54,62.47,1.11,59.53
S73P2-cssd,30.66,-47.46,-47.15,271.36,41.83,9,3,26.66,1.14,171,3.77,25.02,157.70,1.15,58.60
S73P2-mix1,32.32,-44.18,-42.84,271.31,39.41,8,8,28.03,1.14,122,3.96,32.64,110.23,1.15,57.95
S73P2-mix2,30.73,-46.26,-44.75,263.59,37.33,8,8,28.23,1.10,140,3.99,30.85,109.05,1.09,57.67
S73P2-beta_cssd,41.78,-41.76,-40.79,276.82,55.71,9,8,28.22,1.38,73,3.99,38.89,192.18,1.48,59.23
