x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
down-mean-全市场-long-short,10.18,-13.41,-3.11,25.33,10.62,15,9,4.49,2.18,245,0.29,10.13,17.32,2.27,56.71
down-mean-800股票池-long-short,5.63,-17.26,-10.59,21.58,5.56,10,15,5.74,0.98,244,0.37,5.01,17.36,0.98,52.53
down-mean-300股票池-long-short,5.41,-18.22,-11.23,35.15,5.89,12,11,7.64,0.73,217,0.49,5.07,19.22,0.71,51.92
down-mean-500股票池-long-short,5.85,-17.86,-14.74,26.17,5.74,14,10,6.21,0.95,420,0.40,5.79,15.13,0.94,52.70
publ-全市场-long-short,13.80,-5.15,0.71,40.06,14.11,12,13,4.36,2.99,133,0.28,12.70,24.22,3.16,57.89
publ-800股票池-long-short,8.18,-11.42,-10.85,40.94,8.44,11,13,5.49,1.46,479,0.35,8.46,18.43,1.49,52.65
publ-300股票池-long-short,5.04,-18.66,-14.75,41.68,5.96,10,10,7.61,0.68,433,0.49,6.20,14.61,0.66,52.68
publ-500股票池-long-short,9.87,-10.67,-9.33,41.06,9.85,15,12,6.28,1.53,266,0.40,8.96,20.41,1.57,53.81
ubl-全市场-long-short,16.05,-6.40,4.89,45.42,16.43,19,8,5.16,2.91,118,0.33,14.34,25.53,3.11,57.65
ubl-800股票池-long-short,10.10,-9.61,-7.20,40.21,10.26,10,9,5.95,1.65,275,0.38,9.82,19.58,1.70,54.48
ubl-300股票池-long-short,8.79,-19.06,-18.23,51.70,9.87,10,9,7.76,1.13,160,0.50,9.20,20.10,1.13,54.28
ubl-500股票池-long-short,11.38,-11.26,-6.21,39.48,10.98,16,11,6.92,1.59,248,0.44,10.36,21.27,1.64,54.48
up-std-全市场-long-short,9.78,-3.37,2.21,23.98,10.28,16,9,3.86,2.44,158,0.25,9.69,16.50,2.53,57.25
up-std-800股票池-long-short,8.33,-3.92,-1.46,21.90,8.21,12,9,4.73,1.72,280,0.30,7.94,12.98,1.76,55.39
up-std-300股票池-long-short,6.81,-12.64,-12.33,38.41,8.02,10,14,7.01,0.98,413,0.45,6.58,18.99,0.97,52.07
up-std-500股票池-long-short,10.30,-7.31,-5.99,23.50,9.64,11,9,5.77,1.73,295,0.37,9.53,17.09,1.79,55.04
wlm-down-mean-全市场-long-short,14.65,-6.11,0.17,48.54,14.88,15,9,5.75,2.41,108,0.37,12.86,25.68,2.55,57.28
wlm-down-mean-800股票池-long-short,6.91,-14.78,-10.72,31.82,6.87,13,14,6.72,1.03,185,0.43,8.65,14.89,1.03,51.96
wlm-down-mean-300股票池-long-short,4.69,-16.73,-14.29,27.79,5.17,12,10,8.54,0.58,486,0.55,6.69,13.49,0.55,50.88
wlm-down-mean-500股票池-long-short,8.45,-17.11,-15.27,36.51,8.55,18,16,7.43,1.13,234,0.48,9.30,19.45,1.14,52.90
wlm-up-std-全市场-long-short,7.78,-5.36,-1.31,21.79,8.04,14,11,4.04,1.88,299,0.26,7.04,16.71,1.93,54.35
wlm-up-std-800股票池-long-short,3.99,-11.42,-7.91,21.27,4.25,13,11,5.19,0.78,833,0.33,3.29,13.16,0.77,51.94
wlm-up-std-300股票池-long-short,4.07,-17.54,-16.16,26.60,5.37,11,10,7.49,0.57,876,0.48,3.59,18.20,0.54,51.99
wlm-up-std-500股票池-long-short,4.35,-10.69,-9.73,21.24,4.39,11,11,5.98,0.74,764,0.38,3.80,13.51,0.73,51.75
S73P2-beta,41.64,-40.47,-38.13,306.61,57.70,8,8,28.50,1.37,73,4.03,38.27,209.50,1.46,58.84
S73P2-csad,25.00,-32.44,-24.88,186.74,27.14,10,5,23.56,1.07,71,3.33,17.68,62.45,1.06,59.30
S73P2-cssd,30.55,-47.46,-47.15,271.36,41.79,9,3,26.63,1.14,171,3.77,25.17,157.63,1.15,58.41
S73P2-mix1,32.21,-44.18,-42.84,271.31,39.46,8,8,27.99,1.14,122,3.96,32.66,110.22,1.15,58.07
S73P2-mix2,30.89,-46.26,-44.75,263.59,37.40,8,8,28.19,1.10,140,3.99,30.88,109.02,1.10,57.79
S73P2-beta_cssd,42.09,-41.76,-40.79,276.82,55.67,9,8,28.17,1.39,73,3.98,38.84,192.02,1.49,59.35
