sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16,sta_re17
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%),择时信号
连豆一2105,3.53,-56.14,-31.33,75.39,4.15,14,9,17.30,0.29,911,1.11,-0.78,36.98,0.20,51.37,2021-04-19
连豆一2105-择时,-2.97,-48.71,-23.97,17.04,-2.77,3,5,7.70,-0.35,12,0.49,-2.87,7.75,-0.39,47.45,平仓
沪白银2106,-4.91,-68.70,-43.37,68.95,-4.30,11,8,24.32,-0.09,72,1.56,-8.37,19.42,-0.20,49.25,2021-04-19
沪白银2106-择时,2.21,-20.95,-20.59,24.09,4.07,3,5,10.76,0.26,840,0.69,5.09,16.64,0.21,45.86,平仓
沪铝2106,-1.42,-69.92,-44.32,68.24,-1.39,9,10,15.08,-0.02,477,0.97,-4.31,18.54,-0.09,49.99,2021-04-19
沪铝2106-择时,-0.06,-17.14,-11.40,21.73,0.31,3,4,6.12,0.02,1215,0.39,-0.41,7.62,-0.01,48.38,平仓
郑苹果110,-9.91,-60.58,-46.68,59.28,-0.18,6,10,25.76,-0.28,148,1.65,3.01,40.25,-0.38,46.71,2021-04-19
郑苹果110-择时,-8.46,-36.63,-30.39,10.46,-10.30,3,4,14.97,-0.52,106,0.96,-9.95,2.75,-0.57,42.97,做空
沪黄金2106,1.67,-48.30,-31.91,62.61,4.74,9,9,17.20,0.18,403,1.10,1.78,25.57,0.10,51.64,2021-04-19
沪黄金2106-择时,3.14,-10.82,-6.76,15.69,2.64,3,6,5.26,0.61,1256,0.34,2.27,9.45,0.60,52.64,平仓
连豆二2106,5.50,-35.17,-32.38,60.07,6.00,9,11,18.00,0.39,683,1.15,3.56,30.25,0.31,51.10,2021-04-19
连豆二2106-择时,0.51,-22.82,-17.32,27.91,0.80,3,5,7.84,0.10,1585,0.50,0.17,9.49,0.06,49.28,平仓
连胶合板2105,2.73,-74.13,-68.49,506.14,42.72,9,7,43.97,0.31,901,2.82,24.77,124.27,0.06,52.49,2021-04-19
连胶合板2105-择时,1.85,-35.79,-28.32,34.40,1.97,3,4,13.01,0.21,177,0.83,0.92,16.68,0.14,50.21,平仓
