x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S29回测结果-S29f01-全市场,14.20,-51.09,-42.15,396.18,22.37,13,10,30.02,0.59,1217,1.92,4.87,75.14,0.47,54.76
S29回测结果-S29f01-中证500,6.53,-61.31,-42.98,240.51,11.25,11,8,30.24,0.36,932,1.94,3.55,48.91,0.22,54.38
S29回测结果-S29f01-沪深300,6.70,-54.04,-38.83,208.28,9.27,10,11,26.62,0.38,1361,1.70,3.82,37.87,0.25,51.90
S29回测结果-S29f02-全市场,30.33,-52.14,-35.76,745.56,50.03,14,7,33.08,0.97,882,2.12,12.81,153.39,0.92,54.78
S29回测结果-S29f02-中证500,24.03,-57.62,-40.20,550.35,40.98,11,10,35.81,0.78,926,2.29,20.80,102.24,0.67,53.95
S29回测结果-S29f02-沪深300,23.44,-62.18,-46.06,503.63,33.67,16,10,33.18,0.80,714,2.12,13.18,95.61,0.71,51.64
S29回测结果-S29f03-全市场,23.85,-49.53,-42.42,522.91,36.70,15,9,29.54,0.87,1188,1.89,11.43,120.17,0.81,55.70
S29回测结果-S29f03-中证500,9.72,-56.41,-43.75,271.15,15.03,13,9,29.72,0.46,948,1.90,8.48,53.68,0.33,54.59
S29回测结果-S29f03-沪深300,8.22,-54.48,-38.24,235.13,10.90,12,10,26.11,0.43,1361,1.67,5.58,38.49,0.31,51.93
