x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
理想反转-全市场,19.86,-6.06,9.75,29.69,20.23,11,12,5.97,3.07,57,0.38,20.69,24.64,3.33,56.15
理想反转-中证500,9.21,-10.02,-5.89,31.61,9.98,9,11,7.16,1.27,203,0.46,8.17,22.47,1.29,52.36
理想反转-沪深300,8.00,-14.87,-8.36,22.62,8.26,9,10,7.22,1.10,210,0.46,9.06,16.07,1.11,54.21
聪明钱-全市场,12.96,-6.30,-3.03,53.16,14.39,12,13,5.17,2.39,214,0.33,9.41,41.20,2.51,56.20
聪明钱-中证500,11.32,-15.32,-10.99,47.52,12.53,10,8,6.83,1.61,117,0.44,11.22,34.60,1.66,55.78
聪明钱-沪深300,9.77,-14.11,-8.04,59.75,11.52,14,9,7.39,1.30,487,0.47,4.43,42.24,1.32,54.11
APM-全市场,14.07,-6.89,2.20,30.17,14.67,13,8,4.85,2.74,107,0.31,14.62,22.66,2.90,58.50
APM-中证500,11.75,-12.64,-8.82,36.11,12.20,13,8,6.23,1.82,333,0.40,14.26,21.74,1.89,55.78
APM-沪深300,12.21,-8.60,-3.97,29.71,10.48,15,8,7.19,1.64,238,0.46,10.03,20.76,1.70,55.26
S32综合因子-全市场,24.11,-6.53,4.68,50.84,26.04,24,8,5.20,4.18,98,0.33,26.45,42.09,4.64,60.65
S32综合因子-中证500,15.46,-10.74,-7.07,64.61,17.31,11,9,6.65,2.20,99,0.43,15.38,46.19,2.32,54.95
S32综合因子-沪深300,14.56,-14.62,-8.22,39.83,15.86,23,11,6.82,2.03,87,0.44,16.68,29.80,2.13,56.78
