x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S29回测结果-S29f01-全市场,14.21,-51.09,-42.15,396.18,22.35,13,10,30.01,0.59,1217,1.92,4.94,74.87,0.47,54.73
S29回测结果-S29f01-中证500,6.51,-61.31,-42.98,240.51,11.26,11,8,30.22,0.36,932,1.93,3.59,48.89,0.22,54.35
S29回测结果-S29f01-沪深300,6.51,-54.04,-38.83,208.28,9.29,10,11,26.61,0.37,1361,1.70,3.86,37.74,0.24,51.87
S29回测结果-S29f02-全市场,30.39,-52.14,-35.76,745.56,49.97,14,7,33.06,0.97,882,2.12,12.87,152.96,0.92,54.82
S29回测结果-S29f02-中证500,24.09,-57.62,-40.20,550.35,40.98,11,10,35.78,0.78,926,2.29,20.84,102.17,0.67,53.93
S29回测结果-S29f02-沪深300,23.04,-62.18,-46.06,503.63,33.68,16,10,33.16,0.79,714,2.12,13.43,95.46,0.69,51.62
S29回测结果-S29f03-全市场,23.97,-49.53,-42.42,522.91,36.66,15,9,29.53,0.88,1188,1.89,11.47,120.12,0.81,55.71
S29回测结果-S29f03-中证500,9.79,-56.41,-43.75,271.15,15.04,13,9,29.70,0.46,948,1.90,8.58,53.68,0.33,54.56
S29回测结果-S29f03-沪深300,8.11,-54.48,-38.24,235.13,10.93,12,10,26.09,0.43,1361,1.67,5.61,38.46,0.31,51.91
