x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
因子01-全市场,8.66,-10.95,-7.11,22.33,7.38,12,10,8.93,0.98,193,0.57,6.83,15.94,0.97,50.51
因子01-中证500,1.54,-20.19,-17.70,18.81,-0.62,9,8,9.61,0.21,503,0.62,-1.93,9.15,0.16,49.65
因子01-沪深300,-2.40,-33.39,-18.89,10.14,-3.91,8,20,10.11,-0.19,109,0.65,-3.01,4.66,-0.24,48.41
因子02-全市场,12.17,-11.35,-5.52,26.36,10.61,13,10,9.13,1.31,167,0.58,10.64,19.68,1.33,51.75
因子02-中证500,1.84,-23.03,-18.74,20.15,-0.75,12,8,9.84,0.23,337,0.63,-1.27,11.73,0.19,49.57
因子02-沪深300,-2.09,-33.69,-19.98,12.97,-3.46,10,8,10.31,-0.15,133,0.66,-1.72,6.03,-0.20,48.72
因子03-全市场,20.32,-12.47,1.24,43.74,21.59,10,7,9.54,1.99,109,0.61,21.60,31.60,2.13,52.60
因子03-中证500,14.30,-14.12,0.10,31.99,14.35,15,8,8.36,1.64,98,0.54,13.64,22.44,1.71,54.23
因子03-沪深300,12.83,-15.43,-7.97,29.48,12.62,11,10,8.18,1.52,232,0.52,12.50,24.18,1.57,53.92
因子04-全市场,22.36,-11.55,5.19,46.22,24.17,9,7,9.30,2.22,114,0.60,23.76,33.64,2.40,54.39
因子04-中证500,16.81,-12.68,-0.20,33.68,15.72,15,14,8.31,1.91,120,0.53,17.21,23.85,2.02,54.55
因子04-沪深300,12.67,-10.61,-2.23,34.58,13.29,9,12,7.96,1.54,205,0.51,12.95,20.88,1.59,53.77
因子05-全市场,12.73,-10.90,-4.24,26.26,11.71,10,8,9.10,1.36,118,0.58,11.86,19.68,1.40,52.21
因子05-中证500,3.19,-17.33,-15.45,21.01,0.99,9,8,9.78,0.37,340,0.63,-0.36,10.88,0.33,50.04
因子05-沪深300,-1.12,-30.48,-19.83,12.48,-2.04,14,14,10.41,-0.06,178,0.67,-0.64,7.25,-0.11,48.17
因子06-全市场,13.15,-10.77,-3.94,26.56,12.07,13,8,9.09,1.41,118,0.58,12.36,20.31,1.45,52.29
因子06-中证500,3.32,-17.67,-15.99,20.72,1.12,9,8,9.69,0.39,328,0.62,-0.20,10.07,0.34,50.04
因子06-沪深300,-2.04,-32.40,-19.07,12.41,-3.21,14,16,10.24,-0.15,89,0.66,-2.37,5.99,-0.20,48.64
因子07-全市场,21.72,-11.88,3.48,45.61,23.45,9,10,9.27,2.17,111,0.59,22.86,34.17,2.34,53.85
因子07-中证500,15.88,-12.98,-0.00,31.32,14.94,15,8,8.26,1.83,84,0.53,14.45,23.88,1.92,55.32
因子07-沪深300,14.65,-12.40,-2.38,33.75,14.10,8,8,8.23,1.70,231,0.53,14.54,23.24,1.78,53.30
因子08-全市场,21.55,-11.85,3.85,44.90,23.28,9,8,9.25,2.16,113,0.59,22.64,33.69,2.33,54.31
因子08-中证500,15.37,-12.59,-1.00,32.40,14.43,15,8,8.19,1.79,82,0.52,13.17,24.51,1.88,54.78
因子08-沪深300,15.14,-12.00,-1.36,35.26,14.64,8,8,8.20,1.76,215,0.53,14.85,24.45,1.85,53.69
