x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S57lasso-上证综指股票池-long-short,62.66,-26.36,-3.46,221.92,65.81,11,9,23.38,2.20,107,1.50,57.06,120.02,2.68,55.76
S57lasso-500股票池-long-short,29.06,-20.16,-15.30,139.00,31.79,10,12,18.82,1.45,354,1.20,24.89,81.73,1.54,53.34
S57lasso-300股票池-long-short,1.37,-47.46,-26.89,66.84,3.46,8,10,17.66,0.17,377,1.13,-2.69,35.75,0.08,49.17
S57adaboost-上证综指股票池-long-short,66.83,-37.79,-28.39,214.79,74.08,16,11,22.63,2.38,281,1.45,76.63,124.21,2.95,56.78
S57adaboost-500股票池-long-short,15.50,-52.41,-47.53,88.00,18.46,12,10,19.64,0.83,673,1.26,19.78,56.97,0.79,51.73
S57adaboost-300股票池-long-short,11.98,-40.43,-29.38,119.34,11.98,14,10,19.67,0.67,491,1.26,10.66,36.55,0.61,50.78
S57adaboost-week-上证综指股票池-long-short,46.87,-40.08,-32.61,179.16,59.59,11,11,24.00,1.72,148,1.54,55.03,119.90,1.95,56.21
S57adaboost-week-500股票池-long-short,10.88,-64.19,-59.76,100.16,17.97,12,12,21.12,0.60,788,1.35,24.54,56.38,0.52,52.25
S57adaboost-week-300股票池-long-short,6.20,-42.23,-23.78,120.02,11.10,10,14,18.98,0.41,531,1.21,5.05,38.71,0.33,50.36
