x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
因子01-全市场,13.14,-7.67,1.60,30.72,14.42,13,9,4.10,3.03,73,0.26,14.24,25.56,3.20,58.74
因子01-中证500,11.67,-16.83,-11.96,36.11,13.98,15,13,6.19,1.82,123,0.40,16.49,29.08,1.89,54.74
因子01-沪深300,6.92,-10.64,-5.07,20.69,7.44,10,12,6.65,1.04,235,0.43,7.19,14.77,1.04,52.86
因子02-全市场,8.25,-7.81,-4.92,24.64,9.20,13,9,3.87,2.07,89,0.25,9.59,18.83,2.13,55.26
因子02-中证500,2.77,-16.89,-11.84,15.52,3.65,9,9,6.07,0.48,348,0.39,4.99,12.75,0.46,50.86
因子02-沪深300,2.97,-21.22,-12.29,27.30,4.21,9,8,6.55,0.48,484,0.42,3.30,18.93,0.45,51.94
因子03-全市场,14.18,-6.22,-3.87,36.97,15.59,13,16,4.14,3.23,297,0.27,16.05,28.06,3.43,58.63
因子03-中证500,8.37,-16.16,-10.75,29.61,9.57,11,9,6.11,1.35,102,0.39,10.92,22.42,1.37,53.54
因子03-沪深300,6.05,-8.68,-6.24,27.93,7.58,12,9,6.49,0.94,344,0.42,5.79,19.32,0.93,53.89
因子04-全市场,14.07,-6.20,-4.21,37.26,15.47,13,16,4.15,3.20,298,0.27,16.11,28.49,3.39,58.74
因子04-中证500,8.69,-16.26,-10.73,29.91,10.02,11,9,6.09,1.40,100,0.39,11.29,22.73,1.43,54.06
因子04-沪深300,6.33,-8.57,-5.49,26.99,7.88,15,9,6.54,0.97,336,0.42,6.22,19.43,0.97,54.46
因子05-全市场,15.01,-11.85,-0.73,35.99,16.69,15,9,4.81,2.93,147,0.31,17.68,27.25,3.12,60.40
因子05-中证500,11.33,-14.68,-12.53,40.79,13.65,16,10,6.81,1.61,125,0.44,16.23,28.02,1.66,55.43
因子05-沪深300,5.98,-10.28,-3.83,20.32,7.26,8,11,6.69,0.90,184,0.43,7.02,13.95,0.89,52.23
文献1综合因子-全市场,12.73,-10.48,0.28,35.93,14.73,13,13,4.19,2.88,130,0.27,13.37,28.51,3.04,57.03
文献1综合因子-中证500,12.17,-11.59,-4.89,46.45,14.88,12,8,6.42,1.82,306,0.41,14.78,34.41,1.90,54.57
文献1综合因子-沪深300,8.54,-10.18,-5.43,34.19,8.81,13,11,6.56,1.28,353,0.42,8.30,20.01,1.30,52.86
因子07-全市场,13.41,-11.84,-2.86,40.43,15.06,13,9,4.60,2.76,121,0.29,15.01,27.93,2.91,58.86
因子07-中证500,10.28,-13.86,-7.53,38.17,12.02,9,9,6.58,1.52,245,0.42,11.19,26.14,1.56,53.77
因子07-沪深300,7.45,-8.59,-3.82,36.84,8.69,10,10,6.58,1.13,175,0.42,5.77,27.22,1.13,51.83
因子08-全市场,9.83,-7.52,-6.70,29.30,10.52,10,11,5.40,1.77,466,0.35,10.94,20.07,1.82,52.57
因子08-中证500,5.08,-12.66,-12.54,27.16,5.65,8,10,6.99,0.74,428,0.45,4.33,17.20,0.73,50.00
因子08-沪深300,6.97,-12.78,-9.41,35.08,8.39,9,11,7.10,0.99,203,0.45,6.85,22.75,0.98,51.94
因子09-全市场,17.66,-8.18,-1.62,43.22,18.69,13,12,5.33,3.08,207,0.34,17.85,34.76,3.31,55.71
因子09-中证500,7.41,-19.13,-14.34,43.98,8.43,14,10,7.14,1.04,248,0.46,7.18,28.12,1.04,50.69
因子09-沪深300,10.23,-12.44,-10.15,40.44,11.55,18,11,7.14,1.40,152,0.46,11.26,23.27,1.43,51.71
因子10-全市场,19.79,-9.64,1.95,41.96,21.28,15,7,5.58,3.27,96,0.36,22.17,32.48,3.55,57.66
因子10-中证500,11.56,-8.00,-4.96,46.95,13.41,9,9,7.35,1.53,162,0.47,11.50,28.52,1.57,51.26
因子10-沪深300,10.95,-8.30,-2.69,35.37,11.86,10,8,7.59,1.41,325,0.49,11.54,19.70,1.44,51.89
因子11-全市场,18.39,-4.41,7.19,43.09,20.25,11,8,4.48,3.80,53,0.29,18.42,35.27,4.11,59.26
因子11-中证500,6.21,-12.51,-12.00,28.64,8.20,11,9,6.14,1.01,198,0.39,8.31,18.13,1.01,51.60
因子11-沪深300,8.81,-9.18,-7.76,37.33,10.30,11,11,6.81,1.27,358,0.44,10.04,18.73,1.29,51.71
因子12-全市场,21.02,-4.17,8.06,51.50,23.79,14,7,5.26,3.66,54,0.34,21.41,39.29,4.00,58.46
因子12-中证500,11.76,-7.58,-6.23,36.83,14.66,15,9,6.87,1.66,253,0.44,15.05,24.69,1.71,53.66
因子12-沪深300,12.31,-7.77,-3.17,34.92,14.29,9,10,7.53,1.58,303,0.48,12.15,26.68,1.63,53.94
文献2综合因子-全市场,23.25,-8.21,6.45,59.46,26.26,13,8,5.20,4.05,73,0.33,23.97,47.85,4.47,61.94
文献2综合因子-中证500,14.93,-10.65,-3.83,49.68,18.15,15,11,6.88,2.06,115,0.44,17.91,33.22,2.17,54.46
文献2综合因子-沪深300,14.31,-7.93,1.51,42.77,16.75,10,8,7.23,1.89,126,0.46,14.39,34.84,1.98,53.66
