x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
down-mean-全市场-long-short,10.22,-13.41,-3.11,25.33,10.60,15,9,4.49,2.19,245,0.29,10.12,17.31,2.28,56.68
down-mean-800股票池-long-short,5.64,-17.26,-10.59,21.58,5.54,10,15,5.75,0.98,244,0.37,5.00,17.35,0.98,52.57
down-mean-300股票池-long-short,5.36,-18.22,-11.23,35.15,5.87,12,11,7.64,0.72,217,0.49,5.04,19.20,0.70,51.90
down-mean-500股票池-long-short,5.93,-17.86,-14.74,26.17,5.72,14,10,6.21,0.96,420,0.40,5.79,15.13,0.95,52.74
publ-全市场-long-short,13.84,-5.15,0.71,40.06,14.09,12,13,4.36,2.99,133,0.28,12.69,24.22,3.17,57.89
publ-800股票池-long-short,8.25,-11.42,-10.85,40.94,8.41,11,13,5.49,1.47,479,0.35,8.45,18.38,1.50,52.63
publ-300股票池-long-short,5.13,-18.66,-14.75,41.68,5.93,10,10,7.61,0.70,433,0.49,6.18,14.58,0.67,52.66
publ-500股票池-long-short,9.95,-10.67,-9.33,41.06,9.83,15,12,6.29,1.54,266,0.40,8.95,20.37,1.58,53.86
ubl-全市场-long-short,16.04,-6.40,4.03,45.42,16.40,19,8,5.17,2.91,118,0.33,14.33,25.47,3.11,57.69
ubl-800股票池-long-short,10.18,-9.61,-7.20,40.21,10.23,10,9,5.95,1.66,275,0.38,9.80,19.57,1.71,54.56
ubl-300股票池-long-short,8.95,-19.06,-18.23,51.70,9.84,10,9,7.75,1.14,160,0.50,9.17,20.10,1.15,54.36
ubl-500股票池-long-short,11.46,-11.26,-6.21,39.48,10.97,16,11,6.92,1.60,248,0.44,10.33,21.25,1.66,54.49
up-std-全市场-long-short,9.81,-3.37,2.21,23.98,10.28,16,9,3.86,2.45,158,0.25,9.70,16.49,2.54,57.29
up-std-800股票池-long-short,8.40,-3.92,-1.46,21.90,8.22,12,9,4.73,1.73,280,0.30,7.95,12.98,1.78,55.47
up-std-300股票池-long-short,6.95,-12.64,-12.33,38.41,8.00,10,14,7.01,0.99,413,0.45,6.57,18.98,0.99,52.15
up-std-500股票池-long-short,10.28,-7.31,-5.99,23.50,9.67,11,9,5.76,1.73,295,0.37,9.56,17.23,1.78,55.02
wlm-down-mean-全市场-long-short,14.63,-6.11,0.17,48.54,14.85,15,9,5.75,2.40,108,0.37,12.85,25.67,2.54,57.32
wlm-down-mean-800股票池-long-short,6.89,-14.78,-10.72,31.82,6.85,13,14,6.73,1.02,185,0.43,8.64,14.89,1.02,51.94
wlm-down-mean-300股票池-long-short,4.64,-16.73,-14.29,27.79,5.16,12,10,8.54,0.57,486,0.55,6.65,13.49,0.54,50.86
wlm-down-mean-500股票池-long-short,8.46,-17.11,-15.27,36.51,8.52,18,16,7.43,1.13,234,0.48,9.26,19.42,1.14,52.88
wlm-up-std-全市场-long-short,7.82,-5.36,-1.31,21.79,8.04,14,11,4.04,1.89,299,0.26,7.02,16.71,1.94,54.39
wlm-up-std-800股票池-long-short,4.01,-11.42,-7.91,21.27,4.23,13,11,5.20,0.78,833,0.33,3.28,13.15,0.77,51.92
wlm-up-std-300股票池-long-short,4.09,-17.54,-16.16,26.60,5.33,11,10,7.49,0.57,876,0.48,3.59,18.20,0.55,52.00
wlm-up-std-500股票池-long-short,4.32,-10.69,-9.73,21.24,4.38,11,11,5.98,0.74,764,0.38,3.77,13.51,0.72,51.73
S73P2-beta,41.59,-40.47,-38.13,306.61,57.32,8,8,28.43,1.37,73,4.02,38.48,209.42,1.46,58.97
S73P2-csad,24.70,-32.44,-24.88,186.74,27.23,10,5,23.53,1.06,71,3.33,17.94,62.42,1.05,59.07
S73P2-cssd,30.22,-47.46,-47.15,271.36,41.73,9,3,26.60,1.13,171,3.76,25.09,157.55,1.14,58.23
S73P2-mix1,31.91,-44.18,-42.84,271.31,39.33,8,8,27.94,1.14,139,3.95,32.92,110.21,1.14,57.91
S73P2-mix2,30.66,-46.26,-44.75,263.59,37.32,8,8,28.13,1.10,140,3.98,31.36,108.99,1.09,57.63
S73P2-beta_cssd,41.66,-41.76,-40.79,276.82,55.27,9,8,28.10,1.39,73,3.97,38.90,191.86,1.48,59.47
