x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
ref1-000001,-3.20,-68.96,-66.04,149.98,4.53,11,9,24.39,-0.01,2,1.56,-0.19,39.01,-0.13,52.54
method1-000001,1.13,-34.04,-24.73,64.05,3.59,8,9,14.25,0.15,1296,0.91,-1.14,38.80,0.08,53.63
ref2-000001,1.89,-52.30,-45.16,149.98,5.07,11,9,20.85,0.19,892,1.33,1.09,32.97,0.09,52.75
移动窗口方法-000001,1.44,-44.53,-34.46,142.43,4.66,11,9,15.43,0.17,895,0.99,-4.11,51.89,0.09,53.72
ref1-000300,-0.61,-71.60,-67.06,147.77,7.91,12,10,26.33,0.11,3183,1.69,2.32,43.23,-0.02,52.03
method1-000300,3.22,-42.06,-25.58,70.06,5.40,9,8,15.84,0.28,1520,1.01,0.07,38.31,0.20,54.70
ref2-000300,4.54,-46.70,-42.53,147.77,8.31,12,9,22.53,0.31,1360,1.44,4.81,38.43,0.20,51.72
移动窗口方法-000300,3.51,-38.71,-27.08,80.02,6.01,9,9,16.95,0.29,973,1.09,1.70,27.65,0.21,52.37
ref1-000905,0.30,-72.42,-43.80,59.18,1.46,17,10,13.56,0.09,1679,1.92,0.24,19.53,0.02,54.72
method1-000905,3.06,-29.98,-22.86,59.18,3.59,17,7,8.26,0.41,983,1.17,0.00,17.72,0.37,58.61
ref2-000905,0.43,-65.20,-43.80,59.18,1.32,10,8,11.73,0.10,959,1.66,-0.16,16.18,0.04,53.67
移动窗口方法-000905,0.62,-53.09,-31.71,59.18,1.36,9,8,9.05,0.11,997,1.28,-0.18,13.84,0.07,54.55
ref1-SPX,1.58,-53.25,-39.89,37.70,1.87,8,9,9.37,0.21,1184,1.32,2.98,8.90,0.17,54.79
method1-SPX,0.08,-27.28,-13.75,16.09,0.13,8,6,3.78,0.04,2308,0.53,0.00,3.29,0.02,54.68
ref2-SPX,2.39,-33.93,-31.48,37.70,2.35,8,9,7.72,0.34,286,1.09,3.08,8.24,0.31,55.11
移动窗口方法-SPX,2.35,-33.93,-31.48,37.70,2.33,8,9,7.71,0.34,286,1.09,3.05,8.20,0.30,55.07
pred-method1,4.07,-4.61,-3.66,22.47,4.56,7,3,4.32,0.95,65,0.61,1.73,14.87,0.94,64.03
port-method1,0.58,-2.87,-2.68,6.77,0.63,3,2,1.77,0.34,11,0.25,0.00,2.65,0.33,63.33
cross-method1,2.33,-2.74,-0.92,11.36,2.42,8,4,2.83,0.83,33,0.40,1.07,8.72,0.82,62.86
pgp-method1,1.18,-4.07,-3.34,6.59,1.59,7,3,2.66,0.46,27,0.38,1.52,4.19,0.44,59.26
combone-method1,4.87,-3.74,-1.93,21.06,5.56,9,5,4.53,1.08,65,0.64,4.11,13.38,1.08,62.00
pred-zero,0.24,-2.47,-1.29,3.22,0.26,4,9,0.85,0.29,59,0.12,0.05,2.17,0.29,50.24
port-zero,9.11,-24.78,-22.88,92.89,11.51,3,4,22.55,0.48,149,3.19,4.67,52.39,0.40,52.35
cross-zero,0.56,-0.84,-0.59,4.75,0.53,4,6,1.50,0.38,148,0.21,0.11,1.34,0.38,52.78
pgp-zero,-0.15,-4.88,-4.75,1.65,-0.19,6,7,1.11,-0.13,1,0.16,0.00,1.38,-0.14,43.86
combone-zero,7.84,-18.82,-16.73,69.77,9.29,6,7,13.48,0.62,181,1.91,4.57,32.29,0.58,52.14
