x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
,总计交易日,交易次数,盈利次数,亏损次数,平均盈利率%,平均亏损率%,成功率%,累计收益率%,最大回撤率%,年化收益率%,累计收益（无手续费）%,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
ZJIH,1027,1027,281,746,0.526993210842891,-0.165908407863795,27.3612463485881,26.4207274419589,12.9708877522274,6.43153053601725,40.0903736136003,5.76,-12.97,-12.20,22.53,5.05,5,18,6.46,0.90,388,0.41,4.73,18.73,0.89,27.39
ZJIC,1044,1044,297,747,0.705618720232391,-0.208368016356346,28.448275862069,69.0178989335371,6.00279927196089,16.5272746488355,87.6068114678113,13.15,-6.00,-0.45,33.05,16.67,4,15,8.19,1.55,100,0.52,16.74,25.80,1.61,28.48
ZJIF,2262,2262,614,1648,0.665023377460482,-0.191746008432777,27.1441202475685,143.556415321623,8.96762532888413,15.8660936473943,205.347826313995,10.10,-8.97,-3.37,34.79,10.33,6,28,8.49,1.18,232,0.54,8.42,22.81,1.19,27.16
