x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S64alphanet-全部-long-short,6.20,-12.77,-8.73,20.72,6.38,14,9,5.75,1.08,178,0.37,6.76,15.01,1.08,51.99
S64alphanet-上证综指股票池-long-short,4.14,-19.65,-15.23,23.59,4.70,14,11,6.51,0.66,598,0.42,5.51,14.78,0.64,52.03
S64alphanet-500股票池-long-short,1.37,-26.09,-17.17,19.05,1.93,11,8,7.18,0.23,611,0.46,1.99,11.01,0.19,51.01
S64alphanet-300股票池-long-short,2.37,-33.45,-30.52,19.07,2.74,10,10,9.72,0.29,1659,0.62,5.10,12.69,0.24,51.75
