x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
cars-long,9.14,-25.03,-24.29,39.58,6.20,10,4,15.20,0.65,901,0.97,5.72,18.81,0.60,57.33
cars-short,-3.82,-32.76,-27.16,34.80,0.19,5,5,17.72,-0.13,612,1.13,0.94,19.23,-0.22,47.15
cars-long-short,4.97,-37.45,-31.78,58.67,6.48,12,10,23.35,0.32,485,1.49,8.10,29.71,0.21,52.14
cars-ref,9.97,-49.03,-42.91,55.21,4.81,11,7,23.34,0.53,20,1.49,6.57,27.06,0.43,55.04
ada-long,16.86,-23.36,-14.26,66.84,12.61,10,5,16.65,1.02,310,1.07,10.16,29.91,1.01,56.24
ada-short,3.46,-22.99,-16.34,47.26,6.30,7,5,16.34,0.29,659,1.05,1.15,26.52,0.21,47.01
ada-long-short,20.91,-25.26,-13.62,121.35,20.12,16,10,23.32,0.93,655,1.49,10.01,55.69,0.90,52.84
ada-ref,9.97,-49.03,-42.91,55.21,4.81,11,7,23.34,0.53,20,1.49,6.57,27.06,0.43,55.04
S70P2-ref,9.97,-49.03,-42.91,55.21,4.81,11,7,23.34,0.53,20,1.49,6.57,27.06,0.43,55.04
S70P2-长中短,20.66,-28.36,-14.97,116.70,15.56,10,7,20.44,1.02,459,1.31,13.24,30.79,1.01,55.94
S70P2-长期,16.82,-32.34,-12.97,96.57,15.41,10,11,23.33,0.78,524,1.49,11.91,28.88,0.72,53.03
S70P2-中期,18.96,-32.18,-25.39,102.83,13.37,11,9,23.31,0.86,856,1.49,13.32,28.88,0.81,55.39
S70P2-短期,20.91,-25.26,-13.62,121.35,20.12,16,10,23.32,0.93,655,1.49,10.01,55.69,0.90,52.84
