sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16,sta_re17
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%),择时信号
连豆一2105,3.53,-56.14,-31.33,75.39,4.15,14,9,17.30,0.29,911,1.11,-0.78,36.98,0.20,51.37,2021-04-19
连豆一2105-高阶择时,-1.15,-61.21,-39.23,48.42,-0.44,11,13,17.25,0.02,782,1.10,-1.39,20.50,-0.07,49.52,做多
沪白银2106,-4.91,-68.70,-43.37,68.95,-4.30,11,8,24.32,-0.09,72,1.56,-8.37,19.42,-0.20,49.25,2021-04-19
沪白银2106-高阶择时,-6.17,-60.52,-45.31,44.06,-3.64,8,11,23.07,-0.16,202,1.48,-4.80,13.03,-0.27,49.51,做空
沪铝2106,-1.42,-69.92,-44.32,68.24,-1.39,9,10,15.08,-0.02,477,0.97,-4.31,18.54,-0.09,49.99,2021-04-19
沪铝2106-高阶择时,4.92,-41.11,-25.75,45.29,5.44,10,8,15.04,0.39,1110,0.96,2.79,26.92,0.33,50.48,做空
郑苹果110,-9.91,-60.58,-46.68,59.28,-0.18,6,10,25.76,-0.28,148,1.65,3.01,40.25,-0.38,46.71,2021-04-19
郑苹果110-高阶择时,28.08,-33.13,-11.87,117.09,50.58,6,7,22.69,1.21,170,1.45,46.48,101.95,1.24,51.76,做多
沪黄金2106,1.67,-48.30,-31.91,62.61,4.74,9,9,17.20,0.18,403,1.10,1.78,25.57,0.10,51.64,2021-04-19
沪黄金2106-高阶择时,4.00,-47.87,-28.82,116.28,4.43,8,11,16.56,0.32,571,1.06,-2.16,24.67,0.24,49.90,做多
连豆二2106,5.50,-35.17,-32.38,60.07,6.00,9,11,18.00,0.39,683,1.15,3.56,30.25,0.31,51.10,2021-04-19
连豆二2106-高阶择时,-6.69,-76.81,-38.54,67.33,-3.95,9,11,17.60,-0.30,989,1.13,-6.98,22.06,-0.38,49.48,做多
连胶合板2105,2.73,-74.13,-68.49,506.14,42.72,9,7,43.97,0.31,901,2.82,24.77,124.27,0.06,52.49,2021-04-19
连胶合板2105-高阶择时,12.34,-51.71,-47.30,126.57,23.73,7,5,42.04,0.50,788,2.69,23.05,79.51,0.29,50.96,做空
