x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
收盘折溢价因子结果,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
IF多头净值,16.48,-5.61,9.06,28.70,17.56,4,3,8.48,1.84,71,0.54,17.41,23.62,1.94,58.00
IF多空净值,16.42,-13.88,-2.19,52.65,20.14,11,7,12.59,1.27,257,0.81,16.73,42.16,1.30,53.96
IH多头净值,18.03,-5.86,6.48,37.95,19.21,4,4,8.60,1.97,115,0.55,18.64,28.30,2.10,56.76
IH多空净值,16.42,-10.20,-8.39,54.41,20.22,9,7,12.76,1.26,366,0.82,18.62,42.69,1.29,53.44
IC多头净值,8.58,-9.25,-2.03,23.03,10.62,5,4,8.73,0.99,109,0.56,9.87,17.45,0.98,57.17
IC多空净值,7.80,-16.10,-15.24,34.34,9.72,10,7,13.75,0.62,152,0.88,12.35,24.98,0.57,53.35
买卖单不平衡度度结果,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
IF多头净值,12.61,-7.81,-3.65,32.74,13.77,4,5,8.41,1.46,255,0.54,16.90,27.72,1.50,52.91
IF多空净值,7.79,-19.61,-14.29,56.74,12.86,9,9,12.66,0.66,524,0.81,10.58,40.44,0.62,49.22
IH多头净值,13.70,-11.63,-3.07,28.02,12.56,4,5,9.63,1.38,141,0.62,13.12,17.52,1.42,52.90
IH多空净值,6.82,-19.95,-12.94,30.55,7.23,8,7,12.82,0.58,200,0.82,6.52,16.87,0.53,50.24
IC多头净值,4.36,-14.43,-7.42,14.81,4.26,5,5,9.56,0.50,403,0.61,4.96,11.50,0.46,52.48
IC多空净值,-1.11,-23.02,-15.95,10.35,-3.08,9,9,13.84,-0.01,285,0.89,-3.11,3.62,-0.08,48.88
尾盘涨幅因子,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
IF多头净值15,9.65,-16.04,-14.33,27.48,7.12,6,4,8.70,1.10,396,0.56,10.70,15.31,1.11,54.79
IF多空净值15,2.84,-36.46,-34.16,29.19,0.22,9,8,12.65,0.28,124,0.81,1.92,24.25,0.22,51.01
IF多头净值30,14.53,-7.98,0.12,33.78,13.59,4,3,9.16,1.53,162,0.59,13.13,23.53,1.59,55.92
IF多空净值30,12.29,-17.79,-13.69,36.90,12.08,11,7,12.63,0.98,180,0.81,11.77,28.18,0.97,52.36
IH多头净值15,15.50,-10.19,-5.01,43.20,13.56,4,4,8.88,1.67,272,0.57,12.54,24.10,1.74,56.25
IH多空净值15,10.90,-19.04,-16.49,46.41,9.10,11,9,12.80,0.87,366,0.82,4.17,30.46,0.85,52.89
IH多头净值30,17.52,-7.37,3.92,36.36,16.78,4,5,8.81,1.88,159,0.56,16.19,25.78,1.99,54.78
IH多空净值30,14.80,-15.25,-10.43,49.92,15.44,9,7,12.79,1.14,239,0.82,13.01,41.40,1.16,51.83
IC多头净值15,8.59,-10.46,-6.79,24.37,10.12,5,5,9.68,0.90,161,0.62,10.30,19.05,0.89,56.13
IC多空净值15,7.71,-24.79,-24.04,38.78,9.19,8,6,13.79,0.61,63,0.88,11.29,29.68,0.56,52.12
IC多头净值30,15.41,-7.06,6.28,32.64,18.12,5,3,9.42,1.57,162,0.60,17.88,24.35,1.63,57.39
IC多空净值30,21.60,-17.75,-4.61,53.65,25.25,13,7,13.74,1.49,164,0.88,25.26,43.14,1.57,54.05
尾盘基差变化结果,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
IF多头净值,10.56,-9.55,-2.94,28.19,10.34,6,5,10.11,1.05,245,0.65,9.42,20.07,1.04,53.59
IF多空净值,4.83,-24.74,-18.43,38.27,6.18,9,7,12.65,0.44,60,0.81,2.37,25.24,0.38,51.20
IH多头净值,12.20,-8.83,-1.51,26.21,12.50,5,4,10.32,1.17,149,0.66,13.18,20.39,1.18,53.50
IH多空净值,4.94,-15.42,-10.43,23.16,6.88,9,9,12.82,0.44,288,0.82,7.31,14.79,0.39,51.64
IC多头净值,7.39,-14.00,-4.58,25.91,8.68,6,4,11.13,0.70,137,0.71,7.45,19.27,0.66,54.82
IC多空净值,5.67,-19.83,-15.01,34.54,6.29,8,7,13.80,0.47,104,0.88,6.29,24.37,0.41,52.17
S28双因子,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
IF,12.52,-4.37,3.59,21.63,12.77,4,4,7.36,1.64,82,0.47,12.51,18.99,1.70,54.93
IH,13.53,-9.65,-0.98,26.44,11.83,6,5,8.02,1.62,126,0.51,12.00,17.02,1.69,53.59
IC,8.36,-12.62,-3.37,19.73,8.89,8,5,9.41,0.90,215,0.60,8.39,16.64,0.89,54.99
S28三因子,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
IF,10.75,-4.19,4.90,22.02,11.56,4,4,6.64,1.57,93,0.42,10.77,16.86,1.62,55.64
IH,12.99,-4.33,4.14,19.50,12.02,5,5,7.14,1.75,116,0.46,11.94,16.43,1.82,54.72
IC,9.46,-8.36,0.86,18.66,10.18,7,3,7.65,1.22,118,0.49,9.89,15.37,1.24,55.56
时间,IF,IH,IC,,,,,,,,,,,,
2016-12-29,1,1,1,,,,,,,,,,,,
2016-12-30,1.00507513225902,1.0051733318628,1.00144965775637,,,,,,,,,,,,
2017-01-03,1.01930274465806,1.01904179633762,1.01134764202477,,,,,,,,,,,,
2017-01-04,1.01987240558634,1.02166914945662,1.01134764202477,,,,,,,,,,,,
2017-01-05,1.01936269281516,1.02259291007832,1.00991750991518,,,,,,,,,,,,
2017-01-06,1.01918656671323,1.02349976479499,1.00834427463263,,,,,,,,,,,,
2017-01-09,1.01918656671323,1.02514867497962,1.00834427463263,,,,,,,,,,,,
2017-01-10,1.01861959642589,1.02419184949493,1.00834427463263,,,,,,,,,,,,
2017-01-11,1.02306223028301,1.02661382555477,1.01298598902822,,,,,,,,,,,,
2017-01-12,1.02306223028301,1.02827618500755,1.01298598902822,,,,,,,,,,,,
2017-01-13,1.02572845398784,1.02986266367901,1.01353619581599,,,,,,,,,,,,
2017-01-16,1.02231605163671,1.02986266367901,1.00532345570487,,,,,,,,,,,,
2017-01-17,1.02231605163671,1.02986266367901,1.00647966578081,,,,,,,,,,,,
2017-01-18,1.02797947371563,1.03807614589714,1.00647966578081,,,,,,,,,,,,
2017-01-19,1.02797947371563,1.03807614589714,1.00647966578081,,,,,,,,,,,,
2017-01-20,1.02797947371563,1.04188369760056,1.01808957970403,,,,,,,,,,,,
2017-01-23,1.02797947371563,1.04188369760056,1.02882070653568,,,,,,,,,,,,
2017-01-24,1.02698610224479,1.04188369760056,1.02789135010279,,,,,,,,,,,,
2017-01-25,1.02698610224479,1.04188369760056,1.02789135010279,,,,,,,,,,,,
2017-01-26,1.02698610224479,1.04188369760056,1.02789135010279,,,,,,,,,,,,
2017-02-03,1.02257485943986,1.03853271254765,1.02789135010279,,,,,,,,,,,,
2017-02-06,1.02257485943986,1.03853271254765,1.02789135010279,,,,,,,,,,,,
2017-02-07,1.02257485943986,1.03864442792162,1.02789135010279,,,,,,,,,,,,
2017-02-08,1.02257485943986,1.03864442792162,1.02601555030027,,,,,,,,,,,,
2017-02-09,1.02557721951097,1.03864442792162,1.02800110134392,,,,,,,,,,,,
2017-02-10,1.02668464878555,1.04197443510923,1.02642966477207,,,,,,,,,,,,
2017-02-13,1.02668464878555,1.04737956948005,1.02642966477207,,,,,,,,,,,,
2017-02-14,1.02668464878555,1.04737956948005,1.02642966477207,,,,,,,,,,,,
2017-02-15,1.02987616294674,1.04737956948005,1.02647272826761,,,,,,,,,,,,
2017-02-16,1.0330419744436,1.04851189334895,1.02997873755037,,,,,,,,,,,,
2017-02-17,1.0330419744436,1.04851189334895,1.02997873755037,,,,,,,,,,,,
