x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
超预期因子,28.57,-23.55,-15.75,106.89,34.11,13,7,22.96,1.21,190,1.47,24.96,75.48,1.24,54.89
超预期因子对冲500指数,27.00,-6.19,4.86,56.41,31.56,9,7,8.53,2.85,76,0.55,31.72,44.46,3.17,57.66
