x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S55CSI300,25.00,-15.91,-10.84,230.43,32.49,13,11,16.35,1.45,283,1.05,17.29,90.86,1.53,53.56
S55CSI50,19.95,-15.68,-9.86,157.64,24.00,12,10,16.25,1.20,601,1.04,12.87,92.16,1.23,52.85
S55CSI500,28.17,-20.75,-15.87,155.55,32.79,10,10,17.11,1.54,330,1.10,25.84,80.79,1.65,54.21
S55ETFetf300_min,11.57,-19.50,-1.21,66.26,23.61,8,9,12.86,0.92,236,0.82,15.82,53.73,0.90,52.33
S55ETFetf500_min,16.38,-8.69,5.57,39.95,22.58,8,7,12.99,1.23,132,0.83,23.22,33.72,1.26,53.24
S55ETFetf50_min,19.27,-9.28,2.61,48.90,21.24,9,6,11.55,1.59,133,0.74,15.93,42.48,1.67,54.66
S55FWDZJIC,10.93,-19.63,-12.90,36.14,14.46,13,8,16.19,0.72,307,1.04,15.46,24.54,0.67,53.74
S55FWDZJIF,25.28,-22.38,-18.46,210.27,34.29,10,15,17.27,1.39,408,1.11,23.76,97.03,1.46,52.79
S55FWDZJIH,3.95,-26.02,-16.51,33.94,2.08,10,8,11.94,0.38,1167,0.76,0.70,14.16,0.33,49.84
