x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S56P1-static300对冲000300,7.76,-7.45,-4.31,30.81,8.12,16,10,4.63,1.64,173,0.30,5.79,17.86,1.68,55.14
S56P1-dynamic300对冲000300,5.68,-6.54,-3.56,20.50,5.93,13,10,3.38,1.65,241,0.22,5.15,12.00,1.68,55.48
S56P1-static500对冲000905,17.01,-4.24,1.67,69.89,18.44,12,9,4.70,3.37,128,0.30,15.67,41.46,3.62,58.94
S56P1-dynamic500对冲000905,11.29,-3.46,1.04,27.71,11.74,17,9,3.28,3.28,140,0.21,10.87,21.97,3.45,59.43
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
comb_ls_rtn,42.62,-3.17,17.06,200.17,48.62,42,6,6.26,5.70,41,0.40,33.13,118.45,6.80,67.07
comb_lo_rtn,25.47,-51.43,-45.31,375.45,37.54,11,9,28.83,0.93,284,1.85,19.95,132.90,0.88,57.35
comb_so_rtn,-21.14,-94.23,-62.67,152.32,-17.16,9,9,29.90,-0.64,734,1.91,-22.16,12.82,-0.71,51.34
pct_netMoneyInflow_lo_relative_cum_rtn,15.27,-37.46,-29.65,160.15,20.04,13,7,16.46,0.95,132,1.05,8.74,67.78,0.93,56.94
qoq_netMoneyInflow_lo_relative_cum_rtn,13.47,-36.45,-31.68,151.75,17.60,16,9,16.46,0.85,155,1.05,8.65,61.60,0.82,57.08
pct_finVal_lo_relative_cum_rtn,15.50,-40.14,-33.51,196.75,21.70,16,11,17.06,0.93,155,1.09,6.41,80.75,0.91,56.99
qoq_finVal_lo_relative_cum_rtn,14.49,-40.53,-34.84,145.36,18.66,16,7,16.75,0.89,112,1.07,10.49,62.54,0.87,57.71
comb_lo_relative_cum_rtn,19.40,-34.01,-30.38,195.95,25.57,16,9,16.54,1.16,112,1.06,11.28,83.59,1.17,57.89
pct_netMoneyInflow_so_rtn,-17.56,-92.59,-60.38,178.33,-13.59,9,9,29.78,-0.50,725,1.91,-19.31,18.84,-0.59,51.84
pct_netMoneyInflow_lo_rtn,21.10,-53.80,-46.94,324.96,31.05,11,9,28.88,0.81,286,1.85,17.03,108.80,0.73,56.68
pct_netMoneyInflow_ls_rtn,31.90,-3.85,9.79,136.12,35.98,19,7,6.25,4.46,68,0.40,26.42,74.91,5.10,62.46
qoq_netMoneyInflow_so_rtn,-14.84,-91.21,-61.31,178.10,-10.48,9,9,29.74,-0.39,712,1.90,-15.49,22.85,-0.50,51.97
qoq_netMoneyInflow_lo_rtn,19.20,-52.05,-44.73,334.64,28.48,11,9,29.01,0.75,323,1.86,14.68,103.26,0.66,56.72
qoq_netMoneyInflow_ls_rtn,25.80,-4.14,3.38,109.34,28.73,19,10,5.77,4.01,109,0.37,21.07,67.79,4.47,61.74
pct_finVal_so_rtn,-17.81,-92.02,-62.26,154.25,-14.05,10,9,29.61,-0.51,726,1.90,-18.13,14.14,-0.60,52.33
pct_finVal_lo_rtn,21.38,-53.65,-45.36,378.97,33.62,11,9,29.14,0.81,289,1.87,14.09,130.19,0.73,56.27
pct_finVal_ls_rtn,32.59,-6.47,1.30,166.11,38.52,40,7,7.13,3.99,170,0.46,25.29,101.28,4.57,62.72
qoq_finVal_so_rtn,-15.51,-90.47,-57.41,163.78,-11.32,9,9,29.72,-0.42,725,1.90,-16.97,20.86,-0.52,51.84
qoq_finVal_lo_rtn,20.26,-56.12,-48.32,348.50,30.13,11,9,29.08,0.78,338,1.86,16.47,107.16,0.70,56.50
qoq_finVal_ls_rtn,27.82,-4.10,2.70,106.35,29.70,18,7,6.11,4.05,74,0.39,21.28,68.09,4.55,61.87
