x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S55CSI300,24.98,-15.91,-10.84,230.43,32.39,13,11,16.32,1.45,283,1.04,17.28,89.86,1.53,53.55
S55CSI50,20.15,-15.68,-9.86,157.64,23.96,12,10,16.22,1.21,601,1.04,12.98,91.76,1.24,52.96
S55CSI500,28.12,-20.75,-15.87,155.55,32.74,10,10,17.07,1.54,330,1.09,25.81,80.51,1.65,54.23
S55ETFetf300_min,11.28,-19.50,-1.21,66.26,23.14,8,9,12.79,0.90,236,0.82,15.58,53.65,0.88,52.30
S55ETFetf500_min,16.53,-8.69,5.57,39.95,22.16,8,7,12.92,1.25,132,0.83,22.87,33.64,1.28,53.32
S55ETFetf50_min,19.20,-9.28,2.61,48.90,20.82,9,6,11.52,1.58,133,0.74,15.88,42.44,1.67,54.85
S55FWDZJIC,10.37,-19.63,-12.90,36.14,14.50,13,8,16.12,0.69,307,1.03,15.63,24.53,0.64,53.62
S55FWDZJIF,25.75,-22.38,-18.46,210.27,34.09,10,15,17.25,1.42,408,1.10,23.24,96.22,1.49,52.82
S55FWDZJIH,4.60,-26.02,-16.51,33.94,2.41,10,8,11.95,0.44,1167,0.77,0.93,14.68,0.38,50.00
