sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
中证流通,12.14,-71.48,-69.13,278.36,21.14,17,10,27.49,0.56,1752,1.76,4.32,99.90,0.44,55.03
中证流通-择时,16.19,-28.83,-24.63,114.80,20.37,17,12,21.24,0.81,795,1.36,15.06,66.11,0.76,54.07
中证100,9.64,-71.72,-70.94,324.66,18.52,13,10,25.68,0.49,513,1.64,2.67,77.59,0.38,51.97
中证100-择时,11.25,-30.28,-25.33,115.43,14.52,11,10,18.66,0.66,470,1.19,7.50,47.77,0.60,51.09
中证200,11.12,-73.77,-70.47,304.97,24.57,17,10,29.12,0.51,1763,1.86,5.59,108.19,0.38,54.40
中证200-择时,16.61,-36.93,-28.79,140.07,22.13,17,11,23.65,0.77,437,1.51,16.63,68.01,0.70,52.96
中证500,12.27,-72.42,-65.56,251.29,25.12,17,10,30.26,0.54,1679,1.94,8.48,112.35,0.41,56.04
中证500-择时,13.17,-42.79,-31.09,139.62,18.63,17,11,23.15,0.65,761,1.48,10.94,61.98,0.57,53.31
中证800,10.95,-71.76,-69.85,292.94,22.77,11,10,26.88,0.52,1847,1.72,6.70,96.01,0.41,53.86
中证800-择时,17.37,-30.13,-24.61,139.56,22.59,10,9,20.99,0.87,792,1.34,12.76,73.70,0.83,53.13
中证700,11.69,-73.16,-68.27,273.41,24.77,17,10,29.46,0.52,1740,1.89,6.35,109.45,0.40,55.23
中证700-择时,13.17,-43.12,-30.68,104.09,17.44,17,12,22.11,0.67,437,1.42,14.91,50.36,0.60,53.04
中证红利,10.47,-72.13,-68.73,359.18,22.47,12,10,26.99,0.50,1850,1.73,5.14,96.13,0.39,53.44
中证红利-择时,18.41,-29.95,-24.34,144.84,23.55,12,10,20.08,0.94,1111,1.29,10.91,75.20,0.92,51.80
深证成指,6.92,-70.98,-70.31,349.16,15.36,13,10,27.33,0.38,1350,1.75,-0.19,73.12,0.25,51.75
深证成指-择时,7.74,-51.86,-37.86,116.08,11.28,13,11,21.14,0.46,1358,1.35,5.20,53.26,0.37,52.02
深证深成指R,7.28,-70.68,-70.01,353.65,15.83,13,10,27.34,0.39,1851,1.75,-0.12,73.03,0.27,51.70
深证深成指R-择时,7.24,-51.37,-38.89,122.68,10.94,13,11,21.32,0.43,1357,1.37,4.03,55.53,0.34,51.55
深证100R,13.06,-71.28,-69.90,331.76,23.55,14,10,27.65,0.58,1847,1.77,6.10,93.66,0.47,52.93
深证100R-择时,12.22,-41.26,-34.13,112.71,15.80,14,12,22.41,0.63,836,1.43,8.89,59.30,0.55,52.55
深证中小板指,14.42,-67.37,-61.09,187.97,21.51,17,10,29.32,0.61,1057,1.88,10.76,91.13,0.49,54.69
深证中小板指-择时,10.63,-33.72,-29.94,123.37,14.06,17,12,21.69,0.57,743,1.39,6.80,47.50,0.49,52.83
创业板指,11.21,-69.74,-47.31,197.24,16.85,9,9,30.89,0.50,651,1.98,3.42,75.67,0.36,51.94
创业板指-择时,10.22,-37.63,-26.97,115.04,11.47,8,13,19.51,0.60,881,1.25,5.18,42.29,0.52,50.89
深证300,4.78,-59.03,-45.74,162.86,8.18,11,9,25.23,0.31,1053,1.61,3.64,43.49,0.19,52.54
深证300-择时,4.48,-24.43,-14.79,44.06,5.38,11,11,13.60,0.39,837,0.87,3.91,22.22,0.33,50.75
中小300,4.85,-64.46,-44.91,171.64,8.01,11,8,26.20,0.31,1041,1.68,3.77,42.32,0.19,53.29
中小300-择时,4.47,-29.97,-23.13,91.91,7.12,9,9,16.17,0.35,500,1.04,1.20,30.39,0.28,52.15
深证200,10.50,-74.01,-67.77,240.85,22.86,17,10,30.40,0.48,1723,1.95,9.40,101.21,0.35,55.35
深证200-择时,17.51,-37.86,-24.91,218.07,25.16,17,9,24.43,0.78,426,1.56,9.79,86.16,0.72,53.56
深证700,12.45,-68.97,-63.32,273.15,25.87,17,10,30.16,0.54,916,1.93,12.42,106.07,0.41,55.81
深证700-择时,15.92,-53.70,-36.96,163.43,24.90,17,12,23.29,0.75,332,1.49,12.61,86.81,0.68,53.26
深证1000,12.37,-71.92,-68.75,279.17,24.76,17,10,28.75,0.55,1738,1.84,8.12,104.19,0.43,54.88
深证1000-择时,12.16,-41.72,-29.26,113.59,17.39,17,11,22.54,0.62,554,1.44,8.13,63.06,0.54,53.42
深证创业300,18.18,-70.20,-45.70,222.28,20.92,9,8,31.06,0.69,137,1.99,16.36,73.25,0.59,52.47
深证创业300-择时,12.30,-42.74,-26.83,170.12,18.01,9,12,20.95,0.66,1186,1.34,1.47,87.62,0.59,50.54
深市精选,10.69,-58.52,-43.44,156.75,9.73,10,9,25.66,0.53,22,1.64,4.58,40.45,0.42,53.82
深市精选-择时,3.16,-27.31,-18.84,50.25,4.63,10,9,13.95,0.29,68,0.89,0.34,25.07,0.23,49.44
深证中小创新,-3.26,-69.41,-44.30,54.62,-3.01,9,8,29.36,0.04,7,1.88,-5.71,26.06,-0.11,52.82
深证中小创新-择时,0.93,-32.17,-25.01,40.17,1.42,8,10,16.17,0.14,752,1.04,-0.99,24.37,0.06,49.80
深证A指,8.29,-71.06,-67.62,261.56,15.72,17,10,27.01,0.43,1723,1.73,0.82,79.26,0.31,54.25
深证A指-择时,16.23,-45.71,-31.87,138.35,21.21,17,11,22.25,0.79,715,1.42,13.56,72.14,0.73,53.84
深证B指,12.97,-72.36,-72.27,384.21,21.40,12,10,27.21,0.58,1356,1.74,4.70,97.39,0.48,53.35
深证B指-择时,17.97,-41.93,-38.25,141.73,22.37,11,10,20.23,0.92,513,1.29,17.23,61.11,0.89,51.70
深信用债,5.13,-1.48,1.59,10.41,5.38,85,7,0.73,6.88,144,0.05,5.25,9.15,7.04,77.70
深信用债-择时,2.22,-0.45,1.03,4.71,2.30,85,7,0.41,5.41,56,0.03,2.12,3.70,5.47,74.78
深公司债,5.17,-1.63,1.52,10.49,5.43,40,10,0.74,6.81,144,0.05,5.37,9.17,6.97,76.57
深公司债-择时,2.47,-0.63,0.83,6.01,2.54,29,8,0.45,5.40,56,0.03,2.20,4.70,5.46,73.59
深证ETF,8.80,-45.47,-40.15,143.84,12.86,11,9,23.81,0.47,1235,1.52,7.38,43.24,0.37,51.40
深证ETF-择时,1.62,-29.93,-18.39,56.08,2.27,9,10,14.77,0.18,891,0.95,-0.22,18.50,0.11,49.69
深证转债,10.17,-55.06,-46.25,67.98,6.27,8,17,22.73,0.54,32,1.46,0.67,30.06,0.45,51.71
深证转债-择时,4.03,-23.54,-21.54,23.12,4.07,17,10,14.31,0.35,945,0.92,3.04,16.25,0.28,49.94
深证红利,15.57,-70.31,-69.13,388.15,26.64,12,11,27.79,0.66,2386,1.78,8.52,91.97,0.56,52.57
深证红利-择时,12.07,-30.98,-30.18,120.80,15.05,12,10,23.43,0.60,714,1.50,7.94,53.84,0.52,52.51
深证100,11.44,-71.56,-70.19,327.81,21.74,14,10,27.65,0.53,1862,1.77,4.63,91.33,0.41,52.89
深证100-择时,11.37,-44.44,-34.74,117.40,14.90,14,11,22.59,0.59,841,1.45,7.47,57.13,0.50,52.55
深证中小板R,15.34,-67.15,-60.83,189.55,22.44,17,10,29.32,0.63,1053,1.88,11.71,92.63,0.52,54.90
深证中小板R-择时,10.83,-36.74,-30.74,125.92,14.42,17,12,21.95,0.58,741,1.41,6.85,48.63,0.49,52.94
巨潮大中盘,7.71,-50.28,-45.21,154.05,13.12,12,8,23.18,0.44,430,1.48,9.11,45.82,0.33,52.22
巨潮大中盘-择时,6.10,-17.58,-9.40,61.50,8.62,12,11,12.16,0.55,649,0.78,2.23,36.17,0.50,49.13
巨潮中小盘,6.97,-67.47,-50.39,196.80,11.64,10,7,26.28,0.39,116,1.68,2.67,45.91,0.27,54.30
巨潮中小盘-择时,3.55,-24.67,-24.53,91.43,6.89,10,12,14.83,0.31,705,0.95,0.61,41.18,0.24,49.70
深证中小红利,16.99,-50.47,-42.64,158.11,20.04,10,9,26.02,0.73,1232,1.67,19.83,45.14,0.65,54.35
深证中小红利-择时,8.37,-19.08,-13.96,76.50,9.66,9,16,15.93,0.58,506,1.02,4.92,40.03,0.53,50.66
