x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
理想反转-全市场,19.72,-6.06,9.75,29.69,20.26,11,12,5.98,3.04,57,0.38,20.72,24.65,3.30,56.01
理想反转-中证500,9.00,-10.02,-5.89,31.61,10.02,9,11,7.18,1.24,203,0.46,8.22,22.50,1.25,52.19
理想反转-沪深300,8.03,-14.87,-8.36,22.62,8.36,9,10,7.22,1.11,210,0.46,9.11,16.09,1.11,54.27
聪明钱-全市场,12.83,-6.30,-3.03,53.16,14.52,12,13,5.17,2.36,214,0.33,9.52,41.22,2.48,56.07
聪明钱-中证500,11.10,-15.32,-10.99,47.52,12.70,10,8,6.82,1.58,117,0.44,11.26,34.72,1.63,55.75
聪明钱-沪深300,9.87,-14.11,-8.04,59.75,11.64,14,9,7.40,1.31,487,0.47,4.47,42.42,1.33,54.22
APM-全市场,14.16,-6.89,2.20,30.17,14.74,13,8,4.87,2.75,107,0.31,14.75,22.68,2.91,58.49
APM-中证500,11.97,-12.64,-8.82,36.11,12.19,13,8,6.24,1.85,333,0.40,14.30,21.80,1.92,55.91
APM-沪深300,12.01,-8.60,-3.97,29.71,10.39,15,8,7.19,1.61,238,0.46,9.98,20.62,1.67,55.27
S32综合因子-全市场,24.15,-6.53,4.68,50.84,26.22,24,8,5.21,4.18,65,0.33,26.52,42.16,4.63,60.55
S32综合因子-中证500,15.28,-10.74,-7.07,64.61,17.45,11,9,6.66,2.17,99,0.43,15.51,46.41,2.29,55.01
S32综合因子-沪深300,14.92,-14.62,-8.22,39.83,16.04,23,11,6.80,2.08,87,0.44,16.79,29.83,2.19,56.96
