x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
,总计交易日,交易次数,盈利次数,亏损次数,平均盈利率%,平均亏损率%,成功率%,累计收益率%,最大回撤率%,年化收益率%,累计收益（无手续费）%,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
连豆一0303合约,3209,3209,842,2367,0.402051624470408,-0.0976832569727106,26.2387036459956,188.14171730644,6.37866704870186,14.6573478736709,297.117434884327,8.39,-6.38,-4.81,33.37,8.39,5,27,4.74,1.72,448,0.30,7.75,16.65,1.77,26.25
沪白银1209合约,1452,1452,457,995,0.357345149007263,-0.10384645200262,31.4738292011019,80.4978447391636,4.45274924261583,13.8598217526108,108.690740116687,10.50,-4.45,-2.13,24.17,9.38,6,18,5.57,1.82,273,0.36,8.85,21.02,1.89,31.50
沪铝0201合约,3467,3467,868,2599,0.369665827167902,-0.0835126313984617,25.0360542255552,178.24612651129,5.18422078864744,12.8530520991701,293.502681874483,7.48,-5.18,-3.07,41.82,7.69,6,30,4.58,1.60,317,0.29,5.44,13.95,1.63,25.04
沪黄金0806合约,2504,2504,733,1771,0.238606853991306,-0.0747447405411493,29.2731629392971,52.2211196197273,2.8382064833057,5.21376993008459,95.5234212272416,4.14,-2.84,-1.42,16.61,4.34,5,19,3.15,1.31,490,0.20,2.91,11.63,1.32,29.24
连豆二0503合约,2684,2684,628,2056,0.533146492907486,-0.180227129034646,23.397913561848,-32.5906919318336,54.1470066003233,-3.03564567174307,-11.8347566819237,-3.50,-54.15,-32.15,31.56,-1.81,6,29,8.23,-0.39,NaN,0.53,-0.67,12.33,-0.43,23.41
沪石油沥青1402合约,1105,1105,241,864,0.690013990058775,-0.166802039089985,21.8099547511312,23.1464712221644,7.15747058983232,5.23675819505981,37.5310165142459,4.73,-7.16,-5.09,15.86,6.34,4,28,7.79,0.63,184,0.50,6.96,12.42,0.61,21.83
连玉米0501合约,3303,3303,844,2459,0.284785163197416,-0.0814913105111843,25.5525280048441,47.9900614819506,6.86780421470478,3.63230861958452,105.899910934096,2.94,-6.87,-6.81,12.34,2.89,5,21,3.39,0.87,583,0.22,2.39,8.56,0.87,25.56
郑棉花001合约,3028,3028,722,2306,0.407830412800866,-0.0921274073235195,23.8441215323646,123.948389732653,5.73464255653133,10.2335196278611,203.117718142241,6.72,-5.73,-5.26,30.74,7.12,6,22,4.72,1.40,346,0.30,5.62,17.54,1.42,23.85
连玉米淀粉1503合约,815,815,223,592,0.298886792321462,-0.106920370014196,27.361963190184,3.20526440615536,5.62937328568527,0.983209940538455,11.967968323093,0.83,-5.63,-4.98,6.37,0.83,3,19,3.46,0.26,464,0.22,-0.17,4.93,0.24,27.27
沪铜0201合约,3467,3467,993,2474,0.486735402549152,-0.123163822377187,28.6414767810787,481.754804725876,5.46979117106331,34.7385927838099,722.672484497977,13.21,-5.47,-3.62,47.81,13.12,5,23,5.94,2.12,485,0.38,9.02,31.52,2.22,28.65
郑玻璃001合约,1049,1049,275,774,0.625606361663937,-0.176501273988558,26.2154432793136,40.8616623353908,7.96260561284706,9.73824173865368,56.4348992504878,8.13,-7.96,-2.69,24.88,6.26,5,32,7.40,1.09,235,0.47,3.69,18.80,1.10,26.15
沪燃油0501合约,2591,2591,639,1952,0.749783905418463,-0.240574444536299,24.6622925511386,-1.70235670213511,53.8012216638096,-0.164256725408637,27.3704943441603,-0.16,-53.80,-45.60,26.19,0.52,5,23,14.51,0.06,283,0.93,4.92,16.67,-0.01,24.67
沪热轧卷板1407合约,1002,1002,280,722,0.708974684481589,-0.18044403236004,27.9441117764471,95.1986597505771,6.73898299842653,23.7521606164115,115.755809033897,17.72,-6.74,-1.19,37.26,16.33,4,17,8.08,2.06,217,0.52,18.12,27.26,2.19,27.97
连铁矿石1403合约,1104,1104,295,809,0.986538381520045,-0.253408089078682,26.7210144927536,130.390928409609,9.15491492160236,29.526931252176,157.260994732596,20.33,-9.15,-3.82,48.57,20.24,5,14,10.64,1.79,160,0.68,20.78,32.43,1.91,26.75
连焦炭1109合约,1710,1710,425,1285,0.743540714721504,-0.171702353210994,24.8538011695906,152.690839106801,10.0726070108785,22.3232220916376,199.785777364314,14.11,-10.07,-0.46,32.31,14.75,4,44,8.76,1.55,168,0.56,14.19,24.66,1.61,24.81
连鸡蛋1403合约,1183,1183,294,889,0.564668867948053,-0.161959581723186,24.8520710059172,23.3458609711733,15.5106401453904,4.93361389923358,38.832258533685,4.45,-15.51,-10.03,28.72,6.70,5,17,6.61,0.69,842,0.42,4.12,24.18,0.67,24.87
连焦煤1307合约,1239,1239,316,923,0.827912107863946,-0.212919665324461,25.5044390637611,87.3293961954778,7.981049202607,17.6209435422675,112.024509368667,13.10,-7.98,0.97,37.10,14.43,6,21,9.61,1.33,140,0.62,13.35,25.97,1.36,25.44
连聚乙烯0710合约,2611,2611,638,1973,0.566966966704017,-0.144941727727037,24.4350823439295,109.060282238031,13.4265161995497,10.4423862732699,171.411968324987,7.10,-13.43,-7.76,24.35,6.48,6,21,6.14,1.15,1010,0.39,5.41,17.50,1.16,24.41
连豆粕0011合约,3470,3470,906,2564,0.412551878687477,-0.112317115871343,26.1095100864553,131.977044961626,14.4006399898866,9.50843263412291,228.1722318286,6.10,-14.40,-7.81,28.02,5.99,7,34,4.81,1.26,1336,0.31,5.28,15.13,1.27,26.12
郑甲醇001合约,940,940,259,681,1.11201230235421,-0.184811835788387,27.5531914893617,267.998108886343,4.63577170379611,71.276092788921,304.221667666012,40.28,-4.64,7.20,160.37,53.10,5,16,51.42,0.82,95,3.29,16.54,142.34,0.78,27.58
沪镍1507合约,754,754,200,554,0.543082357086048,-0.164732384110033,26.525198938992,18.1573420670152,7.89245265022688,6.02033888163634,27.4083590460713,5.44,-7.89,-3.47,13.59,3.90,4,23,6.62,0.83,289,0.42,3.83,8.73,0.82,26.43
郑菜油001合约,1211,1211,319,892,0.409204138501205,-0.11011182148013,26.3418662262593,37.3444209663657,3.1436618649257,7.70941803599623,55.0200694456052,6.62,-3.14,0.51,14.04,7.18,5,22,4.86,1.35,225,0.31,7.00,12.11,1.36,26.36
连棕油0801合约,2553,2553,718,1835,0.505504971469299,-0.134679873583858,28.1237759498629,212.345722062168,7.7541756673653,20.7937448161151,303.140814634128,11.51,-7.75,-2.14,36.51,10.74,8,39,6.04,1.83,214,0.39,10.03,19.80,1.90,28.13
沪铅1109合约,1723,1723,395,1328,0.449154196157229,-0.0956297932998393,22.9251305861869,64.0475002150906,4.39790185963607,9.29302092499864,94.8828917971641,7.26,-4.40,-0.13,15.72,7.14,4,22,5.12,1.40,136,0.33,7.00,12.40,1.42,22.94
连聚丙烯1405合约,1015,1015,273,742,0.567544665248271,-0.166147549453887,26.8965517241379,36.1023048903027,5.65709845174697,8.89219332273466,50.6368205838814,7.73,-5.66,0.92,17.67,6.75,10,26,6.34,1.21,163,0.41,6.07,11.19,1.22,26.92
沪螺钢0909合约,2210,2210,563,1647,0.601163583603209,-0.130567286780143,25.4751131221719,236.966827711303,4.93572939118396,26.8062022297854,320.251728118549,14.36,-4.94,1.82,29.57,14.77,4,25,6.50,2.10,158,0.42,14.14,23.87,2.21,25.49
郑菜籽粕001合约,1160,1160,340,820,0.488592560900353,-0.152360759530353,29.3103448275862,49.6947362463898,6.56377599091485,10.7100724668944,68.0989555587,8.90,-6.56,-3.00,15.12,8.34,5,16,5.95,1.46,251,0.38,8.67,12.45,1.50,29.34
