x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
,总计交易日,交易次数,盈利次数,亏损次数,平均盈利率%,平均亏损率%,成功率%,累计收益率%,最大回撤率%,年化收益率%,累计收益（无手续费）%,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
连豆一0303合约,3214,3214,843,2371,0.402166721674823,-0.0978471539324295,26.2289981331674,187.329114690023,6.37866704870186,14.571337483667,296.195655581619,8.35,-6.38,-4.81,33.37,8.40,5,27,4.74,1.72,448,0.30,7.76,16.65,1.76,26.24
沪白银1209合约,1457,1457,459,998,0.356671772886907,-0.103760018493001,31.503088538092,80.8227352405926,4.45274924261583,13.8680053604311,109.170893540615,10.50,-4.45,-2.13,24.17,9.42,6,18,5.56,1.82,273,0.36,8.91,21.02,1.89,31.52
沪铝0201合约,3472,3472,868,2604,0.369665827167902,-0.0835228216172679,25,177.012369691779,5.18422078864744,12.7457063430141,291.953964292312,7.43,-5.18,-3.07,41.82,7.68,6,30,4.57,1.59,317,0.29,5.41,13.94,1.62,25.01
沪黄金0806合约,2509,2509,736,1773,0.238531438525933,-0.07473879709849,29.3343961737744,53.0150463742844,2.8382064833057,5.28248768177406,96.6413853129814,4.18,-2.84,-1.42,16.61,4.34,5,19,3.15,1.32,490,0.20,2.89,11.63,1.33,29.31
连豆二0503合约,2689,2689,631,2058,0.531837424090751,-0.180084771951433,23.465972480476,-32.1139753923607,54.1470066003233,-2.98568012201197,-11.1669140452136,-3.43,-54.15,-32.15,31.56,-1.78,6,29,8.22,-0.38,NaN,0.53,-0.66,12.40,-0.42,23.47
沪石油沥青1402合约,1110,1110,243,867,0.692691553247785,-0.166980664176487,21.8918918918919,24.8334870086414,7.15747058983232,5.59312770464896,39.4846237174248,5.02,-7.16,-5.09,15.86,6.29,4,28,7.81,0.67,184,0.50,6.94,12.39,0.64,21.91
连玉米0501合约,3308,3308,845,2463,0.284743575923708,-0.0814752134552335,25.5441354292624,47.9351796056432,6.86780421470478,3.62267076826203,105.926493367556,2.94,-6.87,-6.81,12.34,2.89,5,21,3.39,0.87,583,0.22,2.38,8.56,0.87,25.55
郑棉花001合约,3033,3033,722,2311,0.407830412800866,-0.0921180677059739,23.8048137157929,122.966769244273,5.73464255653133,10.1357376561385,201.940136569232,6.67,-5.73,-5.26,30.74,7.12,6,22,4.72,1.39,346,0.30,5.60,17.53,1.41,23.81
连玉米淀粉1503合约,820,820,224,596,0.298042959074672,-0.106844903413904,27.3170731707317,2.92379987270293,5.62937328568527,0.891402400214307,11.7184788834034,0.74,-5.63,-4.98,6.37,0.84,3,19,3.45,0.23,464,0.22,-0.12,4.92,0.21,27.23
沪铜0201合约,3472,3472,994,2478,0.486864179500104,-0.123120825658614,28.6290322580645,483.074293667126,5.46979117106331,34.7835752928518,724.950569820784,13.20,-5.47,-3.62,47.81,13.11,5,23,5.94,2.12,485,0.38,9.04,31.51,2.22,28.64
郑玻璃001合约,1054,1054,277,777,0.629729812956555,-0.176470977765407,26.280834914611,43.5236900838409,7.96260561284706,10.3234559022393,59.4706481315288,8.56,-7.96,-2.69,24.88,6.28,5,32,7.43,1.14,235,0.48,3.72,18.79,1.15,26.21
