x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S56P1-static300对冲000300,7.61,-7.45,-4.31,30.81,8.08,16,10,4.64,1.61,173,0.30,5.77,17.85,1.64,55.09
S56P1-dynamic300对冲000300,5.49,-6.54,-3.56,20.50,5.90,13,10,3.39,1.59,241,0.22,5.12,11.99,1.62,55.38
S56P1-static500对冲000905,16.71,-4.24,1.67,69.89,18.40,12,9,4.70,3.31,128,0.30,15.63,41.41,3.56,58.72
S56P1-dynamic500对冲000905,11.07,-3.46,1.04,27.71,11.71,17,9,3.28,3.22,140,0.21,10.83,21.96,3.37,59.28
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
comb_ls_rtn,42.87,-3.17,17.06,200.17,48.54,42,6,6.26,5.73,41,0.40,33.09,118.20,6.84,67.17
comb_lo_rtn,25.21,-51.43,-45.31,375.45,37.49,11,9,28.77,0.93,284,1.84,20.11,132.52,0.88,57.23
comb_so_rtn,-21.44,-94.27,-62.67,152.32,-17.15,9,9,29.84,-0.66,734,1.91,-22.04,12.76,-0.72,51.25
pct_netMoneyInflow_lo_relative_cum_rtn,15.09,-37.46,-29.65,160.15,19.96,13,7,16.43,0.94,132,1.05,8.63,67.55,0.92,56.91
qoq_netMoneyInflow_lo_relative_cum_rtn,13.14,-36.45,-31.68,151.75,17.49,16,9,16.44,0.83,155,1.05,8.57,61.51,0.80,56.96
pct_finVal_lo_relative_cum_rtn,15.11,-40.14,-33.51,196.75,21.56,16,11,17.03,0.91,155,1.09,6.36,80.72,0.89,56.87
qoq_finVal_lo_relative_cum_rtn,14.40,-40.53,-34.84,145.36,18.63,16,7,16.73,0.89,112,1.07,10.44,62.45,0.86,57.58
comb_lo_relative_cum_rtn,19.13,-34.01,-30.38,195.95,25.47,16,9,16.51,1.14,112,1.06,11.19,83.31,1.16,57.76
pct_netMoneyInflow_so_rtn,-18.00,-92.70,-60.38,178.33,-13.59,9,9,29.73,-0.52,725,1.90,-19.28,18.75,-0.61,51.69
pct_netMoneyInflow_lo_rtn,20.95,-53.80,-46.94,324.96,31.02,11,9,28.81,0.81,286,1.84,17.50,107.89,0.73,56.51
pct_netMoneyInflow_ls_rtn,32.48,-3.85,9.79,136.12,35.94,19,7,6.24,4.54,68,0.40,26.35,74.90,5.21,62.67
qoq_netMoneyInflow_so_rtn,-14.95,-91.21,-61.31,178.10,-10.45,9,9,29.68,-0.40,712,1.90,-15.37,22.61,-0.50,51.87
qoq_netMoneyInflow_lo_rtn,18.80,-52.05,-44.73,334.64,28.42,11,9,28.95,0.74,323,1.85,14.68,103.10,0.65,56.60
qoq_netMoneyInflow_ls_rtn,25.57,-4.14,3.38,109.34,28.63,19,10,5.76,3.99,109,0.37,21.04,67.72,4.44,61.60
pct_finVal_so_rtn,-17.93,-92.02,-62.26,154.25,-14.01,10,9,29.55,-0.52,726,1.89,-17.92,14.09,-0.61,52.23
pct_finVal_lo_rtn,20.94,-53.65,-45.36,378.97,33.52,11,9,29.08,0.80,289,1.86,14.04,130.02,0.72,56.16
pct_finVal_ls_rtn,32.33,-6.47,1.30,166.11,38.36,40,7,7.12,3.97,170,0.46,25.19,101.12,4.54,62.62
qoq_finVal_so_rtn,-15.78,-90.48,-57.41,163.78,-11.32,9,9,29.65,-0.43,725,1.90,-16.87,20.78,-0.53,51.74
qoq_finVal_lo_rtn,20.17,-56.12,-48.32,348.50,30.15,11,9,29.03,0.78,338,1.86,17.19,105.91,0.69,56.42
qoq_finVal_ls_rtn,28.17,-4.10,2.70,106.35,29.72,18,7,6.13,4.09,74,0.39,21.53,68.07,4.60,61.91
