Date,HSI INDEX,HSCEI INDEX
2020/1/2,28543.52,11320.56
2020/1/3,28451.5,11253.55
2020/1/6,28226.19,11165.41
2020/1/7,28322.06,11198.75
2020/1/8,28087.92,11079.79
2020/1/9,28561,11281.26
2020/1/10,28638.2,11267.48
2020/1/13,28954.94,11396.76
2020/1/14,28885.14,11355.37
2020/1/15,28773.59,11295.47
2020/1/16,28883.04,11328.38
2020/1/17,29056.42,11419.91
2020/1/20,28795.91,11331.49
2020/1/21,27985.33,10970.13
2020/1/22,28341.04,11174.7
2020/1/23,27909.12,10952.22
2020/1/24,27949.64,10976.19
2020/1/29,27160.63,10618.72
2020/1/30,26449.13,10325.09
2020/1/31,26312.63,10240.51
2020/2/3,26356.98,10268.12
2020/2/4,26675.98,10435.36
2020/2/5,26786.74,10493.85
2020/2/6,27493.7,10764.34
2020/2/7,27404.27,10705.17
2020/2/10,27241.34,10654.43
2020/2/11,27583.88,10808.52
2020/2/12,27823.66,10884.69
2020/2/13,27730,10835.38
2020/2/14,27815.6,10863.45
2020/2/17,27959.6,10957.84
2020/2/18,27530.2,10805.15
2020/2/19,27655.81,10908.57
2020/2/20,27609.16,10913.97
2020/2/21,27308.81,10790.84
2020/2/24,26820.88,10568.33
2020/2/25,26893.23,10579.92
2020/2/26,26696.49,10501.62
2020/2/27,26778.62,10593.11
2020/2/28,26129.93,10302.36
2020/3/2,26291.68,10485.17
2020/3/3,26284.82,10485.16
2020/3/4,26222.07,10521.78
2020/3/5,26767.87,10728.07
2020/3/6,26146.67,10456.93
2020/3/9,25040.46,9984.44
2020/3/10,25392.51,10153.37
2020/3/11,25231.61,10070.47
2020/3/12,24309.07,9725.72
2020/3/13,24032.91,9650.15
2020/3/16,23063.57,9227.6
2020/3/17,23263.73,9216.17
2020/3/18,22291.82,8800.62
2020/3/19,21709.13,8559.64
2020/3/20,22805.07,9118.67
2020/3/23,21696.13,8751.76
2020/3/24,22663.49,9184.44
2020/3/25,23527.19,9529.49
2020/3/26,23352.34,9447.56
2020/3/27,23484.28,9504.92
2020/3/30,23175.11,9402.17
2020/3/31,23603.48,9594.77
2020/4/1,23085.79,9404.98
2020/4/2,23280.06,9526.56
2020/4/3,23236.11,9491.1
2020/4/6,23749.12,9652.31
