Date,HSI INDEX,HSCEI INDEX
2020/4/7,24253.29,9846.92
2020/4/8,23970.37,9681.95
2020/4/9,24300.33,9811.12
2020/4/14,24435.4,9847.47
2020/4/15,24145.34,9724.7
2020/4/16,24006.45,9672.6
2020/4/17,24380,9815.2
2020/4/20,24330.02,9824.42
2020/4/21,23793.55,9614.93
2020/4/22,23893.36,9670.2
2020/4/23,23977.32,9703.99
2020/4/24,23831.33,9656.19
2020/4/27,24280.14,9875.59
2020/4/28,24575.96,9983.69
2020/4/29,24643.59,10040.87
2020/5/4,23613.8,9599.02
2020/5/5,23868.66,9698.22
2020/5/6,24137.48,9807.76
2020/5/7,23980.63,9764.26
2020/5/8,24230.17,9868.34
2020/5/11,24602.06,9990.48
2020/5/12,24245.68,9832.1
2020/5/13,24180.3,9835.71
2020/5/14,23829.74,9687.1
2020/5/15,23797.47,9674.57
2020/5/18,23934.77,9726.43
2020/5/19,24388.13,9883.37
2020/5/20,24399.95,9898
2020/5/21,24280.03,9850.07
2020/5/22,22930.14,9426.78
2020/5/25,22952.24,9465.94
2020/5/26,23384.66,9595.2
2020/5/27,23301.36,9567.43
2020/5/28,23132.76,9551.56
2020/5/29,22961.47,9561.03
2020/6/1,23732.52,9833.83
2020/6/2,23995.94,9876.25
2020/6/3,24325.62,9967.53
2020/6/4,24366.3,9967.93
2020/6/5,24770.41,10066.25
2020/6/8,24776.77,10008.88
2020/6/9,25057.22,10121.13
2020/6/10,25049.73,10143.48
2020/6/11,24480.15,9944.6
2020/6/12,24301.38,9832.53
2020/6/15,23776.95,9655.83
2020/6/16,24344.09,9867.63
2020/6/17,24481.41,9909.63
2020/6/18,24464.94,9916.45
2020/6/19,24643.89,9974.59
2020/6/22,24511.34,9879.02
2020/6/23,24907.34,9993.48
2020/6/24,24781.58,9936.66
2020/6/26,24549.99,9853.18
2020/6/29,24301.28,9757.69
2020/6/30,24427.19,9758.63
2020/7/2,25124.19,10056.86
2020/7/3,25373.12,10243.29
2020/7/6,26339.16,10726.83
2020/7/7,25975.66,10600.41
2020/7/8,26129.18,10748.11
2020/7/9,26210.16,10781.89
2020/7/10,25727.41,10541.26
2020/7/13,25772.12,10575.88
2020/7/14,25477.89,10405.27
2020/7/15,25481.58,10390.54
2020/7/16,24970.69,10133.92
2020/7/17,25089.17,10203.57
2020/7/20,25057.99,10295.32
2020/7/21,25635.66,10445.42
2020/7/22,25057.94,10243.51
2020/7/23,25263,10325.25
2020/7/24,24705.33,10080.86
2020/7/27,24603.26,10075.45
2020/7/28,24772.76,10151.89
2020/7/29,24883.14,10184.41
2020/7/30,24710.59,10097.08
2020/7/31,24595.35,10039.96
2020/8/3,24458.13,10033.2
2020/8/4,24946.63,10203.88
2020/8/5,25102.54,10256.64
2020/8/6,24930.58,10202.41
2020/8/7,24531.62,10063.43
2020/8/10,24377.43,9990.67
2020/8/11,24890.68,10153.4
2020/8/12,25244.02,10215.91
2020/8/13,25230.67,10244.6
2020/8/14,25183.01,10266.46
2020/8/17,25347.34,10385.9
2020/8/18,25367.38,10425.42
2020/8/19,25178.91,10313.31
2020/8/20,24791.39,10155.81
2020/8/21,25113.84,10212.21
2020/8/24,25551.58,10336.95
2020/8/25,25486.22,10291.85
2020/8/26,25491.79,10300.36
2020/8/27,25281.15,10201.94
2020/8/28,25422.06,10182.83
2020/8/31,25177.05,9991.48
2020/9/1,25184.85,10013.32
2020/9/2,25120.09,10000.96
2020/9/3,25007.6,9940.13
2020/9/4,24695.45,9883.98
2020/9/7,24589.65,9764.82
2020/9/8,24624.34,9830.39
2020/9/9,24468.93,9728.52
2020/9/10,24313.54,9683.75
2020/9/11,24503.31,9752.5
2020/9/14,24640.28,9806.64
2020/9/15,24732.76,9829.07
2020/9/16,24725.63,9845.79
2020/9/17,24340.85,9732.15
2020/9/18,24455.41,9803.1
2020/9/21,23950.69,9640.42
2020/9/22,23716.85,9576.81
2020/9/23,23742.51,9558.78
2020/9/24,23311.07,9371.19
2020/9/25,23235.42,9302.59
2020/9/28,23476.05,9383.4
2020/9/29,23275.53,9281.52
2020/9/30,23459.05,9397.37
2020/10/5,23767.78,9447.99
2020/10/6,23980.65,9536.49
2020/10/7,24242.86,9629.29
2020/10/8,24193.35,9624.48
2020/10/9,24119.13,9617.85
2020/10/12,24649.68,9878.74
2020/10/14,24667.09,9920.77
2020/10/15,24158.54,9762.28
2020/10/16,24386.79,9914.9
2020/10/19,24542.26,9978.16
2020/10/20,24569.54,9988.33
2020/10/21,24754.42,10077.78
2020/10/22,24786.13,10085.18
2020/10/23,24918.78,10125.59
2020/10/27,24787.19,10003.1
2020/10/28,24708.8,9963.36
2020/10/29,24586.6,9955.46
2020/10/30,24107.42,9760.24
2020/11/2,24460.01,9936.56
2020/11/3,24939.73,10071.41
2020/11/4,24886.14,10099.16
2020/11/5,25695.92,10478.84
2020/11/6,25712.97,10497.8
2020/11/9,26016.17,10633.07
2020/11/10,26301.48,10586.89
2020/11/11,26226.98,10541.34
2020/11/12,26169.38,10579.47
2020/11/13,26156.86,10545.27
2020/11/16,26381.67,10578.94
2020/11/17,26415.09,10550.2
2020/11/18,26544.29,10640.05
2020/11/19,26356.97,10555.36
2020/11/20,26451.54,10553.35
2020/11/23,26486.2,10666.53
2020/11/24,26588.2,10612.58
2020/11/25,26669.75,10557.83
2020/11/26,26819.45,10701.49
2020/11/27,26894.68,10790.3
2020/11/30,26341.49,10546.47
2020/12/1,26567.68,10659.64
2020/12/2,26532.58,10573.79
2020/12/3,26728.5,10586.37
2020/12/4,26835.92,10624.65
2020/12/7,26506.85,10473.32
2020/12/8,26304.56,10409.59
2020/12/9,26502.84,10488.32
2020/12/10,26410.59,10415.72
2020/12/11,26505.87,10452.5
2020/12/14,26389.52,10443.12
2020/12/15,26207.29,10399.56
2020/12/16,26460.29,10461.9
2020/12/17,26678.38,10545.73
2020/12/18,26498.6,10483.34
2020/12/21,26306.68,10401.83
2020/12/22,26119.25,10384.18
2020/12/23,26343.1,10482.52
2020/12/24,26386.56,10430.53
2020/12/28,26314.63,10311.48
2020/12/29,26568.49,10449.17
2020/12/30,27147.11,10662.93
2020/12/31,27231.13,10738.4
2021/1/4,27472.81,10722.99
2021/1/5,27649.86,10774.15
2021/1/6,27692.3,10899.83
2021/1/7,27548.52,10796.73
2021/1/8,27878.22,10955.55
2021/1/11,27908.22,11059.51
2021/1/12,28276.75,11217.69
2021/1/13,28235.6,11184.9
2021/1/14,28496.86,11299.17
2021/1/15,28573.86,11320.53
2021/1/18,28862.77,11462.52
2021/1/19,29642.28,11734.33
2021/1/20,29962.47,11949.35
2021/1/21,29927.76,11889.45
2021/1/22,29447.85,11677.45
2021/1/25,30159.01,11960.49
2021/1/26,29391.26,11695.43
2021/1/27,29297.53,11651.24
2021/1/28,28550.77,11334.03
2021/1/29,28283.71,11208.78
2021/2/1,28892.86,11454.18
2021/2/2,29248.7,11609.02
2021/2/3,29307.46,11651.84
2021/2/4,29113.5,11563.5
2021/2/5,29288.68,11561.32
2021/2/8,29319.47,11560.01
2021/2/9,29476.19,11602.76
2021/2/10,30038.72,11810.25
2021/2/11,30173.57,11880.49
2021/2/16,30746.66,12036.15
2021/2/17,31084.94,12228.63
2021/2/18,30595.27,12041.53
2021/2/19,30644.73,12106.77
2021/2/22,30319.83,11893.68
2021/2/23,30632.64,11909.63
2021/2/24,29718.24,11509.73
2021/2/25,30074.17,11717.41
2021/2/26,28980.21,11247.21
2021/3/1,29452.57,11453.68
2021/3/2,29095.86,11361.35
2021/3/3,29880.42,11666.24
2021/3/4,29236.79,11325.58
2021/3/5,29098.29,11292.22
2021/3/8,28540.83,11014.79
2021/3/9,28773.23,10973.15
2021/3/10,28907.52,11059.67
2021/3/11,29385.61,11340.4
2021/3/12,28739.72,11172.95
2021/3/15,28833.76,11144.08
2021/3/16,29027.69,11329.43
2021/3/17,29034.12,11358.66
2021/3/18,29405.72,11470.43
2021/3/19,28990.94,11283.92
2021/3/22,28885.34,11306.71
2021/3/23,28497.38,11111.18
2021/3/24,27918.14,10847.98
2021/3/25,27899.61,10744.27
2021/3/26,28336.43,10966.06
2021/3/29,28338.3,10942.94
2021/3/30,28577.5,11020.87
2021/3/31,28378.35,10972.04
2021/4/1,28938.74,11217.41
2021/4/7,28674.8,11070.58
2021/4/8,29008.07,11109.48
2021/4/9,28698.8,10977.37
2021/4/12,28453.28,10874.83
2021/4/13,28497.25,10850.53
2021/4/14,28900.83,10999.3
2021/4/15,28793.14,10905.89
2021/4/16,28969.71,11027.51
2021/4/19,29106.15,11092.95
2021/4/20,29135.73,11085.87
2021/4/21,28621.92,10888.52
2021/4/22,28755.34,10939.12
2021/4/23,29078.75,11067.84
2021/4/26,28952.83,10981.31
2021/4/27,28941.54,10983.46
2021/4/28,29071.34,11014.69
2021/4/29,29303.26,11049.88
2021/4/30,28724.88,10825.25
2021/5/3,28357.54,10713
2021/5/4,28557.14,10765.72
2021/5/5,28417.98,10721.87
2021/5/6,28637.46,10756.37
2021/5/7,28610.65,10699
2021/5/10,28595.66,10651.07
2021/5/11,28013.81,10431.55
2021/5/12,28231.04,10556.57
2021/5/13,27718.67,10339.99
2021/5/14,28027.57,10404.95
2021/5/17,28194.09,10503.84
2021/5/18,28593.81,10654.3
2021/5/20,28450.29,10642.8
2021/5/21,28458.44,10702.57
2021/5/24,28412.26,10641.4
2021/5/25,28910.86,10792.63
2021/5/26,29166.01,10855.58
2021/5/27,29113.2,10848.35
2021/5/28,29124.41,10793.55
2021/5/31,29151.8,10889.12
2021/6/1,29468,10990.75
2021/6/2,29297.62,10951.84
2021/6/3,28966.03,10826.78
2021/6/4,28918.1,10805.64
2021/6/7,28787.28,10748.2
2021/6/8,28781.38,10729.52
2021/6/9,28742.63,10704.75
2021/6/10,28738.88,10716.28
2021/6/11,28842.13,10750.95
