Date,601318 CH EQUITY,2318 HK EQUITY
2010/5/5,24.385,31.575
2010/5/6,23.12,31.125
2010/5/7,23.165,30.55
2010/5/10,24.105,31.5
2010/5/11,23.41,30.675
2010/5/12,24.305,30.825
2010/5/13,24.69,31.75
2010/5/14,24.15,31.125
2010/5/17,22.76,29.825
2010/5/18,23.345,30.5
2010/5/19,23.155,29.975
2010/5/20,22.465,30
2010/5/24,23.445,30.65
2010/5/25,22.625,29
2010/5/26,22.71,30.3
2010/5/27,23.05,30.8
2010/5/28,22.98,31.95
2010/5/31,22.68,31.325
2010/6/1,22.96,30.7
2010/6/2,22.75,30.65
2010/6/3,22.815,31.175
2010/6/4,22.775,31.85
2010/6/7,22.27,31.1
2010/6/8,22.14,30.8
2010/6/9,22.835,31
2010/6/10,22.39,30.8
2010/6/11,22.655,31.05
2010/6/17,22.52,31.35
2010/6/18,22.465,31.35
2010/6/21,23.51,33.375
2010/6/22,23.555,33.2
2010/6/23,23.38,33.575
2010/6/24,23.595,33.4
2010/6/25,23.755,33.175
2010/6/28,23.405,33
2010/9/2,24.305,33.05
2010/9/3,24.435,34.85
2010/9/6,25.53,35
2010/9/7,25.395,35.125
2010/9/8,24.955,34.7
2010/9/9,24.245,35.2
2010/9/10,24.53,35.4
2010/9/13,24.81,36.25
2010/9/14,25.06,36.675
2010/9/15,24.65,36.75
2010/9/16,24.465,36.275
2010/9/17,24.38,36.775
2010/9/20,24.99,36.625
2010/9/21,25.12,37.425
2010/9/27,25.755,38.4
2010/9/28,25.505,38.3
2010/9/29,25.54,39.125
2010/9/30,26.445,39.6
2010/10/8,27.58,38.325
2010/10/11,29.1,39.65
2010/10/12,29.255,39.975
2010/10/13,29.65,42.775
2010/10/14,30.4,43.575
2010/10/15,31.35,41.75
2010/10/18,30.245,41.45
2010/10/19,31.315,42.7
2010/10/20,33.49,42.775
2010/10/21,32.835,44.075
2010/10/22,32.495,43.95
2010/10/25,33.415,43.625
2010/10/26,32.01,43.375
2010/10/27,30.64,42.075
2010/10/28,30.405,42.8
2010/10/29,29.96,41.725
2010/11/2,30.245,43.25
2010/11/3,30.22,43.975
2010/11/4,30.725,43.925
2010/11/5,31.245,44.45
2010/11/8,30.82,44.125
2010/11/9,30.08,43.075
2010/11/10,30.5,44.625
2010/11/11,31.245,46.725
2010/11/12,30.37,45.625
2010/11/15,29.715,44.75
2010/11/16,28.325,43.55
2010/11/17,28.455,43.8
2010/11/18,28.825,45.6
2010/11/19,28.855,47.2
2010/11/22,29.185,46.725
2010/11/23,28.13,44.675
2010/11/24,29.145,45.1
2010/11/25,29.245,44.975
2010/11/26,28.585,44.55
2010/11/29,28.875,45.075
2010/11/30,28.345,44.8
2010/12/1,28,45.5
2010/12/2,28.455,46.475
2010/12/3,29.31,45.475
2010/12/6,29.885,45.575
2010/12/7,30.19,45.75
2010/12/8,29.605,44.85
2010/12/9,29.585,44.975
2010/12/10,30.45,44.4
2010/12/13,30.74,44.05
2010/12/14,30.475,44.25
2010/12/15,29.735,42.95
2010/12/16,28.885,41
2010/12/17,28.76,41.5
2010/12/20,28.105,40.925
2010/12/21,29.29,42.3
2010/12/22,28.645,42.3
2010/12/23,28.465,41.575
2010/12/24,28.495,41.5
2010/12/28,27.555,41.925
2010/12/29,27.765,42.425
2010/12/30,27.605,42.825
2010/12/31,28.08,43.45
2011/1/4,28.455,43.55
2011/1/5,27.43,42.675
2011/1/6,26.295,42.375
2011/1/7,26.505,41.95
2011/1/10,26.015,41.65
2011/1/11,26.06,41.625
2011/1/12,26.495,42.425
2011/1/13,26.49,42.775
2011/1/14,25.99,42.05
2011/1/17,24.925,41.125
2011/1/18,25,40.975
2011/1/19,25.34,41.625
2011/1/20,24.39,40.6
2011/1/21,24.705,40.175
2011/1/24,24.175,40.05
2011/1/25,24.25,39.225
2011/1/26,24.465,39.625
2011/1/27,24.965,39.45
2011/1/28,24.7,39.15
2011/1/31,24.85,38.625
2011/2/1,24.975,38.375
2011/2/9,24.95,38.5
2011/2/10,25.285,37.875
2011/2/11,24.985,38.2
2011/2/14,26.145,39.4
2011/2/15,25.82,38.775
2011/2/16,25.745,39.4
2011/2/17,25.63,39.725
2011/2/18,25.59,41.15
2011/2/21,25.78,40.375
2011/2/22,24.62,39.275
2011/2/23,24.465,38.65
2011/2/24,24.435,38.025
2011/2/25,24.61,38.725
2011/2/28,24.88,39.95
2011/3/1,25.125,40.6
2011/3/2,25.055,39.95
2011/3/3,25.36,40.4
2011/3/4,26.065,41.375
2011/3/7,26.75,41.6
2011/3/8,26.585,42.2
2011/3/9,26.71,42.95
2011/3/10,25.82,42.05
2011/3/11,25.43,40.85
2011/3/15,24.725,38.35
2011/3/16,25.075,38.225
2011/3/17,24.385,37.15
2011/3/18,24.515,36.8
2011/3/21,24.6,37.55
2011/3/22,25.045,38.3
2011/3/23,25.215,38.45
2011/3/24,25.005,38.425
2011/3/25,25.255,38.425
2011/3/28,25.035,38.05
2011/3/29,24.93,37.525
2011/3/30,24.995,38.575
2011/3/31,24.73,39.425
2011/4/1,25.615,41.3
2011/4/6,26.615,43.125
2011/4/7,26.5,42.975
2011/4/8,26.45,42.85
2011/4/11,25.94,42.45
2011/4/12,25.99,42.1
2011/4/13,26.755,42.45
2011/4/14,26.585,42.825
2011/4/15,27.09,43.225
2011/4/18,27.445,42.975
2011/4/19,26.4,42.475
2011/4/20,26.31,42.9
2011/4/21,26.48,43.25
2011/4/26,25.785,42.775
2011/4/27,25.805,42.325
2011/4/28,26.06,42.525
2011/4/29,26.115,42.225
2011/5/3,26.285,42.175
2011/5/4,25.395,40.925
2011/5/5,25.155,41.2
2011/5/6,25.04,41.25
2011/5/9,24.86,41.5
2011/5/11,25.12,41.325
2011/5/12,24.605,40.925
2011/5/13,25.03,41.125
2011/5/16,24.635,40.8
2011/5/17,24.905,40.875
2011/5/18,25.055,40.9
2011/5/19,24.945,40.975
2011/5/20,24.99,41.075
2011/5/23,24.065,40.3
2011/5/24,24.12,40.325
2011/5/25,23.895,40.075
2011/5/26,23.86,40.225
2011/5/27,23.985,40.725
2011/5/30,23.99,40.75
2011/5/31,24.355,41.775
2011/6/1,24.245,41.45
2011/6/2,23.63,40.975
2011/6/3,23.84,40.425
2011/6/7,23.97,40.525
2011/6/8,23.81,39.45
2011/6/9,23.515,39.425
2011/6/10,23.715,38.85
2011/6/13,23.39,38.9
2011/6/14,23.54,39
2011/6/15,23.195,38.575
2011/6/17,22.56,37.175
2011/6/20,22.18,37.225
2011/6/21,22.315,38.025
2011/6/22,22.455,38.2
2011/6/23,22.935,37.85
2011/6/24,23.845,39.475
2011/6/27,23.745,39.45
2011/6/28,23.65,39.45
2011/6/29,23.365,39.3
2011/6/30,24.135,40.175
2011/7/4,24.585,41.05
2011/7/5,24.35,40.9
2011/7/6,24.5,40.6
2011/7/7,24.3,40.975
2011/7/8,24.245,41.15
2011/7/11,23.97,40.35
2011/7/12,23.29,38.95
2011/7/13,23.71,39.45
2011/7/14,23.69,39.475
2011/7/15,23.89,39.6
2011/7/18,23.725,39.4
2011/7/19,23.455,39.3
2011/7/20,23.555,39.2
2011/7/21,22.99,39
2011/7/22,23.195,39.05
2011/7/25,22.595,38.45
2011/7/26,22.8,38.775
2011/7/27,22.5,38.25
2011/7/28,22.035,38.375
2011/7/29,22.25,37.925
2011/8/1,22.455,38.35
2011/8/2,22.185,37.65
2011/8/3,22.025,36.625
2011/8/4,22.015,36.1
2011/8/5,21.17,34.9
2011/8/8,20.48,33.95
2011/8/9,20.345,31.625
2011/8/10,20.495,31.75
2011/8/11,20.835,31.375
2011/8/12,20.635,31.05
2011/8/15,21.3,33.825
2011/8/16,20.935,33.525
2011/8/18,20.625,32.525
2011/8/19,20.155,31.475
2011/8/22,20.21,31.125
2011/8/23,20.495,32.425
2011/8/24,20.305,31.225
2011/8/25,21.23,31.325
2011/8/26,21.005,30.25
2011/8/29,20.535,30.15
2011/8/30,20.41,31.075
2011/8/31,20.365,31.175
2011/9/1,20.565,31.7
2011/9/2,20.56,31.2
2011/9/5,20.13,30.075
2011/9/6,19.97,30.025
2011/9/7,20.26,31.025
2011/9/8,20.01,30.675
2011/9/9,20.08,30.95
2011/9/14,19.735,28.6
2011/9/15,19.65,28.825
2011/9/16,19.785,29.8
2011/9/19,19.4,28
2011/9/20,19.49,28.425
2011/9/21,20.065,28.275
2011/9/22,19.445,26.275
2011/9/23,19.005,24.625
2011/9/26,17.185,21.25
2011/9/27,17.5,23.4
2011/9/28,17.34,23.5
2011/9/30,16.785,22.1
2011/10/10,16.95,22.525
2011/10/11,17.17,23.25
2011/10/12,18.125,25.1
2011/10/13,18.155,27
2011/10/14,18.215,26.65
2011/10/17,18.585,28.275
2011/10/18,17.76,26.55
2011/10/19,17.795,25.725
2011/10/20,17.345,24.9
2011/10/21,17.5,24.15
2011/10/24,18.42,25.95
2011/10/25,18.54,26.75
2011/10/26,18.765,26.975
2011/10/27,18.995,29.05
2011/10/28,19.36,29.525
2011/10/31,19.34,29.35
2011/11/1,19.61,28.125
2011/11/2,20.04,29.6
2011/11/3,20.19,29.375
2011/11/4,20.195,31.225
2011/11/7,19.89,31.15
2011/11/8,19.955,31.075
2011/11/9,20.27,31.825
2011/11/10,19.42,29.5
2011/11/11,19.405,29.925
2011/11/14,19.975,31.4
2011/11/15,19.77,30.775
2011/11/16,18.865,28.975
2011/11/17,18.62,28.7
2011/11/18,18.19,27.25
2011/11/21,18.31,26.275
2011/11/22,18.17,26.75
2011/11/23,17.8,25.7
2011/11/24,18.07,26.55
2011/11/25,17.87,26
2011/11/28,18.02,26.925
2011/11/29,18.335,27
2011/11/30,17.63,25.575
2011/12/1,18.59,28.9
2011/12/2,18.535,30.175
2011/12/5,18.545,30.025
2011/12/6,18.41,29.175
2011/12/7,18.96,29.6
2011/12/8,18.995,29
2011/12/9,18.985,27.95
2011/12/12,18.755,27.775
2011/12/13,18.01,27.375
2011/12/14,18.005,27.1
2011/12/15,17.61,26.625
2011/12/16,17.975,27.25
2011/12/19,18.065,26.725
2011/12/20,18.16,26.45
2011/12/21,17.215,25.75
2011/12/22,16.995,25.275
2011/12/23,16.995,25.975
2011/12/28,17.06,25.575
2011/12/29,16.975,25.475
2011/12/30,17.22,25.6
2012/1/4,16.95,25.525
2012/1/5,16.965,25.5
2012/1/6,16.925,24.35
2012/1/9,17.365,25.175
2012/1/10,18.145,25.975
2012/1/11,17.915,25.975
2012/1/12,18.185,26.025
2012/1/13,18.015,26.325
2012/1/16,17.795,25.675
2012/1/17,18.91,27.675
2012/1/18,18.725,27.85
2012/1/19,19.255,29.8
2012/1/20,19.55,29.575
2012/1/30,19.3,29.975
2012/1/31,19.17,30.7
2012/2/1,18.705,30.475
2012/2/2,19.82,32.1
2012/2/3,20.075,32.575
2012/2/6,19.81,31.875
2012/2/7,19.455,31.35
2012/2/9,19.94,32.55
2012/2/10,20.045,31.9
2012/2/13,20.14,32.6
2012/2/14,19.79,32.7
2012/2/15,20.12,33.225
2012/2/16,19.84,32.5
2012/2/17,19.875,33.025
2012/2/20,20.045,33.375
2012/2/21,20.345,33.575
2012/2/22,20.545,34.175
2012/2/23,20.505,33.725
2012/2/24,20.84,33.6
2012/2/27,20.755,33
2012/2/28,20.855,33.425
2012/2/29,20.41,33.925
2012/3/1,20.275,32.875
2012/3/2,20.625,33.1
2012/3/5,20.05,32.1
2012/3/6,19.72,30.9
2012/3/7,19.57,29.65
2012/3/8,19.955,31.175
2012/3/9,20.035,31.35
2012/3/12,19.89,31.65
2012/3/13,20.325,31.95
2012/3/14,19.875,31.4
2012/3/15,19.77,31.675
2012/3/16,19.77,31.1
2012/3/19,19.505,30.4
2012/3/20,19.38,30.2
2012/3/21,19.465,30.05
2012/3/22,19.475,29.85
2012/3/23,19.21,29.8
2012/3/26,19.13,29.875
2012/3/27,19.16,30.275
2012/3/28,18.69,30.075
2012/3/29,18.12,29.2
2012/3/30,18.29,29.35
2012/4/5,18.88,30.1
2012/4/10,19.035,29.575
2012/4/11,18.95,29.35
2012/4/12,19.535,29.75
2012/4/13,19.875,31.025
2012/4/16,19.74,30.925
2012/4/17,19.44,30.75
2012/4/18,19.995,31.15
2012/4/19,20.505,32.075
2012/4/20,20.685,32
2012/4/23,20.315,30.95
2012/4/24,20.395,31.15
2012/4/25,20.4,31.1
2012/4/26,20.595,31.875
2012/4/27,20.355,31.9
2012/5/2,21.085,33.15
2012/5/3,21.54,33.575
2012/5/4,21.54,32.975
2012/5/7,20.995,31.75
2012/5/8,20.795,31.85
2012/5/9,20.725,31
2012/5/10,20.685,30.85
2012/5/11,20.59,30.1
2012/5/14,20.395,29.5
2012/5/15,21.095,30.425
2012/5/16,20.605,29.65
2012/5/17,21.2,29.35
2012/5/18,20.705,28.95
2012/5/21,20.81,28.6
2012/5/22,21.285,28.8
2012/5/23,21.105,28.775
2012/5/24,21.02,28.775
2012/5/25,20.325,28.225
2012/5/28,20.535,28.35
2012/5/29,21.11,29.25
2012/5/30,21.125,28.85
2012/5/31,20.945,28.575
2012/6/1,21.085,28.25
2012/6/4,20.405,26.7
2012/6/5,20.335,26.975
2012/6/6,20.5,27.925
2012/6/7,20.54,27.975
2012/6/8,20.55,28.525
2012/6/11,21.165,29.575
2012/6/12,21.25,29.625
2012/6/13,22.64,30.4
2012/6/14,22.565,30
2012/6/15,23.03,30.5
2012/6/18,23.06,30.975
2012/6/19,22.98,30.975
2012/6/20,23.02,31.225
2012/6/21,22.385,30.25
2012/6/25,21.77,29.35
2012/6/26,21.985,29.975
2012/6/28,22.325,29.85
2012/6/29,22.87,30.85
2012/7/3,22.81,31.175
2012/7/4,22.575,30.775
2012/7/5,22.675,31.175
2012/7/6,23.12,31.65
2012/7/9,22.8,30.875
2012/7/10,22.76,30.575
2012/7/11,22.855,30.875
2012/7/12,22.505,30.125
2012/7/13,22.5,30.175
2012/7/16,21.785,30
2012/7/17,22.145,31.05
2012/7/18,22.15,30.95
2012/7/19,22.97,31.75
2012/7/20,22.985,31.725
2012/7/23,22.395,30.325
2012/7/24,22.465,29.975
2012/7/25,22.35,29.625
2012/7/26,22.35,29.4
2012/7/27,22.245,30.025
2012/7/30,21.805,30.375
2012/7/31,22.12,30.425
2012/8/1,22.605,30.925
2012/8/2,22.42,30.525
2012/8/3,22.025,30.725
2012/8/6,22.3,30.825
2012/8/7,21.96,30.675
2012/8/8,22.185,30.725
2012/8/9,22.33,31.075
2012/8/10,22.42,31
2012/8/13,20.96,30.25
2012/8/14,20.8,30.425
2012/8/15,20.765,29.95
2012/8/16,20.76,29.875
2012/8/17,20.81,30.25
2012/8/20,20.57,30.125
2012/8/21,20.53,30.175
2012/8/22,20.445,29.925
2012/8/23,20.515,30.025
2012/8/24,20.435,29.55
2012/8/27,19.435,28.775
2012/8/28,19.44,28.6
2012/8/29,19.215,28.35
2012/8/30,19.565,28.15
2012/8/31,19.425,28
2012/9/3,19.925,27.775
2012/9/4,19.715,27.75
2012/9/5,19.625,27.575
2012/9/6,19.91,27.55
2012/9/7,21.025,28.525
2012/9/10,20.985,28.475
2012/9/11,20.61,28.525
2012/9/12,20.61,28.775
2012/9/13,20.415,28.85
2012/9/14,20.515,29.925
2012/9/17,20.015,29.5
2012/9/18,20.015,29.2
2012/9/19,20.19,29.35
2012/9/20,19.905,28.9
2012/9/21,19.79,29.05
2012/9/24,20.13,29.05
2012/9/25,20.315,29.25
2012/9/26,20.175,29.05
2012/9/27,20.82,29.575
2012/9/28,20.97,29.3
2012/10/8,20.725,29.925
2012/10/9,21.175,30.325
2012/10/10,21.1,30.45
2012/10/11,20.82,30.275
2012/10/12,20.755,30.5
2012/10/15,20.86,30.425
2012/10/16,20.88,30.675
2012/10/17,20.77,30.825
2012/10/18,20.895,31.05
2012/10/19,21,31.3
2012/10/22,21.11,31.675
2012/10/24,20.84,31.925
2012/10/25,20.42,31.525
2012/10/26,19.87,30.525
2012/10/29,19.03,30.6
2012/10/30,19.24,30.25
2012/10/31,19.4,30.7
2012/11/1,19.665,30.975
2012/11/2,19.525,31.25
2012/11/5,19.38,31.45
2012/11/6,19.57,31.075
2012/11/7,19.46,31.3
2012/11/8,19.305,30.675
2012/11/9,19.305,30.6
2012/11/12,19.1,30.5
2012/11/13,18.79,29.95
2012/11/14,18.915,30.2
2012/11/15,18.885,29.75
2012/11/16,18.545,29.8
2012/11/19,18.245,29.225
2012/11/20,17.665,28.875
2012/11/21,18.22,29.1
2012/11/22,18.25,29.4
2012/11/23,18.56,29.7
2012/11/26,18.5,29.375
2012/11/27,18.115,29.25
2012/11/28,17.91,28.75
2012/11/29,17.84,28.95
2012/11/30,18.24,29.325
2012/12/3,18.315,28.925
2012/12/4,18.695,28.825
2012/12/5,19.46,30.25
2012/12/6,19.45,30.175
2012/12/7,19.655,30
2012/12/10,19.995,30.125
2012/12/11,19.9,29.975
2012/12/12,19.94,30.275
2012/12/13,19.43,30.425
2012/12/14,20.98,31.475
2012/12/17,21.255,31.95
2012/12/18,21.09,31.775
2012/12/19,20.885,31.525
2012/12/20,21.13,31.425
2012/12/21,21.195,31.625
2012/12/24,21.06,31.55
2012/12/27,21.615,31.85
2012/12/28,21.905,31.85
2012/12/31,22.645,32.45
2013/1/4,23.555,34.825
2013/1/7,23.61,35.5
2013/1/8,22.73,34.075
2013/1/9,22.535,34.375
2013/1/10,22.495,33.9
2013/1/11,22.215,33.475
2013/1/14,23.435,34.45
2013/1/15,23.49,34.675
2013/1/16,22.975,34.425
2013/1/17,22.54,34.25
2013/1/18,23.225,34.9
2013/1/21,22.885,34.875
2013/1/22,23.11,35.3
2013/1/23,23.22,35.025
2013/1/24,23.27,34.675
2013/1/25,22.795,34.325
2013/1/28,23.33,34.6
2013/1/29,23.36,34.425
2013/1/30,23.79,34.975
2013/1/31,24.11,34.775
2013/2/1,25.385,35.425
2013/2/4,25.745,34.45
2013/2/5,25.325,33.625
2013/2/6,26.39,33.75
2013/2/7,26.24,33.525
2013/2/8,25.945,33.7
2013/2/18,24.77,33.575
2013/2/19,24.39,32.85
2013/2/20,24.39,33.05
2013/2/21,23.37,32.475
2013/2/22,22.98,32.225
2013/2/25,22.905,32.225
2013/2/26,22.485,31.875
2013/2/27,22.6,31.925
2013/2/28,23.535,32.45
2013/3/1,22.975,32.125
2013/3/4,21.34,31.425
2013/3/5,21.975,31.375
2013/3/6,22.26,32.15
2013/3/7,21.805,32.275
2013/3/8,21.96,32.75
2013/3/11,21.6,32.275
2013/3/12,21.625,31.575
2013/3/13,21.315,31.05
2013/3/14,21.39,30.95
2013/3/15,20.96,30.65
2013/3/18,20.315,30.225
2013/3/19,20.795,29.775
2013/3/20,21.545,30.175
2013/3/21,21.58,30.375
2013/3/22,21.555,30.2
2013/3/25,21.42,30.125
2013/3/26,21,29.975
2013/3/27,21.065,30.275
2013/3/28,20.525,30.1
2013/4/2,20.265,29.9
2013/4/3,20.38,29.875
2013/4/8,20,28.575
2013/4/9,20.57,29.425
2013/4/10,20.59,29.8
2013/4/11,20.615,29.875
2013/4/12,20.575,29.6
2013/4/15,20.255,29.2
2013/4/16,20.765,29.2
2013/4/17,20.905,28.9
2013/4/18,21.13,28.975
2013/4/19,21.45,30.05
2013/4/22,20.975,29.8
2013/4/23,19.96,29.3
2013/4/24,20.19,29.8
2013/4/25,20.07,29.8
2013/4/26,19.905,30.075
2013/5/2,20.015,30.625
2013/5/3,20.545,30.75
2013/5/6,20.765,31.25
2013/5/7,20.66,31.65
2013/5/8,20.84,32.075
2013/5/9,20.555,31.675
2013/5/10,20.55,31.8
2013/5/13,20.095,30.475
2013/5/14,19.52,30.15
2013/5/15,19.345,30.275
2013/5/16,19.93,29.95
2013/5/20,20.43,30.55
2013/5/21,20.275,30.425
2013/5/22,20.295,30.475
2013/5/23,19.74,29.5
2013/5/24,19.795,29.325
2013/5/27,19.735,29.525
2013/5/28,20.36,30.025
2013/5/29,20.12,29.375
2013/5/30,19.99,29.1
2013/5/31,19.805,28.9
2013/6/3,19.815,28.925
2013/6/4,19.57,28.975
2013/6/5,19.545,28.85
2013/6/6,19.315,28.575
2013/6/7,18.9,28.4
2013/6/13,18.245,27.6
2013/6/14,18.43,27.5
2013/6/17,18.79,27.725
2013/6/18,19.09,27.675
2013/6/19,18.86,27.5
2013/6/20,18.19,26.8
2013/6/21,18.555,26.5
2013/6/24,17.25,25.75
2013/6/25,17.31,25.125
2013/6/26,17.26,25.575
2013/6/27,17.195,25.35
2013/6/28,17.38,26.1
2013/7/2,17.21,25.725
2013/7/3,17.005,24.875
2013/7/4,17.115,24.8
2013/7/5,17.255,24.975
2013/7/8,16.985,24.525
2013/7/9,16.87,24.425
2013/7/10,17.17,25.1
2013/7/11,18.12,26.225
2013/7/12,17.505,25.575
2013/7/15,17.62,25.5
2013/7/16,17.505,25.425
2013/7/17,17.19,25.325
2013/7/18,16.765,25.125
2013/7/19,16.695,24.875
2013/7/22,16.695,24.925
2013/7/23,16.905,25.75
2013/7/24,16.485,25.475
2013/7/25,16.345,25.15
2013/7/26,16.3,25.175
2013/7/29,16.04,24.9
2013/7/30,16.065,25.025
2013/7/31,16.04,25.1
2013/8/1,16.33,25.1
2013/8/2,16.16,25.325
2013/8/5,16.495,25.05
2013/8/6,16.5,25.025
2013/8/7,16.395,24.625
2013/8/8,16.455,24.75
2013/8/9,16.51,24.775
2013/8/12,17.255,26.575
2013/8/13,17.415,27.2
2013/8/15,17.325,27.45
2013/8/16,17.195,27.45
2013/8/19,17.27,27.3
2013/8/20,17.1,26.55
2013/8/21,17.125,26.65
2013/8/22,17.055,26.625
2013/8/23,16.89,26.6
2013/8/26,17.23,27.175
2013/8/27,17.155,27.15
2013/8/28,16.845,26.6
2013/8/29,16.885,26.925
2013/8/30,17.43,27.175
2013/9/2,17.58,28.075
2013/9/3,18.04,28.475
2013/9/4,17.865,28.5
2013/9/5,17.875,28.75
2013/9/6,17.885,28.7
2013/9/9,18.805,29.425
2013/9/10,19.08,29.85
2013/9/11,19.05,29.75
2013/9/12,19.32,29.875
2013/9/13,18.8,29.725
2013/9/16,18.97,30.25
2013/9/17,18.89,30.025
2013/9/18,18.845,29.85
2013/9/23,19.095,30.2
2013/9/24,18.455,29.775
2013/9/25,18.355,29.375
2013/9/26,17.8,29.2
2013/9/27,17.905,29.375
2013/9/30,17.85,28.825
2013/10/8,17.955,29.35
2013/10/9,18.09,28.9
2013/10/10,17.78,28.625
2013/10/11,18.2,29.125
2013/10/15,18.425,29.475
2013/10/16,17.93,29.35
2013/10/17,17.79,29.1
2013/10/18,17.855,29.275
2013/10/21,18.06,29.3
2013/10/22,17.82,29.05
2013/10/23,17.805,28.975
2013/10/24,17.495,28.75
2013/10/25,17.63,28.525
2013/10/28,17.8,29
2013/10/29,18.38,29.225
2013/10/30,18.695,30.325
2013/10/31,18.41,30.525
2013/11/1,18.78,30.75
2013/11/4,18.565,30.675
2013/11/5,18.37,30.55
2013/11/6,18.305,30.6
2013/11/7,18.275,30.475
2013/11/8,18.04,30.525
2013/11/11,18.125,31.225
2013/11/12,18.685,31.125
2013/11/13,18.135,30.475
2013/11/14,18.37,30.625
2013/11/15,19.09,31.75
2013/11/18,20.57,34.75
2013/11/19,20.39,34.95
2013/11/20,20.5,35.7
2013/11/21,20.005,35.525
2013/11/22,20.04,36.575
2013/11/25,20.205,36.125
2013/11/26,20.275,35.975
2013/11/27,20.72,36.275
2013/11/28,20.745,35.9
2013/11/29,20.78,36.15
2013/12/2,21.445,37.65
2013/12/3,21.495,37.125
2013/12/4,22.125,37.6
2013/12/5,22.01,37.525
2013/12/6,21.455,37.175
2013/12/9,21.455,38
2013/12/10,21.595,37.875
2013/12/11,20.865,36.35
2013/12/12,20.76,36.275
2013/12/13,21.14,36.4
2013/12/16,21.01,35.6
