Date,601318 CH EQUITY,2318 HK EQUITY
2017/7/19,53.84,58.8
2017/7/20,54.01,58.7
2017/7/21,51.96,57.2
2017/7/24,52.61,57.8
2017/7/25,52.31,57.25
2017/7/26,51.89,57.2
2017/7/27,52.36,57.75
2017/7/28,51.89,57.2
2017/7/31,52.02,57.95
2017/8/1,54.85,60.3
2017/8/2,54.04,59.5
2017/8/3,52.92,59.05
2017/8/4,51.94,58.85
2017/8/7,52.32,59.05
2017/8/8,52.45,59.45
2017/8/9,52.06,58.55
2017/8/10,50.73,57.2
2017/8/11,49.58,56
2017/8/14,50.49,57.35
2017/8/15,50.9,57.55
2017/8/16,51.21,57.95
2017/8/17,51.1,59.35
2017/8/18,53.17,60.2
2017/8/21,53.03,60.65
2017/8/22,55.2,63.2
2017/8/24,55.12,62.8
2017/8/25,55.83,62.8
2017/8/28,56.2,62.8
2017/8/29,57.06,62.9
2017/8/30,56.41,62.55
2017/8/31,56.03,62.15
2017/9/1,56.17,62.25
2017/9/4,55.15,61.5
2017/9/5,56.29,61.75
2017/9/6,55.4,61.65
2017/9/7,54.91,61.4
2017/9/8,55.02,61.7
2017/9/11,53.99,61.8
2017/9/12,54.81,62
2017/9/13,55.07,62.25
2017/9/14,54.02,61.75
2017/9/15,53.38,61.9
2017/9/18,53.3,62.85
2017/9/19,53.46,62.3
2017/9/20,53.08,62.4
2017/9/21,53.82,62.6
2017/9/22,54.04,61.6
2017/9/25,54.16,60.85
2017/9/26,54.25,60.7
2017/9/27,53.6,61
2017/9/28,53.74,59.4
2017/9/29,54.16,59.95
2017/10/9,54.76,63.25
2017/10/10,54.92,63.1
2017/10/11,55.31,62.2
2017/10/12,57.11,63.95
2017/10/13,57.08,63.95
2017/10/16,57.17,64.7
2017/10/17,57.94,64.9
2017/10/18,58.98,66.15
2017/10/19,59.59,64.7
2017/10/20,59.02,67.15
2017/10/23,59.88,67.05
2017/10/24,60.2,66.15
2017/10/25,60.08,67
2017/10/26,61.39,67.25
2017/10/27,63.93,68.75
2017/10/30,64.06,68.05
2017/10/31,64.36,68.5
2017/11/1,64.12,70.3
2017/11/2,64.14,70.05
2017/11/3,64.45,70.7
2017/11/6,64.01,70.8
2017/11/7,65.37,71.7
2017/11/8,64.61,70.85
2017/11/9,66.33,73.45
2017/11/10,69.89,75.8
2017/11/13,70.15,75.55
2017/11/14,70.42,75.45
2017/11/15,69.2,73.75
2017/11/16,73.01,77.85
2017/11/17,75.27,78.85
2017/11/20,75.71,79.2
2017/11/21,78.44,86.2
2017/11/22,77.45,84.1
2017/11/23,74.32,80.9
2017/11/24,74.62,83.75
2017/11/27,73.55,81.5
2017/11/28,72.73,81.55
2017/11/29,72.42,80
2017/11/30,69.92,77
2017/12/1,68.1,75.5
2017/12/4,69.39,77.2
2017/12/5,71.2,76.2
2017/12/6,69.4,73
2017/12/7,68.64,74.75
2017/12/8,71.49,78.4
2017/12/11,73.25,81.35
2017/12/12,71.21,78.65
2017/12/13,72.12,79.5
2017/12/14,71.01,79.15
2017/12/15,70.38,77.4
2017/12/18,70.67,77.3
2017/12/19,73.58,80.55
2017/12/20,73.94,80.25
2017/12/21,74.91,82.5
2017/12/22,74.02,82.9
2017/12/27,70.35,80.9
2017/12/28,70.59,81.6
2017/12/29,69.98,81.35
2018/1/2,72.59,85
2018/1/3,70.97,83.8
2018/1/4,71.18,83.85
2018/1/5,70.89,82.25
2018/1/8,70.01,82.25
2018/1/9,71.87,84.3
2018/1/10,71.72,83.15
2018/1/11,72.65,83.55
2018/1/12,74.41,86.4
2018/1/15,77.65,88.2
2018/1/16,77.81,90.65
2018/1/17,77.34,90.1
2018/1/18,77.61,92.5
2018/1/19,77.59,93.3
2018/1/22,78.74,96.15
2018/1/23,78.76,96.4
2018/1/24,76.44,94
2018/1/25,75.29,91.7
2018/1/26,76.1,93.4
2018/1/29,73.36,90.65
2018/1/30,73.38,90.2
2018/1/31,75.08,92.65
2018/2/1,75.48,91.1
2018/2/2,76.01,90.7
2018/2/5,75.71,89.7
2018/2/6,73.77,84.35
2018/2/7,71.38,83.1
2018/2/8,68.99,83.4
2018/2/9,64.43,79.25
2018/2/12,64.96,79.45
2018/2/13,67.02,82.35
2018/2/14,68.89,84.15
2018/2/22,69.77,85.15
2018/2/23,70.64,85.75
2018/2/26,70.8,87
2018/2/27,69.81,85.35
2018/2/28,67.76,83.45
2018/3/1,68.93,84.7
2018/3/2,67.68,82.7
2018/3/5,67.88,80.6
2018/3/6,69.32,83.5
2018/3/7,68.78,81.75
2018/3/8,70.54,84
2018/3/9,70.89,84.55
2018/3/12,71.12,86.8
2018/3/13,69.42,86.4
2018/3/14,68.82,86
2018/3/15,70.49,88.95
2018/3/16,70.51,89.65
2018/3/19,73.81,91.5
2018/3/20,74.09,91.25
2018/3/21,73.82,88.3
2018/3/22,72.88,87.7
2018/3/23,70.3,84.45
2018/3/26,68.28,84
2018/3/27,68.16,83.55
2018/3/28,65.4,80.15
2018/3/29,66.39,79.8
2018/4/3,64.51,80.5
2018/4/4,64.55,78.95
2018/4/9,65.96,80.4
2018/4/10,68.25,84.45
2018/4/11,67.67,84.6
2018/4/12,66.72,84.25
2018/4/13,66.18,83.95
2018/4/16,64.3,82.3
2018/4/17,63.13,81.05
2018/4/18,63.51,80.85
2018/4/19,64.48,81.75
2018/4/20,64.15,81.5
2018/4/23,64.99,82.05
2018/4/24,66.56,83.25
2018/4/25,65.5,81.65
2018/4/26,63.12,78.55
2018/4/27,60.89,76.8
2018/5/2,61.34,76.7
2018/5/3,61.44,75.65
2018/5/4,60.71,74.85
2018/5/7,61.19,74.9
2018/5/8,63.08,76.6
2018/5/9,62.95,76.95
2018/5/10,63.18,77.35
2018/5/11,63.1,77.9
2018/5/14,64.1,79.2
2018/5/15,63.97,78.9
2018/5/16,62.81,78.95
2018/5/17,62,78.6
2018/5/18,63.04,78.3
2018/5/21,63.66,78.4
2018/5/23,61.76,77.8
2018/5/24,61.22,77.95
2018/5/25,61.53,77.75
2018/5/28,62.5,78.15
2018/5/29,62.38,77.4
2018/5/30,60.65,76.4
2018/5/31,62.13,76.9
2018/6/1,61.64,77.35
2018/6/4,63.53,78.7
2018/6/5,64.58,79.5
2018/6/6,63.81,79.35
2018/6/7,63.24,79.55
2018/6/8,62.39,78.5
2018/6/11,63.03,78.75
2018/6/12,63.9,79
2018/6/13,63.75,78.55
2018/6/14,64.44,79.05
2018/6/15,64.63,79.25
2018/6/19,62.09,77.1
2018/6/20,61.85,76.8
2018/6/21,61.09,76.1
2018/6/22,61.07,75.65
2018/6/25,59.79,74.5
2018/6/26,59.24,73.4
2018/6/27,57.5,71.8
2018/6/28,56.83,71.25
2018/6/29,58.58,72.2
2018/7/3,56.34,70.75
2018/7/4,55.52,69.85
2018/7/5,55.53,69.45
2018/7/6,56.94,69.7
2018/7/9,58.88,70.95
2018/7/10,58.18,71.1
2018/7/11,57.09,70.4
2018/7/12,58.38,70.95
2018/7/13,58.54,70.9
2018/7/16,57.72,70.65
2018/7/17,58.02,70.15
2018/7/18,57.81,70.35
2018/7/19,58.71,70.4
2018/7/20,60.84,71.55
2018/7/23,61.08,71.6
2018/7/24,61.74,73.35
2018/7/25,62.16,74.2
2018/7/26,60.8,74
2018/7/27,60.87,73.7
2018/7/30,61.56,73.75
2018/7/31,61.6,72.8
2018/8/1,59.7,72.35
2018/8/2,58.26,70.3
2018/8/3,57.82,70.1
2018/8/6,57.83,70
2018/8/7,59.56,71
2018/8/8,58.38,71
2018/8/9,60.62,72.4
2018/8/10,60.44,71.95
2018/8/13,59.55,71.1
2018/8/14,59.05,70.35
2018/8/15,57.03,68.8
2018/8/16,56.98,68.45
2018/8/17,56.58,68.7
2018/8/20,57.81,69.35
2018/8/21,59.42,70.35
2018/8/22,60.93,72.8
2018/8/23,62.13,74.1
2018/8/24,62.47,73.8
2018/8/27,63.47,75.55
2018/8/28,62.9,75.65
2018/8/29,63.01,75.9
2018/8/30,63.16,76.25
2018/8/31,62.98,75.6
2018/9/3,62.73,75.85
2018/9/4,64.8,76.8
2018/9/5,62.8,76
2018/9/6,61.32,74.9
2018/9/7,62.78,74.55
2018/9/10,62.03,73.75
2018/9/11,61.68,73.25
2018/9/12,60.6,72.25
2018/9/13,62.4,74.2
2018/9/14,63.3,75.15
2018/9/17,62.51,74.55
2018/9/18,64.12,75.35
2018/9/19,65.15,77.15
2018/9/20,64.8,77.55
2018/9/21,67.49,78.9
2018/9/26,67.96,79.15
2018/9/27,67.2,78.85
2018/9/28,68.5,79.5
2018/10/8,64.78,74.75
2018/10/9,65,74.6
2018/10/10,64.65,74.75
2018/10/11,61.85,72.1
2018/10/12,63.87,73.7
2018/10/15,63.2,73.25
2018/10/16,64,73.3
2018/10/18,62.45,72.7
2018/10/19,65.62,74.05
2018/10/22,67.93,76.5
2018/10/23,65.51,75.9
2018/10/24,66.25,75.9
2018/10/25,66.66,75.4
2018/10/26,65.54,74.4
2018/10/29,62,72.75
2018/10/30,62.8,72.55
2018/10/31,63.63,73.85
2018/11/1,64.3,74.95
2018/11/2,67.35,79.05
2018/11/5,66.58,78
2018/11/6,66.8,78.65
2018/11/7,66.12,78.55
2018/11/8,66.3,78.7
2018/11/9,64.62,77.15
2018/11/12,64.66,76.8
2018/11/13,65.01,77.4
2018/11/14,63.95,76.55
2018/11/15,65.1,77.1
2018/11/16,65.25,76.95
2018/11/19,65.72,76.8
2018/11/20,64.1,75.2
2018/11/21,64.01,75.3
2018/11/22,63.14,74.9
2018/11/23,62.64,74.45
2018/11/26,63.2,75.3
2018/11/27,63.11,75.25
2018/11/28,63.77,76.05
2018/11/29,63.05,75.8
2018/11/30,63.49,75.7
2018/12/3,64.99,77.55
2018/12/4,64.89,77.85
2018/12/5,64.25,77.5
2018/12/6,63,76
2018/12/7,63,75
2018/12/10,62.18,74.1
2018/12/11,62.17,73.45
2018/12/12,62.46,74.35
2018/12/13,63.2,75.15
2018/12/14,61.94,74.05
2018/12/17,61.27,73.35
2018/12/18,60.85,73.25
2018/12/19,60.12,72.9
2018/12/20,59,71.3
2018/12/21,58.34,70.5
2018/12/24,58.25,70.05
2018/12/27,56.9,69.1
2018/12/28,56.1,68.45
2019/1/2,55.18,67.55
2019/1/3,55.68,67
2019/1/4,56.59,67.15
2019/1/7,56.3,67.35
2019/1/8,55.8,66.55
2019/1/9,56.95,68.1
2019/1/10,57.5,69.1
2019/1/11,58.07,69.55
2019/1/14,57.12,68.95
2019/1/15,58.59,70.3
2019/1/16,58.74,70.95
2019/1/17,58.73,71.15
2019/1/18,59.92,71.85
2019/1/21,60.79,72.6
2019/1/22,60.07,72.25
2019/1/23,59.49,71.65
2019/1/24,60.43,72.25
2019/1/25,61.29,73.4
2019/1/28,61.52,73.8
2019/1/29,61.65,73.5
2019/1/30,61.25,73.95
2019/1/31,62.98,75.9
2019/2/1,63.21,76.7
2019/2/11,64.39,77.35
2019/2/12,64.27,77.45
2019/2/13,65.02,78.1
2019/2/14,65.1,78.05
2019/2/15,63.25,76.4
2019/2/18,65.29,77.75
2019/2/19,65.68,78
2019/2/20,65.88,78.7
2019/2/21,65.39,79
2019/2/22,67.02,80
2019/2/25,73,84.1
2019/2/26,70.01,83.3
2019/2/27,69.98,82.75
2019/2/28,70.01,82.65
2019/3/1,72.39,84.25
2019/3/4,72.58,85.3
2019/3/5,72.07,84.2
2019/3/6,72.16,84.5
2019/3/7,70.29,83.35
2019/3/8,68.7,80.9
2019/3/11,68.79,81
2019/3/12,69.25,82.7
2019/3/13,71.54,84
2019/3/14,72.8,85.35
2019/3/15,73.85,86.25
2019/3/18,75,87.45
2019/3/19,75.35,87.9
2019/3/20,76.55,87.75
2019/3/21,75.8,87.1
2019/3/22,74.72,86.5
2019/3/25,72.29,84.45
2019/3/26,72.69,84.9
2019/3/27,74.22,85.3
2019/3/28,73.4,85.75
2019/3/29,77.1,87.9
2019/4/1,78.6,90
2019/4/2,78.96,88.7
2019/4/3,79.86,91
2019/4/4,80.2,91.3
2019/4/8,80.59,93
2019/4/9,81.1,93.65
2019/4/10,82.03,93.45
2019/4/11,80.71,91.75
2019/4/12,80.44,92.65
2019/4/15,81.66,92.6
2019/4/16,85.01,94.75
2019/4/17,84.48,94.45
2019/4/18,84.3,94.5
2019/4/23,86.06,95.2
2019/4/24,85.03,94.15
2019/4/25,83.4,92.15
2019/4/26,83.11,92.15
2019/4/29,86.43,94.35
2019/4/30,86.1,94.45
2019/5/6,81.2,90.85
2019/5/7,81.17,91
2019/5/8,78.78,89.2
2019/5/9,76.66,86.7
2019/5/10,81.38,88.85
2019/5/14,78.3,87.65
2019/5/15,80.54,88.85
2019/5/16,80.97,89.45
2019/5/17,79.1,86.95
2019/5/20,77.87,85.35
2019/5/21,78.2,84.9
2019/5/22,77.64,84.95
2019/5/23,75.44,83.25
2019/5/24,76.5,83.8
2019/5/27,77.18,84.4
2019/5/28,78.19,85.7
2019/5/29,79.78,86.15
2019/5/30,79.09,86.8
2019/5/31,79,86.6
2019/6/3,79.25,86.55
2019/6/4,77.97,85.2
2019/6/5,77.5,85.1
2019/6/6,77.11,85.25
2019/6/10,79.1,87.2
2019/6/11,81.7,88.75
2019/6/12,80.52,87.7
2019/6/13,80.49,87.8
2019/6/14,79.75,87.2
2019/6/17,79.92,87.2
2019/6/18,80.97,87.85
2019/6/19,83.54,91
2019/6/20,88.5,94.35
2019/6/21,87.97,93.95
2019/6/24,88.21,93.9
2019/6/25,86.63,92.65
2019/6/26,86.4,93.25
2019/6/27,88.05,94.05
2019/6/28,88.61,93.8
2019/7/2,91.06,96.65
2019/7/3,90.66,96.5
2019/7/4,89.9,96.35
2019/7/5,90.85,96.7
2019/7/8,88.59,95.55
2019/7/9,87.53,94
2019/7/10,87.88,93.45
2019/7/11,87.98,94.1
2019/7/12,88.75,94.25
2019/7/15,88.08,94.15
2019/7/16,86.95,93.95
2019/7/17,86.99,94.4
2019/7/18,86.73,94.1
2019/7/19,88.35,95.45
2019/7/22,87.68,93.9
2019/7/23,87.5,94.3
2019/7/24,88.85,95
2019/7/25,89.41,95.6
2019/7/26,90.1,95.25
2019/7/29,89.45,95
2019/7/30,89.98,95.15
2019/7/31,88.09,93.4
2019/8/1,87.51,93.2
2019/8/2,86.03,90.9
2019/8/5,84.61,89
2019/8/6,84.51,88.55
2019/8/7,83.47,88.25
2019/8/8,84.51,88.5
2019/8/9,84.35,87.45
2019/8/12,86.5,87.85
2019/8/13,85.01,87.3
2019/8/14,85.04,86.9
2019/8/15,86.31,87.2
2019/8/16,87.46,89.15
2019/8/19,88.45,90.6
2019/8/20,87.94,90.55
2019/8/21,87.73,90.8
2019/8/22,87.98,90.5
2019/8/23,89.89,91.8
2019/8/26,87.5,90.5
2019/8/27,87.68,90.2
2019/8/28,86.9,89.7
2019/8/29,86.7,90
2019/8/30,87.32,89.9
2019/9/2,88.5,90.2
2019/9/3,88.25,90.5
2019/9/4,88.3,92.2
2019/9/5,89.23,93.25
2019/9/6,90.7,93.8
2019/9/9,90.4,93.5
2019/9/10,89.44,92.05
2019/9/11,89.56,93.3
2019/9/12,92.34,94.65
2019/9/16,91.35,94.55
2019/9/17,89.52,93.3
2019/9/18,90,93.7
2019/9/19,89.6,92.65
2019/9/20,89.85,92.1
2019/9/23,88.91,91.15
2019/9/24,88.95,90.85
2019/9/25,88.78,90
2019/9/26,88.35,90.4
2019/9/27,88.3,89.85
2019/9/30,87.04,90.05
2019/10/8,88,90.85
2019/10/9,88.18,90.55
2019/10/10,88.5,91.1
2019/10/11,89.9,93.6
2019/10/14,90.45,94.6
2019/10/15,90.2,94.4
2019/10/16,90.58,94.3
2019/10/17,91.72,94.9
2019/10/18,89.75,94.6
2019/10/21,90.07,94.2
2019/10/22,90.29,94.4
2019/10/23,89.5,93.9
2019/10/24,89.8,94.55
2019/10/25,88,90.9
2019/10/28,88.64,91.1
2019/10/29,88.2,91.4
2019/10/30,87.95,90.5
2019/10/31,88.12,90.75
2019/11/1,90.04,91.75
2019/11/4,90.29,93.25
2019/11/5,90.06,93.9
2019/11/6,90,94
2019/11/7,89.77,94.45
2019/11/8,89.17,94.1
2019/11/11,88.21,92.2
2019/11/12,88.22,92.4
2019/11/13,88,91.45
2019/11/14,88.03,91.15
2019/11/15,87.9,91.05
2019/11/18,88.71,91.7
2019/11/19,88.89,92.35
2019/11/20,88.05,91.85
2019/11/21,86.34,91.1
2019/11/22,84.89,90.8
2019/11/25,85.5,90.9
2019/11/26,85.4,91.1
2019/11/27,84.91,91.2
2019/11/28,84.4,90.35
2019/11/29,83.62,88.7
2019/12/2,83.29,89.55
2019/12/3,84.27,90
2019/12/4,84.07,88.65
2019/12/5,84.67,89.3
2019/12/6,84.74,89.8
2019/12/9,83.65,89.5
2019/12/10,83.59,89.5
2019/12/11,84.04,90.85
2019/12/12,84.04,91.3
2019/12/13,86.77,93.1
2019/12/16,85.64,92.6
2019/12/17,86.13,92.5
2019/12/18,85.98,92.35
2019/12/19,85.7,92
2019/12/20,85.53,91.8
2019/12/23,84.29,91.1
2019/12/24,84.46,91.3
2019/12/27,84.72,92
2019/12/30,85.89,92.6
2019/12/31,85.46,92.1
2020/1/2,86.12,93.65
2020/1/3,86.2,94.4
2020/1/6,85.6,93.85
2020/1/7,86.15,93.6
2020/1/8,85,92.45
2020/1/9,85.04,93.5
2020/1/10,84.78,93.15
2020/1/13,86.45,95.6
2020/1/14,86.83,96.5
2020/1/15,85.81,95.2
2020/1/16,85.55,95.45
2020/1/17,86.25,99.55
2020/1/20,87.6,98.65
2020/1/21,85.6,94.4
2020/1/22,85.22,96.05
2020/1/23,83.49,94.5
2020/2/3,77.71,87.6
2020/2/4,80.43,89.4
2020/2/5,80.38,89.95
2020/2/6,81.52,92
2020/2/7,81.03,91.5
2020/2/10,80.3,91.2
2020/2/11,81.13,91.85
2020/2/12,81.2,91.6
2020/2/13,80.45,90.75
2020/2/14,81,90.9
2020/2/17,82.39,91.75
2020/2/18,81.55,90.7
2020/2/19,81.7,91.1
2020/2/20,83.28,91.6
2020/2/21,82.38,91
2020/2/24,80.72,88.65
2020/2/25,80.19,88.7
2020/2/26,79.83,88.2
2020/2/27,79.79,88.35
2020/2/28,77.72,86.65
2020/3/2,79.58,87.1
2020/3/3,79.49,87.5
2020/3/4,80.58,87
2020/3/5,82.45,89.05
2020/3/6,80.91,87.7
2020/3/9,78.14,84.1
2020/3/10,79.18,84.95
2020/3/11,78.15,84
2020/3/12,76.65,81.35
2020/3/13,74.71,80.4
2020/3/16,72,77.5
2020/3/17,72.14,77.1
2020/3/18,69.87,74.45
2020/3/19,67.81,71.6
2020/3/20,69,73.6
2020/3/23,66.76,70.9
2020/3/24,68.95,73.5
2020/3/25,70.35,75.75
2020/3/26,70.19,76
2020/3/27,69.72,75.9
2020/3/30,69.15,75.4
2020/3/31,69.17,76.15
2020/4/1,69.32,75.3
2020/4/2,69.67,75.45
2020/4/3,68.86,75
2020/4/7,69.97,76.8
2020/4/8,69.39,76.25
2020/4/9,69.64,76.25
2020/4/14,71.02,77.3
2020/4/15,70.85,76.8
2020/4/16,70.38,76.15
2020/4/17,72.4,78.6
2020/4/20,73.5,78.9
2020/4/21,72.37,77.75
2020/4/22,72.07,77.8
2020/4/23,72.16,78.05
2020/4/24,70.5,77.3
2020/4/27,71.2,78.05
2020/4/28,72.38,78.8
2020/4/29,74,79.7
2020/5/6,73.81,78.9
2020/5/7,73.23,79.1
2020/5/8,72.97,78.6
2020/5/11,73.9,79.2
2020/5/12,73.93,78.7
2020/5/13,73.34,78.15
2020/5/14,72.23,77.1
2020/5/15,72.23,77.05
2020/5/18,72.2,77.2
2020/5/19,72.9,78.55
2020/5/20,72.95,78.7
2020/5/21,72.38,78.55
2020/5/22,70.12,75.9
2020/5/25,70.03,75.45
2020/5/26,70.51,76.15
2020/5/27,70.65,76.05
2020/5/28,71.51,76.5
2020/5/29,70.71,76.5
2020/6/1,72.16,77.4
2020/6/2,74.28,78.4
2020/6/3,75.01,80
2020/6/4,75.14,80.55
2020/6/5,75.3,81.35
2020/6/8,76.72,81.8
2020/6/9,76.5,82.2
2020/6/10,75.58,82.15
2020/6/11,74.22,81.1
2020/6/12,74.15,80.6
2020/6/15,72.54,79.4
2020/6/16,73.46,79.8
2020/6/17,73.01,79.8
2020/6/18,73.4,79.35
2020/6/19,73.42,79.15
2020/6/22,72.77,78.85
2020/6/23,71.96,79.05
2020/6/24,72.26,79.15
2020/6/29,71.01,77.8
2020/6/30,71.4,77.5
2020/7/2,76,79.95
2020/7/3,77.96,81.1
2020/7/6,84.12,86.15
2020/7/7,83.22,87.25
2020/7/8,85.69,89.25
2020/7/9,85.92,89.65
2020/7/10,82.34,87.9
2020/7/13,82.36,88.15
2020/7/14,81.3,87.25
2020/7/15,80.22,86.55
2020/7/16,78.22,85.2
2020/7/17,78.02,84.6
2020/7/20,82.8,86.05
2020/7/21,80.76,86.35
2020/7/22,79.93,85
2020/7/23,79,84.75
2020/7/24,77,83.4
2020/7/27,76.43,83.15
2020/7/28,76.38,83
2020/7/29,77.3,83.3
2020/7/30,76.03,82.65
2020/7/31,75.9,82.1
2020/8/3,76.44,81.3
2020/8/4,78.67,82.95
2020/8/5,77.13,82.75
2020/8/6,77.15,82.55
2020/8/7,76.33,81.95
2020/8/10,77.01,82
2020/8/11,76.77,82.4
2020/8/12,77.16,83.2
2020/8/13,76.6,82.9
2020/8/14,78.19,83.1
2020/8/17,81.1,85.45
2020/8/18,79.75,85.3
2020/8/19,78.17,84.6
2020/8/20,77.6,83.65
2020/8/21,78.25,84
2020/8/24,77.8,84.5
2020/8/25,78.11,84.65
2020/8/26,76.8,84.15
2020/8/27,76.54,83.4
2020/8/28,77.89,83.3
2020/8/31,76.62,82.55
2020/9/1,76.38,81.95
2020/9/2,75.93,81.25
2020/9/3,75.39,80.85
2020/9/4,74.82,80.5
2020/9/7,75.06,80.35
2020/9/8,77.14,81.35
2020/9/9,76.48,81
2020/9/10,76.52,80.9
2020/9/11,77.21,81.2
2020/9/14,78.55,81.65
2020/9/15,79.91,82.75
2020/9/16,78.6,82.25
2020/9/17,79,81.75
2020/9/18,82.89,83.7
2020/9/21,80.93,82.5
2020/9/22,79.07,82
2020/9/23,78.56,81.5
2020/9/24,77.07,80.45
2020/9/25,77.59,80.35
2020/9/28,77.95,80.1
2020/9/29,76.8,79.45
2020/9/30,76.26,79.5
2020/10/9,77.9,80.8
2020/10/12,80.86,82.25
2020/10/14,81.38,82.7
2020/10/15,81.4,82.7
2020/10/16,82,83.45
2020/10/19,81.85,84.2
2020/10/20,81.23,84.5
2020/10/21,82.4,84.6
2020/10/22,82.1,84.4
2020/10/23,83.5,86.35
2020/10/27,81.07,84.7
2020/10/28,79.58,82
2020/10/29,78.66,80.5
2020/10/30,77.83,79.55
2020/11/2,77.23,79.3
2020/11/3,79.16,79.7
2020/11/4,79.5,80.25
2020/11/5,80.94,81.3
2020/11/6,81.3,81.7
2020/11/9,82.98,83.9
2020/11/10,83.2,85.1
2020/11/11,83.52,86.55
2020/11/12,82.27,86.55
2020/11/13,80.34,86
2020/11/16,83.1,86.75
2020/11/17,84.03,87.9
2020/11/18,85.37,89.25
2020/11/19,85.42,88.9
2020/11/20,84.54,88.15
2020/11/23,86.22,88.75
2020/11/24,85,87.65
2020/11/25,87.25,89.4
2020/11/26,89.15,90.9
2020/11/27,90.1,91.7
2020/11/30,90.03,91
2020/12/1,93.38,94.3
2020/12/2,92.85,95.05
2020/12/3,91.87,95.35
2020/12/4,92.19,97.85
2020/12/7,90.38,96.55
2020/12/8,88.05,93.25
2020/12/9,87.87,94.45
2020/12/10,87.68,94.55
2020/12/11,86.1,92.7
2020/12/14,87.69,93.55
2020/12/15,86.3,92.9
2020/12/16,86.84,93.7
2020/12/17,88.98,95.05
2020/12/18,87.79,93.15
2020/12/21,87.05,93.25
2020/12/22,84.15,91.5
2020/12/23,84.85,91.3
2020/12/24,84.2,91.85
2020/12/28,84.62,93.05
2020/12/29,85.5,93.4
2020/12/30,85.88,94.05
2020/12/31,86.98,95
2021/1/4,85.18,94.3
2021/1/5,84.27,93.75
2021/1/6,85.74,93.6
2021/1/7,86.26,94.75
2021/1/8,86.1,95.6
2021/1/11,84.03,94.05
2021/1/12,87.82,99.65
2021/1/13,87.54,101
2021/1/14,85.27,99.6
2021/1/15,86.9,103.1
2021/1/18,87.2,101.5
2021/1/19,86.8,101.6
2021/1/20,85.2,101.2
2021/1/21,84.44,100.5
2021/1/22,83.8,97.5
2021/1/25,84.88,98.4
2021/1/26,83,96.05
2021/1/27,83.04,96
2021/1/28,80.92,93.4
2021/1/29,79.08,91.3
2021/2/1,79.27,91.35
2021/2/2,78.18,91.25
2021/2/3,76.54,89.8
2021/2/4,79.62,91.75
2021/2/5,79.72,91.15
2021/2/8,78.57,90.4
2021/2/9,78.13,90.1
2021/2/10,79.25,90.45
2021/2/18,82.38,93.2
2021/2/19,84.2,95.5
2021/2/22,83,94.35
2021/2/23,84.32,96.3
2021/2/24,83.78,95.1
2021/2/25,87.14,97.6
2021/2/26,85.18,95.3
2021/3/1,84.84,95.7
2021/3/2,83.23,95.2
2021/3/3,86.75,98.3
2021/3/4,86.3,97.6
2021/3/5,84.5,96.65
2021/3/8,84.95,97.9
2021/3/9,84.05,98.5
2021/3/10,83.28,98.6
2021/3/11,86.36,99.1
2021/3/12,85.55,97.1
2021/3/15,85.11,98.05
2021/3/16,85.4,97.85
2021/3/17,82.54,96.65
2021/3/18,81.42,95.95
2021/3/19,79.64,94.85
2021/3/22,79.82,94
2021/3/23,80.05,93.85
2021/3/24,79.01,93.15
2021/3/25,79.2,93.45
2021/3/26,80.01,93.95
2021/3/29,79.13,93.7
2021/3/30,79.37,93.55
2021/3/31,78.7,92.55
2021/4/1,79.2,93.7
2021/4/7,78.45,93.3
2021/4/8,78.63,93.25
2021/4/9,77.16,91.2
2021/4/12,77.16,90.9
2021/4/13,76.56,90.85
2021/4/14,77.15,91.55
2021/4/15,75.81,90.65
2021/4/16,75.7,90.1
2021/4/19,76.18,90
2021/4/20,76,90.4
2021/4/21,75.62,88.7
2021/4/22,74.37,86.2
2021/4/23,74.26,87.1
2021/4/26,72.89,86
2021/4/27,73.27,85.2
2021/4/28,72.81,85.4
2021/4/29,73.82,86.25
2021/4/30,72.5,84.95
2021/5/6,70.53,81.65
2021/5/7,70.1,81.6
2021/5/10,70.03,81.75
2021/5/11,70.28,81.6
2021/5/12,69.93,80.9
2021/5/13,69.14,79.2
2021/5/14,71.18,81.2
2021/5/17,70.37,81.6
2021/5/18,70.9,81.75
2021/5/20,70.72,81.05
2021/5/21,70.05,81.4
2021/5/24,69.94,81.3
2021/5/25,72.46,83
2021/5/26,72.38,83.9
2021/5/27,72.9,84.75
2021/5/28,72.97,84.85
2021/5/31,71.8,84.45
2021/6/1,71.13,83.8
2021/6/2,70.87,83.4
2021/6/3,70.68,82.25
2021/6/4,70.85,81.8
2021/6/7,70.28,81.55
2021/6/8,70.41,81.4
2021/6/9,70.3,81.45
2021/6/10,70.01,80.95
2021/6/11,69.4,80.9
