Date,HSCEI INDEX,XIN9I INDEX
2013/7/4,9024.01,6869.84
2013/7/5,9209.34,6919.98
2013/7/8,9063.3,6783.32
2013/7/9,9051.23,6783.59
2013/7/10,9215.08,6957.83
2013/7/11,9551.61,7323.65
2013/7/12,9433.66,7117.36
2013/7/15,9445.56,7180.01
2013/7/16,9419.51,7192.29
2013/7/17,9480.85,7097.48
2013/7/18,9492.07,6953.52
2013/7/19,9448.51,6791.88
2013/7/22,9415.06,6783.32
2013/7/23,9780.16,6960.73
2013/7/24,9778.51,6860.58
2013/7/25,9752.6,6852.39
2013/7/26,9755.66,6816.02
2013/7/29,9641.07,6670.79
2013/7/30,9669.61,6745.57
2013/7/31,9658.54,6762.67
2013/8/1,9723.93,6898.25
2013/8/2,9734.81,6894.55
2013/8/5,9725.96,6962.04
2013/8/6,9650.42,6965.45
2013/8/7,9446.38,6941.35
2013/8/8,9484.64,6914.01
2013/8/9,9599.46,6932.69
2013/8/12,9928.04,7174.4
2013/8/13,10185.55,7221.13
2013/8/15,10206.74,7134.96
2013/8/16,10220.2,7129.14
2013/8/19,10199.08,7201.55
2013/8/20,9905.76,7158.13
2013/8/21,9856.86,7123.65
2013/8/22,9967.77,7097.17
2013/8/23,9932.35,7022.07
2013/8/26,10075.09,7173.15
2013/8/27,9988.23,7172.66
2013/8/28,9765.19,7116.9
2013/8/29,9850.72,7097.87
2013/8/30,9825.21,7119.37
2013/9/2,10055.05,7107.75
2013/9/3,10250.97,7226.45
2013/9/4,10233.03,7217.66
2013/9/5,10338.89,7200.13
2013/9/6,10334.07,7254.61
2013/9/9,10528.69,7653.57
2013/9/10,10697.44,7763.83
2013/9/11,10636.71,7787.95
2013/9/12,10637.53,7938.46
2013/9/13,10538.94,7834.97
2013/9/16,10706.63,7786.1
2013/9/17,10650.64,7609.98
2013/9/18,10588.01,7613.08
2013/9/23,10717.72,7687.83
2013/9/24,10599.15,7512.9
2013/9/25,10598.18,7466.41
2013/9/26,10541.03,7327.18
2013/9/27,10494.36,7361
2013/9/30,10316.12,7374.41
2013/10/8,10534.94,7453.32
2013/10/9,10505.51,7484.67
2013/10/10,10460.18,7364.62
2013/10/11,10580.75,7495.25
2013/10/15,10671.17,7425.08
2013/10/16,10629.78,7317.19
2013/10/17,10568.71,7287.6
2013/10/18,10644.04,7324.21
2013/10/21,10668.2,7416.76
2013/10/22,10653.43,7320.87
2013/10/23,10457.32,7316.98
2013/10/24,10322.12,7256.16
2013/10/25,10177.82,7224.05
2013/10/28,10258.42,7208.28
2013/10/29,10390.56,7342.44
2013/10/30,10640.89,7431.74
2013/10/31,10627.02,7351.95
2013/11/1,10678.69,7435.17
2013/11/4,10686.06,7386.06
2013/11/5,10637.15,7359.44
2013/11/6,10561.57,7258.5
2013/11/7,10474.33,7248.49
2013/11/8,10390.73,7163.23
2013/11/11,10582.9,7175.82
2013/11/12,10561.61,7277.47
2013/11/13,10276.61,7094.28
2013/11/14,10391.13,7097.52
2013/11/15,10702.7,7239.32
2013/11/18,11307.33,7553.47
2013/11/19,11365.45,7484.58
2013/11/20,11437.44,7511.67
2013/11/21,11333.14,7442.02
2013/11/22,11448.74,7424.74
2013/11/25,11387.21,7389.44
2013/11/26,11302.03,7372.98
2013/11/27,11401.96,7444.89
2013/11/28,11385.29,7509.44
2013/11/29,11441.27,7501.44
2013/12/2,11548.07,7583.34
2013/12/3,11448.35,7600.79
2013/12/4,11368.78,7673.53
2013/12/5,11395.74,7640.84
2013/12/6,11376.17,7583.05
2013/12/9,11432.92,7568.56
2013/12/10,11382.16,7581.58
2013/12/11,11073.93,7425.54
2013/12/12,10962.18,7386.7
2013/12/13,11025.82,7380.66
2013/12/16,10932.27,7281.51
2013/12/17,10894.29,7254.43
2013/12/18,10961.54,7261.84
2013/12/19,10777.91,7180.83
2013/12/20,10628.5,6934.89
2013/12/23,10647.35,6967.35
2013/12/24,10834.43,6972.25
2013/12/27,10830.1,7016.87
2013/12/30,10770.69,6981.37
2013/12/31,10816.14,7101.54
2014/1/2,10709.34,7032.85
2014/1/3,10436.76,6913.72
2014/1/6,10290.55,6806.95
2014/1/7,10236.12,6787.13
2014/1/8,10329.82,6813.09
2014/1/9,10152.82,6772.71
2014/1/10,10164.68,6756.57
2014/1/13,10182.46,6738.24
2014/1/14,10149.22,6778.68
2014/1/15,10201.79,6742.17
2014/1/16,10187.52,6753.71
2014/1/17,10167.28,6682.26
2014/1/20,10040.16,6653.1
2014/1/21,10218.41,6708.07
2014/1/22,10326.73,6866.21
2014/1/23,10109.49,6801.57
2014/1/24,10014.02,6815.96
2014/1/27,9792.58,6711.74
2014/1/28,9763.97,6750.11
2014/1/29,9898.02,6773.49
2014/1/30,9818.36,6687.95
2014/2/7,9645.39,6676.75
2014/2/10,9613.77,6795.57
2014/2/11,9856.85,6881.54
2014/2/12,9996.76,6888.5
2014/2/13,9872.71,6911.04
2014/2/14,9933.73,6918.14
2014/2/17,10101.21,6935.91
2014/2/18,10057.83,6809.46
2014/2/19,10057.52,6940.54
2014/2/20,9978.06,6872.71
2014/2/21,9936.25,6810.8
2014/2/24,9797.86,6624.71
2014/2/25,9740.56,6496.63
2014/2/26,9806.03,6503.41
2014/2/27,9957.77,6534.59
2014/2/28,9891.42,6589.7
2014/3/3,9751.65,6579.17
2014/3/4,9776.77,6577.51
2014/3/5,9661.99,6508.39
2014/3/6,9672.98,6568.08
2014/3/7,9709.49,6556.68
2014/3/10,9536.85,6378.16
2014/3/11,9520.26,6413.72
2014/3/12,9364.52,6430.89
2014/3/13,9322.93,6512.56
2014/3/14,9298.64,6447.28
2014/3/17,9333.03,6489.45
2014/3/18,9342.28,6454.66
2014/3/19,9360.7,6400.53
2014/3/20,9203.07,6334.41
2014/3/21,9427.33,6591.96
2014/3/24,9694.96,6638.42
2014/3/25,9690.86,6602.78
2014/3/26,9849.63,6583.05
2014/3/27,9873.53,6574.73
2014/3/28,10001.82,6615.2
2014/3/31,10075.1,6611.85
2014/4/1,10098.28,6650.96
2014/4/2,10022.83,6717.83
2014/4/3,10093.8,6655.16
2014/4/4,10110.01,6713.62
2014/4/8,10321.82,6905.72
2014/4/9,10380.74,6887.72
2014/4/10,10421.31,7057.88
2014/4/11,10228.42,7065.4
2014/4/14,10244.02,7020.73
2014/4/15,10028.74,6864.59
2014/4/16,10035.96,6879.28
2014/4/17,10080.23,6844.9
2014/4/22,10030.72,6786.05
2014/4/23,9905.63,6789.04
2014/4/24,9940.63,6789.51
2014/4/25,9798.7,6732.43
2014/4/28,9770.1,6668.55
2014/4/29,9882.94,6741.52
2014/4/30,9779.72,6734.79
2014/5/5,9743.29,6710.05
2014/5/7,9655.56,6658.16
2014/5/8,9734.97,6654.93
2014/5/9,9684.58,6655.12
2014/5/12,9827.85,6764.76
2014/5/13,9855.8,6755.63
2014/5/14,9991.61,6746.48
2014/5/15,9971.24,6695.9
2014/5/16,9955.35,6698.74
2014/5/19,9915.29,6585.08
2014/5/20,9884.22,6590.08
2014/5/21,9995.39,6643.57
2014/5/22,10109.57,6643.8
2014/5/23,10121.06,6696.94
2014/5/26,10126.48,6710.3
2014/5/27,10082.85,6686.92
2014/5/28,10198.02,6757.79
2014/5/29,10185.21,6733.71
2014/5/30,10249.69,6729.53
2014/6/3,10368.12,6709.13
2014/6/4,10317.82,6652.82
2014/6/5,10364.58,6727.81
2014/6/6,10340.99,6668.54
2014/6/9,10406.79,6683.22
2014/6/10,10518.8,6773.7
2014/6/11,10508.4,6753.08
2014/6/12,10431.66,6737.61
2014/6/13,10516.98,6831.73
2014/6/16,10522.13,6891.03
2014/6/17,10466.65,6811.53
2014/6/18,10444.41,6774.68
2014/6/19,10354.06,6701.88
2014/6/20,10395.45,6718.68
2014/6/23,10198.1,6675.46
2014/6/24,10250.16,6694.65
2014/6/25,10180.05,6661.22
2014/6/26,10337.02,6702.7
2014/6/27,10307.51,6685.21
2014/6/30,10335.03,6716.44
2014/7/2,10448.17,6700.89
2014/7/3,10454.27,6721.53
2014/7/4,10489.56,6739.06
2014/7/7,10487.34,6748.82
2014/7/8,10504.98,6755.99
2014/7/9,10341,6660.06
2014/7/10,10368.13,6635.74
2014/7/11,10379.61,6622.67
2014/7/14,10457.77,6694.78
2014/7/15,10489.15,6714.92
2014/7/16,10475.38,6706.35
2014/7/17,10467.06,6667.99
2014/7/18,10441.23,6701.88
2014/7/21,10355.73,6710.25
2014/7/22,10605.22,6786.4
2014/7/23,10820.71,6841.2
2014/7/24,10939.57,7002.96
2014/7/25,10993.24,7065.04
2014/7/28,11072.62,7301.26
2014/7/29,11122.22,7315.66
2014/7/30,11119.32,7266.15
2014/7/31,11130.2,7362.17
2014/8/1,10982.65,7299.86
2014/8/4,11088.96,7457.59
2014/8/5,11009.84,7400.5
2014/8/6,10979.93,7326.02
2014/8/7,10876.61,7201.2
2014/8/8,10832.66,7219.52
2014/8/11,11037.88,7323.9
2014/8/12,11064.35,7263.16
2014/8/13,11193.89,7271.19
2014/8/14,11075.11,7214.75
2014/8/15,11103.92,7277.57
2014/8/18,11065.21,7282.3
2014/8/19,11094.59,7270.34
2014/8/20,11055.98,7226.77
2014/8/21,10942.37,7172.48
2014/8/22,11058.69,7208.63
2014/8/25,11115.79,7130.76
2014/8/26,11124.33,7115.04
2014/8/27,11074.31,7115.38
2014/8/28,10931.6,7054.9
2014/8/29,10963.59,7143.8
2014/9/1,10958.81,7168.25
2014/9/2,10966.16,7260.99
2014/9/3,11312.54,7338.54
2014/9/4,11386.38,7397.41
2014/9/5,11368.34,7472.15
2014/9/10,11117.89,7341.85
2014/9/11,11032.91,7306.42
2014/9/12,11014.69,7331.35
2014/9/15,10834.73,7288.97
2014/9/16,10718.01,7202.03
2014/9/17,10893.01,7217.99
2014/9/18,10799.43,7245.93
2014/9/19,10783.33,7285.35
2014/9/22,10597.3,7117.17
2014/9/23,10568.8,7165.15
2014/9/24,10716.76,7289.61
2014/9/25,10640.09,7258.09
2014/9/26,10584.29,7237.56
2014/9/29,10439.03,7245.56
2014/9/30,10310.4,7237.98
2014/10/8,10395.43,7308.85
2014/10/9,10483.5,7318.19
2014/10/10,10301.46,7262.11
2014/10/13,10284.9,7181.95
2014/10/14,10254.79,7153.77
2014/10/15,10284.88,7208.58
2014/10/16,10185.55,7196.24
2014/10/17,10234.02,7197.56
2014/10/20,10295.52,7211.7
2014/10/21,10275.98,7162.62
2014/10/22,10426.89,7163.85
2014/10/23,10438.86,7126.7
2014/10/24,10391.64,7098.4
2014/10/27,10311.58,6975.39
2014/10/28,10548.83,7090.28
2014/10/29,10724.15,7194.48
2014/10/30,10628.88,7245.29
2014/10/31,10755.8,7421.12
2014/11/3,10660.24,7392.51
2014/11/4,10727.78,7366.43
2014/11/5,10622,7326.77
2014/11/6,10568.69,7319.33
2014/11/7,10539.33,7343.11
2014/11/10,10615.82,7568.53
2014/11/11,10652.06,7667.72
2014/11/12,10729.76,7742.1
2014/11/13,10800.91,7718.3
2014/11/14,10761.51,7748.69
2014/11/17,10554.3,7651.38
2014/11/18,10426.11,7502.13
2014/11/19,10380.56,7460.16
2014/11/20,10379.43,7478.22
2014/11/21,10447.18,7638.09
2014/11/24,10842.83,7820.27
2014/11/25,10782.91,7902.49
2014/11/26,11051.35,8067.23
2014/11/27,11013.87,8186.3
2014/11/28,11145.39,8480.03
2014/12/1,10818.2,8519.27
2014/12/2,11125.79,8953.21
2014/12/3,11060.21,8993.53
2014/12/4,11481.03,9525.12
2014/12/5,11600.48,9708.23
2014/12/8,11873.41,10135.08
2014/12/9,11332.92,9577.51
2014/12/10,11372.45,9904.24
2014/12/11,11255.43,9666.54
2014/12/12,11236.39,9651.66
2014/12/15,11212.65,9681
2014/12/16,11136.9,10076.44
2014/12/17,11269.43,10477.1
2014/12/18,11330.73,10433.42
2014/12/19,11400.19,10579.28
2014/12/22,11744.02,10794.62
2014/12/23,11677.74,10559.22
2014/12/24,11558.02,10066.21
2014/12/29,12019.75,11036.6
2014/12/30,11844.1,11242.48
2014/12/31,11984.69,11517.68
2015/1/5,12206.71,11860.36
2015/1/6,11990.79,11769.39
2015/1/7,11991.02,11760.97
2015/1/8,12023.75,11391.75
2015/1/9,12081.24,11431.36
2015/1/12,12016.66,11308.53
2015/1/13,12063.02,11242.34
2015/1/14,12008.37,11255.96
2015/1/15,12190.52,11696.5
2015/1/16,12076.74,11756.48
2015/1/19,11475.85,10665.01
2015/1/20,11741.78,10656.59
2015/1/21,12021.32,11254.32
2015/1/22,12047.27,11237.48
2015/1/23,12260.06,11334.26
2015/1/26,12228.16,11289.83
2015/1/27,12030.38,11110.88
2015/1/28,11963.64,10955.17
2015/1/29,11736.09,10775.6
2015/1/30,11720.1,10622.76
2015/2/2,11578.3,10289.89
2015/2/3,11768.58,10607.59
2015/2/4,11767.49,10473.16
2015/2/5,11789.19,10369.92
2015/2/6,11697.32,10257.36
2015/2/9,11647.42,10429.87
2015/2/10,11695.26,10593
2015/2/11,11651.01,10629.44
2015/2/12,11783.61,10639.19
2015/2/13,11922.56,10684.78
2015/2/16,11934.57,10680.78
2015/2/17,11998.51,10768.42
2015/2/25,12064.8,10609.69
2015/2/26,12227.75,10901.77
2015/2/27,12185.85,10875.82
2015/3/2,12213.75,10883.07
2015/3/3,11945.25,10510.57
2015/3/4,11738.67,10504.63
2015/3/5,11597.77,10324.83
2015/3/6,11606.93,10321.95
2015/3/9,11675.92,10608.2
2015/3/10,11507.63,10434.44
2015/3/11,11417.34,10491.74
2015/3/12,11565.8,10838.27
2015/3/13,11712.23,10876.81
2015/3/16,11813.78,11115.44
2015/3/17,11837.78,11261.53
2015/3/18,11981.97,11527.66
2015/3/19,12122.2,11458.94
2015/3/20,12156.4,11646.16
2015/3/23,12177.82,11838.85
2015/3/24,12005.02,11731.52
2015/3/25,11968.91,11536.61
2015/3/26,11919.69,11672.46
2015/3/27,11898.09,11679.44
2015/3/30,12306.56,12112.35
2015/3/31,12346.09,11980.06
2015/4/1,12537.28,12160.67
2015/4/2,12663.12,12063.92
2015/4/8,13396.59,12766.88
2015/4/9,13748.37,12666.19
2015/4/10,13987.53,12901.09
2015/4/13,14590.45,13182.21
2015/4/14,14264.81,13220.83
2015/4/15,14471.82,13286.45
2015/4/16,14720.13,13810.55
2015/4/17,14536.67,14074.23
2015/4/20,14111.34,13756.79
2015/4/21,14531.28,13920.1
2015/4/22,14669.73,14268.84
2015/4/23,14478.2,14128.69
2015/4/24,14488.99,13888.64
2015/4/27,14741.2,14347.31
2015/4/28,14714.79,14402.52
2015/4/29,14603.04,14316.85
2015/4/30,14431.11,14158.26
2015/5/4,14459.15,14272.45
2015/5/5,14077.62,13710.5
2015/5/6,13997.35,13607.99
2015/5/7,13768.47,13380.35
2015/5/8,14049.66,13500.15
2015/5/11,14182.98,13772.53
2015/5/12,13973,13842.92
2015/5/13,13859.55,13647.59
2015/5/14,13775.95,13556.33
2015/5/15,14009.76,13270.45
2015/5/18,13926.28,12998.31
2015/5/19,14191.5,13507.28
2015/5/20,14235.9,13534.26
2015/5/21,14132.16,13653.11
2015/5/22,14433.36,14071.91
2015/5/26,14801.94,14632.03
2015/5/27,14701.88,14430.24
2015/5/28,14183,13503.75
2015/5/29,14103.81,13444.67
2015/6/1,14299.45,14022.76
2015/6/2,14201.63,14013.85
2015/6/3,14114.94,14009.01
2015/6/4,14127.01,14280.45
2015/6/5,13914.61,14357.81
2015/6/8,14113.98,15047.55
2015/6/9,13861.96,14795.37
2015/6/10,13616.67,14559.73
2015/6/11,13743.25,14436.27
2015/6/12,13984,14452.95
2015/6/15,13622.76,14065.22
2015/6/16,13252.93,13726.18
2015/6/17,13414.83,13886.19
2015/6/18,13263.37,13289.21
2015/6/19,13186.05,12612.8
2015/6/23,13609.47,13083.95
2015/6/24,13684.8,13292.29
2015/6/25,13467.9,12918.93
2015/6/26,13088.19,12069.46
2015/6/29,12694.66,11892.75
2015/6/30,12981.23,12732.98
2015/7/2,12784.65,12091.88
2015/7/3,12608.98,11475.58
2015/7/6,12231.43,12183.33
2015/7/7,11827.3,12488.84
2015/7/8,11107.3,11601.54
2015/7/9,11446.37,12334.14
2015/7/10,11858.55,12791.1
2015/7/13,12003.83,12647.36
2015/7/14,11836.17,12203.6
2015/7/15,11681.2,12145.61
2015/7/16,11749.08,12081.69
2015/7/17,11850.14,12335.26
2015/7/20,11773.92,12254.33
2015/7/21,11871.54,12184.97
2015/7/22,11734.27,12033.63
2015/7/23,11834.47,12249.59
2015/7/24,11679.02,12029.49
2015/7/27,11230.67,10986.24
2015/7/28,11173.04,11028.86
2015/7/29,11273.69,11186.87
2015/7/30,11137.33,10909.71
2015/7/31,11131.68,10911.36
2015/8/3,11009.96,11027.96
2015/8/4,11074.92,11212
2015/8/5,11125.84,11005.33
2015/8/6,11093.27,10927
2015/8/7,11227.94,11063.25
2015/8/10,11291.66,11517.86
2015/8/11,11264.64,11425.47
2015/8/12,11042.79,11293.21
2015/8/13,11080.92,11370.27
2015/8/14,11060.06,11369.13
2015/8/17,10962.24,11221.74
2015/8/18,10770.05,10660.21
2015/8/19,10642.24,10755.15
2015/8/20,10402.72,10452.76
2015/8/21,10195.05,10064.74
2015/8/24,9602.29,9159.84
2015/8/25,9514.04,8574.49
2015/8/26,9427.93,8766.08
2015/8/27,9863.61,9384.83
2015/8/28,9750.73,9648.59
2015/8/31,9741.41,9818.4
2015/9/1,9454.11,9942.26
2015/9/2,9301.32,10025.07
2015/9/7,9103.22,9552.95
2015/9/8,9479.48,9735.92
2015/9/9,9975.53,9866.08
2015/9/10,9780.16,9821.09
2015/9/11,9718.28,9762.84
2015/9/14,9728.72,9821.24
2015/9/15,9704.27,9606.83
2015/9/16,9904.71,9892.42
2015/9/17,9964.17,9705.86
2015/9/18,10028.38,9570.67
2015/9/21,9899.37,9641.13
2015/9/22,9835.39,9744.12
2015/9/23,9570.25,9486.77
2015/9/24,9469.81,9523.04
2015/9/25,9512.26,9477.7
2015/9/29,9230.5,9242.57
2015/9/30,9405.5,9329.07
2015/10/8,10287.41,9528.89
2015/10/9,10406.79,9646.1
2015/10/12,10538.19,9945.4
2015/10/13,10437.69,9878.54
2015/10/14,10334.42,9796.55
2015/10/15,10552.93,9978.19
2015/10/16,10637.01,10072.61
2015/10/19,10688.54,10051.55
2015/10/20,10649.45,10146.74
2015/10/22,10600.52,10107.49
2015/10/23,10742.04,10174.34
2015/10/26,10747.68,10197.27
2015/10/27,10714.79,10188.24
2015/10/28,10558.47,10026.32
2015/10/29,10439.38,10020.88
2015/10/30,10396.58,10048.23
2015/11/2,10240.33,9924.42
2015/11/3,10283.42,9881.06
2015/11/4,10560.74,10326.31
2015/11/5,10617.67,10637.29
2015/11/6,10555.97,10850.5
2015/11/9,10506.41,11024.94
2015/11/10,10314.74,10968.44
2015/11/11,10245.53,10886.92
2015/11/12,10408.93,10745.12
2015/11/13,10181.47,10614.73
2015/11/16,9978.7,10622.73
2015/11/17,10073.43,10648.75
2015/11/18,10055.28,10608.99
2015/11/19,10193.11,10712.47
2015/11/20,10302,10688.16
2015/11/23,10229.43,10666.59
2015/11/24,10156.63,10636.36
2015/11/25,10127.87,10676.33
2015/11/26,10108.39,10628.97
2015/11/27,9855.66,10124.9
2015/11/30,9790.64,10148.1
2015/12/1,9947.94,10209.19
2015/12/2,10050.36,10724.75
2015/12/3,9987.84,10778.29
2015/12/4,9834.28,10514.53
2015/12/7,9798.19,10496.05
2015/12/8,9660.87,10357.36
2015/12/9,9558.76,10406.26
2015/12/10,9450.49,10358.72
2015/12/11,9308,10304.99
2015/12/14,9315.91,10592.76
2015/12/15,9344.07,10488.25
2015/12/16,9538.66,10446.31
2015/12/17,9666.52,10621.09
2015/12/18,9634.41,10719.77
2015/12/21,9746.99,11026.18
2015/12/22,9731.53,11001.04
2015/12/23,9882.95,11036.81
2015/12/24,9953.21,10957.31
2015/12/28,9789.46,10683.51
2015/12/29,9788.91,10776.15
2015/12/30,9659.88,10776.23
2015/12/31,9661.03,10711.64
2016/1/4,9311.18,10101.04
2016/1/5,9223.01,10178.16
2016/1/6,9137.79,10297.45
2016/1/7,8753.97,9750.36
2016/1/8,8845.89,9906.67
2016/1/11,8505.16,9505.45
2016/1/12,8439.31,9566
2016/1/13,8494.49,9465.21
2016/1/14,8459.63,9573.67
2016/1/15,8236.28,9314.24
2016/1/18,8134.81,9302.18
2016/1/19,8377.8,9545.43
2016/1/20,8015.44,9384.26
2016/1/21,7835.64,9174.4
2016/1/22,8104.98,9254.13
2016/1/25,8173.11,9263.61
2016/1/26,7895.16,8796
2016/1/27,7959.51,8793.39
2016/1/28,8028.58,8643.35
2016/1/29,8241.36,8887.48
2016/2/1,8144.85,8734.08
2016/2/2,8058.83,8859.86
2016/2/3,7858.31,8779.94
2016/2/4,7974.4,8872.83
2016/2/5,8054.87,8851.03
2016/2/15,7863.84,8774.55
2016/2/16,8028.34,8993.09
2016/2/17,7928.76,9048.34
2016/2/18,8166.47,9016.81
2016/2/19,8112.57,8998.68
2016/2/22,8221.37,9194.71
2016/2/23,8170.62,9096.06
2016/2/24,8061.71,9153.77
2016/2/25,7871.94,8731.2
2016/2/26,8034.3,8821.18
2016/2/29,7916.34,8756.88
2016/3/1,8068.29,8872.43
2016/3/2,8374.09,9146.56
2016/3/3,8390.79,9170.78
2016/3/4,8557.69,9434.82
2016/3/7,8626.31,9382.38
2016/3/8,8505.22,9406.78
2016/3/9,8441.48,9387.79
2016/3/10,8420.14,9207.25
2016/3/11,8561.37,9236.49
2016/3/14,8686.27,9278
2016/3/15,8605.63,9348.03
2016/3/16,8571.36,9492.54
2016/3/17,8773.83,9483.81
2016/3/18,8883.01,9531.39
2016/3/21,8928.65,9743.3
2016/3/22,8900.19,9667.54
2016/3/23,8873.33,9675.8
2016/3/24,8701.13,9537.5
2016/3/29,8726.93,9416.59
2016/3/30,8979.41,9623.85
2016/3/31,9003.25,9614.12
2016/4/1,8842.86,9658.04
2016/4/5,8679.04,9706.33
2016/4/6,8668.63,9658.8
2016/4/7,8647.33,9542.45
2016/4/8,8704.81,9485.94
2016/4/11,8807.06,9580.45
2016/4/12,8841.86,9562.34
2016/4/13,9191.49,9673.83
2016/4/14,9237.9,9702.49
2016/4/15,9214.98,9722.73
2016/4/18,9090.85,9637.56
2016/4/19,9244.45,9657.35
2016/4/20,9134.42,9607.36
2016/4/21,9248.4,9598.13
2016/4/22,9120.91,9652.27
2016/4/25,8986.33,9617.12
2016/4/26,9016.12,9647.94
2016/4/27,9037.48,9607.68
2016/4/28,9060.93,9594.77
2016/4/29,8939.47,9569.56
2016/5/3,8748.7,9661.6
2016/5/4,8697.37,9638.5
2016/5/5,8626.73,9635.46
2016/5/6,8471.7,9448.79
2016/5/9,8450.72,9319.72
2016/5/10,8486.16,9314.77
2016/5/11,8443.67,9347.95
2016/5/12,8413.72,9380.19
2016/5/13,8301.39,9348.82
2016/5/16,8312.61,9370.86
2016/5/17,8425.78,9345.32
2016/5/18,8301.01,9367.35
2016/5/19,8243.2,9339.91
2016/5/20,8303.58,9374.01
2016/5/23,8308.21,9368.72
2016/5/24,8306.56,9308.98
2016/5/25,8536.38,9337.34
2016/5/26,8526.19,9353.94
2016/5/27,8595.28,9348.53
2016/5/30,8624.76,9426.3
2016/5/31,8704.9,9670.95
2016/6/1,8708.29,9610.53
2016/6/2,8756.38,9596.97
2016/6/3,8809.81,9655.5
2016/6/6,8865.35,9594.7
2016/6/7,9004.3,9599.31
2016/6/8,9027.82,9573.97
2016/6/13,8619.92,9388.24
2016/6/14,8583.09,9438.67
2016/6/15,8609.59,9478.21
2016/6/16,8409.81,9427.49
2016/6/17,8485.87,9234.24
2016/6/20,8639.51,9249.57
2016/6/21,8704.4,9248.71
2016/6/22,8763.11,9302.17
2016/6/23,8785.07,9253.28
2016/6/24,8530.1,9127.61
2016/6/27,8567.21,9210.57
2016/6/28,8536.16,9235.74
2016/6/29,8571.44,9324.02
2016/6/30,8712.89,9316.31
2016/7/4,8802.35,9485.8
2016/7/5,8643.31,9492.54
2016/7/6,8503.14,9494.22
2016/7/7,8600.99,9475.83
2016/7/8,8534.79,9400.07
2016/7/11,8703,9431.5
2016/7/12,8855.31,9609.62
2016/7/13,8909.06,9592.65
2016/7/14,9010.1,9572.7
2016/7/15,9049.66,9594.54
2016/7/18,9090.95,9591.97
2016/7/19,8988.79,9526.56
2016/7/20,9023.11,9485.83
2016/7/21,9057.08,9542.04
2016/7/22,9031.93,9450.34
2016/7/25,9034.76,9447.09
2016/7/26,9062.25,9542.21
2016/7/27,9115.29,9516.33
2016/7/28,9082.85,9470.55
2016/7/29,8958.97,9457.03
2016/8/1,9129.2,9437.47
2016/8/3,8978.33,9424.85
2016/8/4,9004.62,9408.63
2016/8/5,9131.52,9434.57
2016/8/8,9276.56,9474.17
2016/8/9,9301.17,9539.48
2016/8/10,9315.5,9520.12
2016/8/11,9423.34,9571.07
2016/8/12,9554.85,9763.97
2016/8/15,9708.89,10027.96
2016/8/16,9707.99,9892.85
2016/8/17,9641.76,9891.17
2016/8/18,9654.69,9842.22
2016/8/19,9606.17,9863.87
2016/8/22,9602.65,9814.47
2016/8/23,9586.99,9844.26
2016/8/24,9507.09,9798.07
2016/8/25,9504.78,9761.43
2016/8/26,9550.04,9743.45
2016/8/29,9497.82,9729.71
2016/8/30,9597.25,9771.55
2016/8/31,9541.8,9811.09
2016/9/1,9606.08,9767.63
2016/9/2,9686.88,9804.58
2016/9/5,9830.57,9820.9
2016/9/6,9938.39,9835.3
2016/9/7,9970.19,9846.1
2016/9/8,10008.21,9844.64
2016/9/9,10057.97,9811.74
2016/9/12,9654.08,9669.61
2016/9/13,9571.06,9644.09
2016/9/14,9542.52,9557.45
2016/9/19,9747.75,9621.73
2016/9/20,9751.44,9595.83
2016/9/21,9849.06,9610.3
2016/9/22,9893.8,9678.62
2016/9/23,9796.01,9659.31
2016/9/26,9629.35,9535.41
2016/9/27,9746.56,9581.14
2016/9/28,9719.84,9534.09
2016/9/29,9794.33,9579.52
2016/9/30,9581.93,9598.73
2016/10/11,9804.47,9708.03
2016/10/12,9673.2,9680.4
2016/10/13,9496.85,9677
2016/10/14,9601.4,9703.09
2016/10/17,9541.08,9631.91
2016/10/18,9720.2,9758.4
2016/10/19,9641.22,9748.03
2016/10/20,9686.38,9759.95
2016/10/24,9852.9,9940.57
2016/10/25,9837.7,9921.01
2016/10/26,9698.85,9865.21
2016/10/27,9608.91,9839.56
2016/10/28,9515.32,9870.69
2016/10/31,9559.39,9851.94
2016/11/1,9706.2,9911.61
2016/11/2,9519.87,9827.79
2016/11/3,9482.01,9938.38
2016/11/4,9491.51,9920.65
2016/11/7,9608.24,9935.17
2016/11/8,9659.85,9972.73
2016/11/9,9378.66,9891.89
2016/11/10,9545.85,9997.66
2016/11/11,9433.37,10058.52
2016/11/14,9342.87,10092.05
2016/11/15,9398.1,10074.05
2016/11/16,9362.54,10060.78
2016/11/17,9326.54,10077.34
2016/11/18,9349.31,10046.6
2016/11/21,9444.71,10166.1
2016/11/22,9651.45,10240.61
2016/11/23,9665.99,10310.3
2016/11/24,9678.77,10339.77
2016/11/25,9790.23,10459.04
2016/11/28,9875.54,10508.31
2016/11/29,9846.21,10653.9
2016/11/30,9838.06,10537.38
2016/12/1,9892.31,10581.89
2016/12/2,9781.23,10532.65
2016/12/5,9711.8,10369.04
2016/12/6,9768.85,10356.81
2016/12/7,9829.58,10372.98
2016/12/8,9896.82,10391.49
2016/12/9,9867.95,10551.92
2016/12/12,9699.31,10442.81
2016/12/13,9719.94,10369.66
2016/12/14,9706.15,10326.81
2016/12/15,9479.16,10096.5
2016/12/16,9470.33,10075.19
2016/12/19,9377.43,10020.54
2016/12/20,9283.41,9947.65
2016/12/21,9331.63,10014.06
