,ticker,tradeDate,real_return,market_value,pred
0,600048,2014-04-30,0.02573358,54534277147.2,-0.34471652
14,600094,2014-04-30,-0.03739837,9296075193.3,-0.35263228
15,600095,2014-04-30,0.01511879,1683488212.9,-0.053993106
42,600383,2014-04-30,-0.03623188,37024090976.2,-1.0542983
61,600657,2014-04-30,-0.00303951,5014816854.18,-0.041178733
62,600658,2014-04-30,0.00898393,5510925319.0,-0.1632314
80,600895,2014-04-30,-0.00758725,10205864134.5,-0.16240953
106,600208,2014-04-30,-0.00673401,18588807686.8,-0.10304546
130,600555,2014-04-30,-0.1202346,4444935000.0,-0.14354831
149,600615,2014-04-30,0.00498504,1885845695.24,-0.18469535
155,600724,2014-04-30,-0.00480769,6012202855.36,-0.18077141
159,600753,2014-04-30,0.0,1591040000.0,-0.3484968
165,600759,2014-04-30,0.0746097,12762429520.7,-0.22222435
175,600890,2014-04-30,-0.09677419,4129659815.25,-0.19703716
217,600158,2014-04-30,0.03087649,8471103144.92,-1.0331254
218,600159,2014-04-30,-0.02580645,2573010019.2,-0.01179564
220,600240,2014-04-30,-0.07095344,6423383736.0,-0.16893472
224,600246,2014-04-30,-0.04501608,3784248000.0,-0.041434914
230,600322,2014-04-30,0.01515152,3648810000.0,-0.06548077
232,600325,2014-04-30,-0.08391608,5841876183.0,-0.36456436
249,600533,2014-04-30,-0.028125,3360000000.0,-0.114683464
305,600149,2014-04-30,0.10557185,3889036800.0,-1.138365
314,600215,2014-04-30,0.00261097,1781075930.4,-0.08400957
336,600376,2014-04-30,-0.02233222,10671979500.0,-0.11384611
348,600565,2014-04-30,-0.02339181,2462400000.0,-0.07482546
351,600568,2014-04-30,0.01587302,3230117906.4,-0.16700016
355,600663,2014-04-30,0.00119832,31171645960.0,-0.47006154
357,600665,2014-04-30,-0.00643087,2687421040.31,-0.070299976
362,600732,2014-04-30,0.00392927,2272089877.2,-0.15349166
375,600823,2014-04-30,-0.06133279,11190891431.3,-0.30917433
404,600007,2014-04-30,-0.02634146,10324645973.5,-0.50496066
450,600620,2014-04-30,-0.04715673,3300627989.82,-0.067762814
451,600621,2014-04-30,-0.04134763,3422257752.03,-0.19205812
463,600743,2014-04-30,-0.00121212,5452983018.0,-0.04902173
465,600745,2014-04-30,-0.09082969,3748442559.2,-0.36267543
468,600748,2014-04-30,0.01825843,7713600615.76,-0.24336837
503,600052,2014-04-30,0.03628953,2885621894.52,-0.06573975
516,600175,2014-04-30,-0.00338409,8184931891.14,-0.15938012
545,600675,2014-04-30,-0.04377104,9241944022.08,-0.042747542
553,600683,2014-04-30,0.00445434,3326091410.53,-0.21036388
554,600684,2014-04-30,-0.04384724,3352204061.22,-0.15520415
566,600773,2014-04-30,0.05711086,5141045632.14,-0.20992225
570,600777,2014-04-30,-0.00976801,5122216655.01,-0.25114906
587,601588,2014-04-30,-0.01532567,8787922200.0,-0.090361565
602,600173,2014-04-30,0.1,2465501364.0,-0.08845146
607,600223,2014-04-30,0.00895522,3353242800.0,-0.037743136
608,600225,2014-04-30,-0.02247191,3902482634.61,-0.19255486
657,600638,2014-04-30,-0.02123424,8456741299.16,-0.43574476
658,600639,2014-04-30,0.0,10170634188.0,-0.5553466
660,600734,2014-04-30,0.00771208,1367562152.66,-0.009990752
662,600736,2014-04-30,-0.01608579,3945898368.0,-0.045814797
712,600064,2014-04-30,-0.01169591,5296405216.32,-0.16410059
714,600067,2014-04-30,0.05179283,5976601456.18,-0.02949278
737,600266,2014-04-30,-0.00927152,8056152000.0,-0.15087129
746,600340,2014-04-30,0.05913382,33614373558.2,-0.38856852
749,600393,2014-04-30,0.0515873,1512000000.0,-0.033963934
765,600622,2014-04-30,0.00822368,3126967116.16,-0.13264102
768,600641,2014-04-30,-0.03883495,3321374041.76,-0.13549845
773,600647,2014-04-30,0.13607878,1554233453.5,-0.3580041
774,600648,2014-04-30,0.06290261,29961863382.4,-0.714299
775,600649,2014-04-30,-0.00451807,19837156159.5,-0.17321956
776,600716,2014-04-30,0.00331858,6695029731.36,-0.18677875
807,600113,2014-04-30,0.03939009,2507382000.0,-0.13296166
813,600162,2014-04-30,-0.07850467,4107797511.65,-0.028340355
821,600185,2014-04-30,0.00229358,5036623168.0,-0.17491263
826,600239,2014-04-30,-0.04904051,3861882872.96,-0.13051555
838,600463,2014-04-30,0.00958799,1890000000.0,-0.073040254
839,600503,2014-04-30,0.07466667,4282925760.0,-0.06925851
858,600604,2014-04-30,0.0,5902400559.8,-0.18716572
860,600606,2014-04-30,-0.05203046,4084362301.32,-0.15163551
869,600696,2014-04-30,0.04388715,2172808209.0,-0.118202925
879,600767,2014-04-30,0.00447761,2284768219.4,-0.044359684
882,600791,2014-04-30,-0.01350632,2056075200.0,-0.08400791
889,600848,2014-04-30,0.0,3162352168.8,-0.093975365
928,600807,2014-04-30,-0.0023015,2790803928.0,-0.39822918
1,600070,2014-04-30,0.03201507,1510576310.88,-0.11281422
20,600152,2014-04-30,0.09053498,1426381812.0,-0.048535086
23,600156,2014-04-30,0.0,1789392623.9,-0.049720734
34,600370,2014-04-30,0.02811951,1814527867.48,-0.34610164
90,600987,2014-04-30,-0.01840769,3602207700.0,-0.1603005
110,600272,2014-04-30,0.06261181,2716740000.0,-0.5530887
111,600273,2014-04-30,-0.26769231,3071250000.0,-1.0231047
197,601718,2014-04-30,0.00809717,9526790000.0,-0.010750383
212,600107,2014-04-30,-0.00545455,1980000000.0,-0.019786015
237,600400,2014-04-30,0.1001437,2476966408.8,-0.096866794
292,601599,2014-04-30,0.06860158,2426340000.0,-0.12670678
343,600448,2014-04-30,0.00947867,1782376506.22,0.0064244866
