,ticker,tradeDate,real_return,market_value,pred
0,600048,2014-03-31,0.00394218,54320137315.5,-0.17296505
14,600094,2014-03-31,0.13888889,8162407486.8,-0.1887743
15,600095,2014-03-31,-0.04897959,1770191468.5,0.2704503
42,600383,2014-03-31,0.19653179,30942839318.2,0.11211169
61,600657,2014-03-31,-0.07162534,5533065404.46,0.18602648
62,600658,2014-03-31,-0.07677357,5969202266.58,0.10458141
80,600895,2014-03-31,-0.03513909,10577549626.5,0.14612588
106,600208,2014-03-31,0.00337838,18526219108.7,0.17155664
130,600555,2014-03-31,-0.03943662,4627425000.0,0.14226516
149,600615,2014-03-31,0.02766393,1835080158.08,0.51423216
155,600724,2014-03-31,0.03740648,5795416694.71,0.51737916
159,600753,2014-03-31,0.0,1591040000.0,-0.048174813
165,600759,2014-03-31,-0.04649043,13384689468.6,0.07264634
175,600890,2014-03-31,-0.12836186,4737814486.5,-0.020292446
217,600158,2014-03-31,0.19381688,7095814486.93,0.047117285
218,600159,2014-03-31,-0.12921348,2954811505.92,-0.05250802
220,600240,2014-03-31,-0.0131291,6508838952.0,-0.14560089
224,600246,2014-03-31,-0.17527802,4684680000.0,-0.2171408
230,600322,2014-03-31,-0.08587258,3991577000.0,-0.104314804
232,600325,2014-03-31,0.02729885,5686637515.2,0.37523505
249,600533,2014-03-31,-0.00311526,3370500000.0,0.5397278
305,600149,2014-03-31,0.05246914,3695155200.0,-0.037032977
314,600215,2014-03-31,-0.03768844,1850830862.4,0.469681
336,600376,2014-03-31,-0.02857143,10985861250.0,0.10906085
348,600565,2014-03-31,-0.04735376,2599200000.0,0.18851116
351,600568,2014-03-31,-0.03921569,3361959453.6,0.3600316
355,600663,2014-03-31,0.02392638,30443249200.0,0.01815084
357,600665,2014-03-31,-0.06886228,2886169220.14,0.49769804
362,600732,2014-03-31,0.07157895,2120319630.0,-0.0036812983
375,600823,2014-03-31,0.11162791,10067119906.8,0.3650912
404,600007,2014-03-31,0.07442348,9609475374.36,0.40162265
450,600620,2014-03-31,-0.15771028,3918637391.52,-0.052849613
451,600621,2014-03-31,0.03486529,3306959634.81,0.13200265
463,600743,2014-03-31,0.01694915,5362099967.7,-0.048160814
465,600745,2014-03-31,-0.02801358,3856476274.88,0.116859704
468,600748,2014-03-31,-0.01385042,7821937703.06,0.18767834
503,600052,2014-03-31,-0.02071006,2946647130.96,0.6166232
516,600175,2014-03-31,-0.03431373,8475767034.48,0.23538266
545,600675,2014-03-31,-0.07332293,9973208953.12,0.019091807
553,600683,2014-03-31,-0.09839357,3689072433.06,-0.34182692
554,600684,2014-03-31,-0.08300908,3655656762.66,-0.24087715
566,600773,2014-03-31,-0.02613467,5290728931.62,0.21358317
570,600777,2014-03-31,0.05,4878301576.2,0.21896061
587,601588,2014-03-31,-0.03690037,9124624200.0,0.23105644
602,600173,2014-03-31,0.03343465,2385735143.4,0.29995668
607,600223,2014-03-31,-0.09946237,3723600960.0,0.24565558
608,600225,2014-03-31,-0.1615074,4654164683.01,-0.10244973
657,600638,2014-03-31,0.15478927,7323190043.4,0.038347773
658,600639,2014-03-31,0.07247796,9483303658.4,-0.054532267
660,600734,2014-03-31,-0.06038647,1455451751.16,0.56484455
662,600736,2014-03-31,-0.04846939,4146895872.0,0.5559789
712,600064,2014-03-31,0.03323263,5126053001.76,0.86257154
714,600067,2014-03-31,-0.15345699999999998,7060009289.87,0.28757644
737,600266,2014-03-31,-0.02495272,8643024000.0,0.27200535
746,600340,2014-03-31,-0.08728448,36828971265.6,-0.7037972
749,600393,2014-03-31,-0.03448276,1566000000.0,0.5205344
765,600622,2014-03-31,-0.01138211,3162968382.3,0.33237797
768,600641,2014-03-31,0.02487562,3240758166.96,0.4779793
773,600647,2014-03-31,-0.10496795,1736511504.0,0.5608658
774,600648,2014-03-31,-0.03368729,27604427553.3,-0.08546463
775,600649,2014-03-31,-0.05815603,21062040801.9,0.30761844
776,600716,2014-03-31,-0.04135737,6983863978.62,0.085088655
807,600113,2014-03-31,-0.07845433,2720844000.0,0.047465518
813,600162,2014-03-31,-0.08390411,4484025694.96,-0.18257299
821,600185,2014-03-31,-0.06236559,5371627920.0,0.16384158
826,600239,2014-03-31,-0.00635593,3886585748.48,0.31788936
838,600463,2014-03-31,-0.12485414,2159640000.0,-0.16151676
839,600503,2014-03-31,-0.05764411,4544913240.0,0.17770246
858,600604,2014-03-31,0.08428719999999999,5443576715.9,0.025821343
860,600606,2014-03-31,-0.11460674,4613048792.1,-0.3459794
869,600696,2014-03-31,0.05804312,2053610266.5,0.57791096
879,600767,2014-03-31,-0.11375661,2578036975.92,-0.028816864
882,600791,2014-03-31,-0.13358779,2373091200.0,0.03889458
889,600848,2014-03-31,-0.07906977,3433867254.0,-0.15834874
928,600807,2014-03-31,0.08897243,2562786576.0,0.13319308
1,600070,2014-03-31,0.03899371,1453883979.6,0.4811813
20,600152,2014-03-31,0.00206186,1423446870.0,0.18488264
23,600156,2014-03-31,-0.11706349,2026637938.08,0.011918642
34,600370,2014-03-31,0.16508774,1572165621.56,0.63607556
90,600987,2014-03-31,-0.03076923,3716563500.0,0.094247274
110,600272,2014-03-31,0.02662994,2646270000.0,-0.14861323
111,600273,2014-03-31,0.33744856,2296350000.0,0.13630581
197,601718,2014-03-31,-0.05363985,10066770000.0,0.49994728
212,600107,2014-03-31,-0.05335628,2091600000.0,0.09059192
237,600400,2014-03-31,-0.06355932,2645086300.8,-0.015735589
292,601599,2014-03-31,0.0,2426340000.0,0.22682172
343,600448,2014-03-31,-0.01401869,1807718352.28,0.4371356
392,601566,2014-03-31,-0.0473029,6970470715.0,0.60196835
414,600137,2014-03-31,0.10239852,1053838653.92,0.38520333
453,600626,2014-03-31,-0.01684717,5902117800.96,-0.17327811
454,600630,2014-03-31,-0.07926167,3912975308.37,-0.27518466
489,601339,2014-03-31,-0.03337041,6742500000.0,0.79639477
518,600177,2014-03-31,0.00422535,15808943034.5,0.060142793
530,600483,2014-03-31,-0.07814761,1993422449.92,0.0015096888
559,600689,2014-03-31,-0.16047548,1352671738.39,0.018180098
604,600220,2014-03-31,-0.13428571,6241691141.0,-0.58100015
641,600510,2014-03-31,-0.02568807,4335598715.0,0.35722828
752,600398,2014-03-31,-0.01637555,41153662583.8,-0.11317158
758,600493,2014-03-31,0.18450185,1474240000.0,0.12573773
905,600232,2014-03-31,-0.03258656,1790768051.04,0.52451134
906,600233,2014-03-31,-0.02758621,1435500000.0,0.0105484575
938,603001,2014-03-31,-0.05653951,5886386400.0,0.09297033
2,600071,2014-03-31,0.0,1826163186.64,0.13513213
33,600360,2014-03-31,-0.04761905,3254932800.0,0.55385935
55,600651,2014-03-31,0.02424242,4877831052.6,-0.14199221
104,600203,2014-03-31,0.0455665,1953218092.0,0.7345789
105,600206,2014-03-31,-0.08739739,8685549627.86,0.49906895
138,600584,2014-03-31,-0.05436157,6748286855.1,-0.094712675
287,601231,2014-03-31,0.28966597,19384628027.2,0.26565903
325,600288,2014-03-31,-0.03557312,3315312000.0,0.14937319
331,600363,2014-03-31,-0.10746606,3920334470.0,0.1475451
347,600563,2014-03-31,0.16184739,5602500000.0,0.06539872
359,600667,2014-03-31,0.03875969,4610231432.64,0.1426926
459,600707,2014-03-31,-0.07568238,5938266965.28,-0.026738137
515,600171,2014-03-31,-0.07662464,6946958139.63,-0.10178013
562,600703,2014-03-31,0.05406593,36295120725.5,-0.11569801
734,600261,2014-03-31,0.04323308,10300250116.8,0.111958355
820,600183,2014-03-31,0.04255319,8025823155.6,0.36255002
910,600237,2014-03-31,-0.01953819,3177400650.95,0.024870072
920,600460,2014-03-31,0.02741703,6648364800.0,0.26890028
921,600800,2014-03-31,-0.0910683,3490357678.37,-0.19360378
3,600072,2014-03-31,-0.10751105,3248536888.94,0.02676586
36,600372,2014-03-31,0.13159297,33019488346.3,0.033896334
100,600038,2014-03-31,-0.03910833,15072919628.1,0.26810253
177,600893,2014-03-31,0.06046065,22706706238.2,0.030080909
215,600150,2014-03-31,0.00432432,25495175563.0,0.1161606
298,601989,2014-03-31,-0.04700855,82045942903.1,-0.05024027
340,600435,2014-03-31,-0.06113903,8891240400.0,0.11225686
416,600184,2014-03-31,0.09780093,3618093536.64,0.4483925
424,600316,2014-03-31,-0.02723243,11323238144.5,-0.09406681
547,600677,2014-03-31,-0.03914259,4468273362.78,0.45440292
555,600685,2014-03-31,0.03941783,16993516395.0,0.049028344
578,600879,2014-03-31,0.02982107,10457742592.2,-0.1524887
694,601890,2014-03-31,-0.05042017,3341520000.0,0.09172802
748,600391,2014-03-31,-0.02919099,3958251110.33,0.47262287
785,600990,2014-03-31,-0.04710145,3395678673.6,0.20974122
811,600118,2014-03-31,-0.01522533,19416471596.7,0.014655396
873,600760,2014-03-31,0.04682274,2062743532.2,-0.07361752
912,600343,2014-03-31,0.010430700000000001,5258820307.52,-0.019174576
4,600073,2014-03-31,-0.10290282,6680609344.92,-0.07587865
11,600090,2014-03-31,-0.06469761,2615887353.06,-0.034927547
51,600573,2014-03-31,-0.00622084,1607500000.0,0.7051402
150,600616,2014-03-31,-0.06428571,4322801212.8,0.14961022
332,600365,2014-03-31,-0.04099379,1610000000.0,0.33554304
411,600132,2014-03-31,-0.03176796,7007902947.04,0.6957336
510,600059,2014-03-31,-0.04066986,5307399194.68,0.38636887
