,ticker,tradeDate,real_return,market_value,pred
0,600048,2014-07-31,-0.05657238,64349019437.9,-0.29519156
14,600094,2014-07-31,0.00684932,11034365676.6,0.2989621
15,600095,2014-07-31,0.10836502,1900246351.9,0.3495779
42,600383,2014-07-31,-0.05399792,43060627548.4,0.27574164
61,600657,2014-07-31,-0.01388889,5487337591.2,0.33546862
62,600658,2014-07-31,0.03544776,6218644149.44,0.3256223
80,600895,2014-07-31,0.03750893,10918261327.5,0.2945505
106,600208,2014-07-31,0.09883721,21530470856.1,0.30950716
130,600555,2014-07-31,0.05389222,4353690000.0,0.25872272
149,600615,2014-07-31,0.0,1895246720.64,0.33266428
155,600724,2014-07-31,0.08962264,6127822141.04,0.33886784
159,600753,2014-07-31,-0.00146306,1749760000.0,0.2440668
165,600759,2014-07-31,0.19742063,12298784853.6,0.33699483
175,600890,2014-07-31,0.19110379,3515713194.75,0.34296358
217,600158,2014-07-31,0.09478168,7922675152.47,0.23147556
218,600159,2014-07-31,-0.00588235,2822010988.8,0.32897177
220,600240,2014-07-31,0.09225092,7719454512.0,0.34000918
224,600246,2014-07-31,0.00591716,4112784000.0,0.33128583
230,600322,2014-07-31,-0.00557103,3969463000.0,0.33621624
232,600325,2014-07-31,-0.03129445,5743830708.6,0.24182487
249,600533,2014-07-31,-0.01744186,3612000000.0,0.30371487
305,600149,2014-07-31,-0.13542464,4968691200.0,0.116972715
314,600215,2014-07-31,-0.00225225,2064745987.2,0.31650332
336,600376,2014-07-31,-0.028463,11815405875.0,0.17570825
348,600565,2014-07-31,0.09756098,7034762957.94,0.3417118
351,600568,2014-07-31,0.09918846,4061452106.8,0.17654012
355,600663,2014-07-31,-0.03333333,32497701600.0,0.17463544
357,600665,2014-07-31,0.01840491,2817039418.46,0.34542376
362,600732,2014-07-31,-0.00165289,2700617634.0,0.3469708
375,600823,2014-07-31,-0.02055498,11389892638.7,0.25904387
404,600007,2014-07-31,0.04060434,10667122035.1,0.24904914
450,600620,2014-07-31,0.03821656,3593610224.7,0.3128828
451,600621,2014-07-31,0.00323102,3244069752.69,0.33886087
463,600743,2014-07-31,-0.03448276,5798338609.14,0.32393909
465,600745,2014-07-31,0.04588745,3781180048.8,0.36089724
468,600748,2014-07-31,-0.00750975,8796971488.76,0.32747072
503,600052,2014-07-31,0.03244275,4568174842.08,0.37280566
516,600175,2014-07-31,0.07915994,9001347688.23,0.31334177
545,600675,2014-07-31,-0.04198473,9783391245.52,0.32762071
553,600683,2014-07-31,-0.009451799999999998,3918713488.13,0.323598
554,600684,2014-07-31,0.02857143,3484964618.1,0.3455542
566,600773,2014-07-31,-0.07853810000000001,7403566274.28,-0.05087298
570,600777,2014-07-31,0.10631229,5647572209.37,0.33320335
587,601588,2014-07-31,-0.00746269,9023613600.0,0.34187227
602,600173,2014-07-31,0.01052632,3444450435.0,0.3298559
607,600223,2014-07-31,-0.04556355,4174036560.0,0.23255277
608,600225,2014-07-31,0.00461538,4071611095.5,0.3633074
657,600638,2014-07-31,-0.06813489,8153712745.64,0.30736867
658,600639,2014-07-31,-0.02182865,10690776210.4,0.21985087
660,600734,2014-07-31,-0.01646091,1708573794.84,0.21660909
662,600736,2014-07-31,0.00763359,4157474688.0,0.34589168
712,600064,2014-07-31,0.03189655,5988138451.2,0.31040823
714,600067,2014-07-31,-0.09940653,8024361317.66,0.16365452
737,600266,2014-07-31,0.03043968,9464644800.0,0.2582654
746,600340,2014-07-31,-0.06906579,36392420959.7,-0.21086022
749,600393,2014-07-31,0.05528455,1845000000.0,0.3445832
765,600622,2014-07-31,0.06337663,3306973446.86,0.33638415
768,600641,2014-07-31,0.00707547,3418113091.52,0.33621624
773,600647,2014-07-31,0.0,1765731649.5,0.31732503
774,600648,2014-07-31,0.02295918,31153979962.6,0.05916664
775,600649,2014-07-31,-0.05500705,21181541742.6,0.27678266
776,600716,2014-07-31,0.07721046,5947023091.02,0.3412373
807,600113,2014-07-31,0.0,2650752000.0,0.345583
813,600162,2014-07-31,-0.00199203,3854419347.38,0.34544548
821,600185,2014-07-31,0.01703407,5879910992.0,0.07695624
826,600239,2014-07-31,0.06423983,3845414289.28,0.34128225
838,600463,2014-07-31,-0.00461894,2182320000.0,0.21967448
839,600503,2014-07-31,0.15151515,5262531120.0,0.30181637
858,600604,2014-07-31,0.11645813,5885407084.1,0.31598058
860,600606,2014-07-31,0.01118012,4172476716.45,0.25092912
869,600696,2014-07-31,0.19359331,2445260649.0,0.35956094
879,600767,2014-07-31,0.0386681,3174804794.42,-0.064796716
882,600791,2014-07-31,-0.03288201,2341389600.0,0.33607146
889,600848,2014-07-31,0.0,3162352168.8,0.33686942
928,600807,2014-07-31,0.00862999,5024943588.24,0.3296114
