sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,7.02,-6.62,-6.62,18.24,7.10,3,2,5.21,1.33,351,0.33,7.57,13.97,1.35,80.79
signal1-model12330-TSM-,0.25,-12.32,-7.78,6.19,0.37,3,3,3.88,0.09,470,0.25,0.56,4.52,0.07,63.57
signal1-model1ICICIBC-IBN-,7.94,-3.88,-0.67,20.89,7.93,2,2,4.78,1.62,266,0.31,7.98,14.05,1.66,83.58
signal1-model1TTMT-TTM-,12.00,-12.02,-3.50,30.12,12.03,2,3,6.70,1.73,290,0.43,10.50,21.29,1.79,85.16
signal1-model1HDFCB-HDB-,6.57,-4.82,-1.31,18.20,6.19,3,2,5.86,1.11,251,0.38,5.34,12.09,1.12,70.25
signal1-model12303-UMC-,4.66,-6.13,-5.29,24.29,3.81,3,2,6.14,0.77,470,0.39,2.28,10.38,0.76,58.21
signal1-model2INFO-INFY-,8.27,-6.52,-6.52,18.82,8.65,3,1,4.91,1.64,439,0.31,10.31,14.94,1.68,92.73
signal1-model22330-TSM-,1.65,-6.08,-5.91,7.69,1.70,3,1,3.22,0.52,514,0.21,1.85,5.18,0.51,74.65
signal1-model2ICICIBC-IBN-,7.90,-3.63,-2.18,28.56,8.17,2,1,5.11,1.52,168,0.33,7.35,15.12,1.55,88.42
signal1-model2TTMT-TTM-,14.49,-6.07,-6.07,39.05,14.74,2,1,7.16,1.93,123,0.46,12.94,24.93,2.02,94.90
signal1-model2HDFCB-HDB-,10.69,-4.77,-2.81,31.06,10.13,2,1,8.20,1.28,194,0.53,8.75,20.04,1.30,87.80
signal1-model22303-UMC-,7.78,-5.30,0.04,24.92,7.58,3,1,5.78,1.32,171,0.37,5.44,16.47,1.35,78.67
signal2-model1INFO-INFY-,5.45,-7.53,-7.53,17.29,5.82,3,1,4.75,1.14,361,0.30,6.82,12.63,1.15,78.57
signal2-model12330-TSM-,-0.60,-14.73,-7.51,4.67,-0.57,3,3,3.19,-0.17,506,0.20,-0.89,2.95,-0.19,57.82
signal2-model1ICICIBC-IBN-,7.72,-7.32,-6.69,21.72,7.66,2,2,4.89,1.55,456,0.31,7.69,14.51,1.58,82.19
signal2-model1TTMT-TTM-,9.83,-9.32,-7.78,30.00,9.81,2,2,6.90,1.39,330,0.44,8.43,20.43,1.42,80.28
signal2-model1HDFCB-HDB-,5.99,-4.82,-1.31,18.20,5.36,3,2,5.26,1.13,251,0.34,4.99,9.50,1.14,75.00
signal2-model12303-UMC-,1.31,-9.45,-6.07,12.77,1.05,3,2,5.33,0.27,1220,0.34,0.49,6.45,0.25,52.03
signal2-model2INFO-INFY-,5.78,-8.28,-8.28,17.53,6.15,3,1,4.68,1.22,448,0.30,6.74,13.07,1.23,82.55
signal2-model22330-TSM-,0.36,-10.35,-7.44,5.46,0.44,3,2,2.77,0.14,483,0.18,0.65,4.06,0.13,64.35
signal2-model2ICICIBC-IBN-,7.77,-7.13,-6.37,29.44,7.83,2,2,5.18,1.47,597,0.33,7.61,17.10,1.50,82.95
signal2-model2TTMT-TTM-,10.54,-10.80,-10.24,30.23,10.61,2,2,7.32,1.41,224,0.47,9.91,20.43,1.44,83.47
signal2-model2HDFCB-HDB-,8.55,-3.93,-2.95,31.06,7.61,2,1,7.55,1.12,243,0.48,7.10,14.11,1.13,83.06
signal2-model22303-UMC-,3.00,-5.45,-5.45,21.56,3.32,3,2,5.11,0.60,475,0.33,2.17,7.40,0.59,59.13
