methodID,pairName,date,premium,HighBond,LowBond,meanLine,Hbond_price,Lbond_price,asiaPos,usPos,asiaOP,asiaCL,usOP,usCL,exOP,exCL,operation
signal1-model1,INFO-INFY,2020-12-24,-0.0280751778656128,0.0186939528220728,-0.0181434201132301,0.000275266354421383,1206.92274317912,1252.20416625592,0,0,1236.05,1265,16.6,16.68,73.8,74.11,跌下限\收盘平
signal1-model1,INFO-INFY,2020-12-25,-0.0316885375494069,0.0198092250177541,-0.0227240483060045,-0.0014574116441252,1201.12072920175,1253.39623662769,0,0,1236.05,1265,16.6,16.68,73.86,73.79,跌下限\收盘平
signal1-model1,INFO-INFY,2020-12-28,-0.00844061906493709,0.0197783828699783,-0.0228790438494757,-0.00155033048974873,1203.11042144971,1255.63369844562,0,0,1240.3,1237.35,16.77,16.73,73.77,73.91,
signal1-model1,INFO-INFY,2020-12-29,-3.62166531930885e-05,0.0169448641320972,-0.0222821710634682,-0.00266865346568549,1216.34440924747,1265.14538590898,0,0,1250.3,1237,16.76,16.9,73.67,73.76,
signal1-model1,INFO-INFY,2020-12-30,-0.0146527256764307,0.0166917772683009,-0.0233356254897819,-0.00332192411074052,1214.27322183821,1264.03873451318,0,0,1246.8,1252.9,16.93,16.87,73.39,73.66,
signal1-model1,INFO-INFY,2020-12-31,-0.00027192276749799,0.0160014917122279,-0.0233977223749731,-0.00369811533137264,1223.09072391792,1272.43405884942,0,0,1255.8,1243,16.95,17.01,73.28,73.4,
signal1-model1,INFO-INFY,2021-01-01,-0.0135219826045516,0.0153349901646097,-0.0243344670451813,-0.00449973844028582,1223.16921216184,1272.90188907136,0,0,1260.45,1258.95,16.95,17.01,73.32,73.27,
signal1-model1,INFO-INFY,2021-01-04,-0.0230509140947514,0.0123410374368257,-0.0255387438387606,-0.00659885320096745,1227.28898074285,1274.99681710734,0,0,1288.25,1271.75,17.25,17.39,73.33,73.3,
signal1-model1,INFO-INFY,2021-01-05,-0.0134399375975039,0.0102532303277497,-0.0258526725376698,-0.00779972110496008,1251.93363607427,1298.33544100023,0,0,1293.8,1282,17.65,17.32,73.38,73.32,
signal1-model1,INFO-INFY,2021-01-06,-0.000707039537126364,0.00813857049064957,-0.0251553542126061,-0.00850839186097826,1284.87644250093,1328.75890081311,0,0,1282.1,1296.25,17.73,17.4,73.37,73.39,
signal1-model1,INFO-INFY,2021-01-07,0.00246895223420651,0.00903786500153624,-0.0250607429592046,-0.0080114389788342,1289.54992189319,1334.65207252964,0,0,1262.15,1298,17.55,17.36,73.7,73.39,
signal1-model1,INFO-INFY,2021-01-08,0.010633203125,0.0111508754766883,-0.024232864628706,-0.00654099457600885,1279.34468670677,1325.73690290129,0,0,1312.1,1280,18.59,18.07,73.63,73.71,
signal1-model1,INFO-INFY,2021-01-11,0.0197420460472395,0.0143766858756718,-0.025143959270947,-0.00538363669763762,1349.19879277247,1403.89528588907,0,0,1376.2,1342.1,18.76,18.68,73.8,73.62,超上限\收盘平
signal1-model1,INFO-INFY,2021-01-12,0.00457213352685071,0.0149320721365167,-0.0250822357613253,-0.00507508181240428,1363.93403854697,1419.91504389195,0,0,1371.75,1378,18.6,18.92,73.43,73.79,
