sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,7.01,-6.62,-6.62,18.24,7.10,3,2,5.20,1.33,351,0.33,7.57,13.97,1.35,80.79
signal1-model12330-TSM-,0.25,-12.32,-7.78,6.19,0.36,3,3,3.88,0.08,470,0.25,0.56,4.52,0.07,63.57
signal1-model1ICICIBC-IBN-,8.53,-3.88,-0.67,20.89,7.94,2,2,5.06,1.64,266,0.32,7.98,14.05,1.68,83.82
signal1-model1TTMT-TTM-,11.98,-12.02,-3.50,30.12,12.03,2,3,6.70,1.72,290,0.43,10.50,21.27,1.79,84.50
signal1-model1HDFCB-HDB-,6.56,-4.82,-1.31,18.20,6.18,3,2,5.85,1.11,251,0.37,5.34,12.09,1.12,70.25
signal1-model12303-UMC-,4.65,-6.13,-5.29,24.29,3.82,3,2,6.14,0.77,470,0.39,2.28,10.38,0.76,58.21
signal1-model2INFO-INFY-,8.25,-6.52,-6.52,18.82,8.64,3,1,4.91,1.64,439,0.31,10.31,14.94,1.68,92.73
signal1-model22330-TSM-,1.65,-6.08,-5.91,7.69,1.69,3,1,3.21,0.52,514,0.21,1.85,5.18,0.51,74.65
signal1-model2ICICIBC-IBN-,8.47,-3.63,-2.18,28.56,8.18,2,1,5.37,1.54,168,0.34,7.35,15.12,1.58,88.66
signal1-model2TTMT-TTM-,14.46,-6.07,-6.07,39.05,14.75,2,1,7.15,1.92,123,0.46,13.06,24.93,2.02,93.94
signal1-model2HDFCB-HDB-,10.68,-4.77,-2.81,31.06,10.12,2,1,8.20,1.28,194,0.52,8.75,20.04,1.30,87.80
signal1-model22303-UMC-,7.77,-5.30,0.04,24.92,7.58,3,1,5.77,1.32,171,0.37,5.44,16.47,1.34,78.67
signal2-model1INFO-INFY-,5.44,-7.53,-7.53,17.29,5.81,3,1,4.74,1.14,361,0.30,6.79,12.63,1.15,78.57
signal2-model12330-TSM-,-0.60,-14.73,-7.51,4.67,-0.58,3,3,3.18,-0.17,506,0.20,-0.89,2.95,-0.19,57.82
signal2-model1ICICIBC-IBN-,8.31,-7.32,-6.69,21.72,7.67,2,2,5.16,1.57,456,0.33,7.69,14.51,1.61,82.43
signal2-model1TTMT-TTM-,9.80,-9.32,-7.78,30.00,9.82,2,2,6.90,1.39,330,0.44,8.43,20.43,1.42,79.72
signal2-model1HDFCB-HDB-,5.98,-4.82,-1.31,18.20,5.36,3,2,5.25,1.13,251,0.34,5.01,9.50,1.14,75.00
signal2-model12303-UMC-,1.31,-9.45,-6.07,12.77,1.04,3,2,5.33,0.27,1220,0.34,0.49,6.45,0.25,52.03
signal2-model2INFO-INFY-,5.77,-8.28,-8.28,17.53,6.14,3,1,4.68,1.22,448,0.30,6.71,13.04,1.23,82.55
signal2-model22330-TSM-,0.36,-10.35,-7.44,5.46,0.44,3,2,2.77,0.14,483,0.18,0.65,4.06,0.13,64.35
signal2-model2ICICIBC-IBN-,8.36,-7.13,-6.37,29.44,7.84,2,2,5.44,1.50,597,0.35,7.61,17.10,1.54,83.21
signal2-model2TTMT-TTM-,10.52,-10.80,-10.24,30.23,10.62,2,2,7.32,1.40,224,0.47,9.91,20.43,1.44,82.79
signal2-model2HDFCB-HDB-,8.53,-3.93,-2.95,31.06,7.60,2,1,7.54,1.12,243,0.48,7.10,14.11,1.13,83.06
signal2-model22303-UMC-,3.00,-5.45,-5.45,21.56,3.31,3,2,5.11,0.60,475,0.33,2.17,7.40,0.59,59.13
