sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.26,-8.11,-4.46,51.97,14.84,3,2,7.05,2.05,351,0.45,12.72,27.48,2.16,78.98
signal1-model12330-TSM-,0.44,-16.06,-13.09,11.23,1.00,6,3,4.70,0.12,181,0.30,1.61,5.86,0.09,56.13
signal1-model1ICICIBC-IBN-,14.95,-7.86,-4.93,29.96,14.33,3,2,6.71,2.11,172,0.43,13.63,25.07,2.23,75.91
signal1-model1TTMT-TTM-,19.80,-11.76,-2.02,63.34,19.80,3,2,8.36,2.20,141,0.54,16.04,39.14,2.37,77.33
signal1-model1HDFCB-HDB-,12.68,-5.32,-3.66,48.64,11.65,5,3,8.34,1.47,213,0.53,10.34,23.03,1.52,68.74
signal1-model12303-UMC-,4.88,-11.54,-11.54,20.21,3.76,7,3,6.68,0.75,840,0.43,2.99,11.12,0.73,54.14
signal1-model2INFO-INFY-,14.20,-13.05,-13.05,41.72,13.56,3,2,6.65,2.03,567,0.43,12.33,29.28,2.14,87.74
signal1-model22330-TSM-,3.81,-6.71,-6.21,16.87,4.11,6,2,3.82,1.00,514,0.24,4.68,9.21,1.00,73.20
signal1-model2ICICIBC-IBN-,18.39,-4.46,3.28,36.91,17.77,3,2,7.62,2.25,63,0.49,17.07,27.75,2.41,88.54
signal1-model2TTMT-TTM-,21.82,-6.14,-4.96,64.21,22.22,3,1,9.09,2.22,75,0.58,16.95,45.76,2.40,85.34
signal1-model2HDFCB-HDB-,13.53,-6.01,-4.61,35.79,11.90,5,1,8.19,1.59,156,0.52,10.93,22.70,1.65,86.93
signal1-model22303-UMC-,11.28,-5.90,-4.02,28.43,10.02,7,2,6.09,1.79,151,0.39,9.68,18.87,1.85,77.36
signal2-model1INFO-INFY-,14.18,-8.55,-5.37,41.54,14.06,3,2,6.54,2.06,287,0.42,13.23,23.56,2.17,78.63
signal2-model12330-TSM-,-0.36,-21.33,-16.32,11.28,0.31,6,4,4.27,-0.06,391,0.27,0.56,7.18,-0.08,58.72
signal2-model1ICICIBC-IBN-,12.62,-11.54,-8.69,26.49,12.51,3,3,7.30,1.67,290,0.47,12.41,22.43,1.73,74.92
signal2-model1TTMT-TTM-,17.62,-8.57,-2.77,45.90,17.83,3,2,8.89,1.87,125,0.57,16.13,34.18,1.98,77.20
signal2-model1HDFCB-HDB-,13.31,-4.47,-0.14,55.82,12.10,5,3,7.94,1.61,147,0.51,10.73,22.23,1.68,70.95
signal2-model12303-UMC-,2.45,-8.82,-6.85,12.74,2.22,7,3,6.01,0.43,724,0.38,2.30,6.47,0.41,54.99
signal2-model2INFO-INFY-,12.95,-10.31,-9.80,33.28,12.74,3,2,6.35,1.95,429,0.41,11.56,24.44,2.04,82.41
signal2-model22330-TSM-,1.85,-15.81,-11.47,11.97,2.49,6,2,3.90,0.49,412,0.25,2.72,8.96,0.48,67.52
signal2-model2ICICIBC-IBN-,14.29,-9.31,-4.96,30.44,14.31,3,2,7.50,1.82,168,0.48,13.89,25.00,1.90,79.56
signal2-model2TTMT-TTM-,17.50,-10.94,-9.95,45.51,17.87,3,2,9.10,1.82,157,0.58,16.98,36.63,1.92,80.00
signal2-model2HDFCB-HDB-,12.66,-7.30,-5.47,44.04,11.02,5,2,7.91,1.55,223,0.51,10.34,22.88,1.60,81.91
signal2-model22303-UMC-,6.14,-6.22,-3.28,18.82,5.67,7,2,5.49,1.11,339,0.35,5.21,10.48,1.12,66.13
