sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.33,-6.62,-6.62,25.09,7.34,3,2,5.72,1.43,351,0.37,7.71,13.98,1.46,81.53
signal1-model12330-TSM-,0.14,-13.77,-9.46,6.19,0.09,3,3,3.86,0.06,470,0.25,0.48,4.50,0.04,62.77
signal1-model1ICICIBC-IBN-,9.09,-3.88,-0.67,22.66,8.24,2,2,5.31,1.67,266,0.34,8.06,14.61,1.71,84.17
signal1-model1TTMT-TTM-,12.97,-12.02,-3.50,31.16,12.38,2,3,6.85,1.82,290,0.44,10.50,21.72,1.89,85.40
signal1-model1HDFCB-HDB-,6.61,-4.82,-1.31,18.20,6.02,3,2,6.05,1.09,251,0.39,5.23,12.09,1.09,69.75
signal1-model12303-UMC-,3.60,-10.61,-5.29,24.29,3.80,3,2,6.37,0.59,470,0.41,2.28,10.38,0.57,58.04
signal1-model2INFO-INFY-,9.56,-6.52,-6.52,24.06,8.81,3,1,5.46,1.70,439,0.35,10.32,15.03,1.75,93.10
signal1-model22330-TSM-,1.63,-6.08,-5.91,7.69,1.50,3,1,3.17,0.53,514,0.20,1.62,5.18,0.52,75.00
signal1-model2ICICIBC-IBN-,9.02,-3.63,-2.18,28.56,8.46,2,1,5.59,1.57,168,0.36,7.49,15.74,1.61,89.00
signal1-model2TTMT-TTM-,15.71,-6.07,-6.07,39.05,15.06,2,1,7.34,2.02,123,0.47,13.31,25.43,2.14,95.28
signal1-model2HDFCB-HDB-,11.30,-4.77,-2.81,31.06,9.93,2,1,8.84,1.25,194,0.57,8.75,20.04,1.28,86.90
signal1-model22303-UMC-,8.21,-5.30,0.04,24.92,7.78,3,1,6.62,1.22,171,0.42,5.76,16.47,1.24,76.92
signal2-model1INFO-INFY-,6.66,-7.53,-7.53,17.29,5.82,3,1,5.22,1.26,361,0.33,6.79,12.63,1.27,79.31
signal2-model12330-TSM-,-0.45,-14.73,-7.51,4.67,-0.66,3,3,3.22,-0.13,506,0.21,-0.94,2.95,-0.14,58.60
signal2-model1ICICIBC-IBN-,8.87,-7.32,-6.69,22.53,7.98,2,2,5.40,1.60,456,0.35,7.72,15.01,1.64,82.78
signal2-model1TTMT-TTM-,10.84,-9.32,-7.78,31.34,10.24,2,2,7.04,1.50,330,0.45,8.49,20.81,1.54,80.79
signal2-model1HDFCB-HDB-,6.55,-4.82,-1.31,18.20,5.40,3,2,5.46,1.19,251,0.35,5.07,9.50,1.20,75.69
signal2-model12303-UMC-,1.14,-9.45,-6.07,12.77,0.96,3,2,5.41,0.24,1220,0.35,0.36,6.06,0.21,53.46
signal2-model2INFO-INFY-,6.98,-8.28,-8.28,17.53,6.16,3,1,5.16,1.33,448,0.33,6.71,13.11,1.35,83.23
signal2-model22330-TSM-,0.53,-10.35,-7.44,5.46,0.34,3,2,2.79,0.20,483,0.18,0.65,4.05,0.19,65.57
signal2-model2ICICIBC-IBN-,8.92,-7.13,-6.37,29.44,8.12,2,2,5.66,1.54,597,0.36,7.73,17.59,1.58,83.58
signal2-model2TTMT-TTM-,11.84,-10.80,-10.24,35.59,11.07,2,2,7.50,1.53,224,0.48,9.98,21.22,1.58,84.50
signal2-model2HDFCB-HDB-,9.04,-3.93,-2.95,31.06,7.59,2,1,7.63,1.17,243,0.49,6.87,14.10,1.18,83.72
signal2-model22303-UMC-,3.71,-5.45,-5.45,21.56,3.40,3,2,6.16,0.62,475,0.39,2.30,7.56,0.60,60.63
