sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.48,-8.11,-4.46,62.36,16.16,3,2,7.31,2.12,351,0.47,13.00,29.90,2.25,79.18
signal1-model12330-TSM-,0.24,-20.38,-15.28,11.23,0.36,6,5,4.85,0.07,181,0.31,1.40,5.71,0.05,55.94
signal1-model1ICICIBC-IBN-,15.95,-7.86,-4.93,39.92,15.28,3,2,7.08,2.13,172,0.45,14.09,26.37,2.25,76.19
signal1-model1TTMT-TTM-,19.90,-11.76,-2.02,63.34,20.30,3,2,8.66,2.14,141,0.55,16.22,39.14,2.30,77.26
signal1-model1HDFCB-HDB-,12.70,-5.68,-3.66,48.64,11.81,5,3,8.41,1.46,213,0.54,10.58,21.95,1.51,68.80
signal1-model12303-UMC-,4.45,-11.54,-11.54,22.79,4.25,7,3,6.95,0.66,840,0.44,3.54,12.35,0.64,54.44
signal1-model2INFO-INFY-,14.96,-13.05,-13.05,60.24,14.78,3,2,6.94,2.04,567,0.44,12.80,31.04,2.15,87.61
signal1-model22330-TSM-,3.10,-13.32,-13.09,16.87,3.48,6,2,4.30,0.73,514,0.28,4.36,9.21,0.72,72.67
signal1-model2ICICIBC-IBN-,19.36,-4.46,3.28,43.59,18.74,3,2,7.89,2.28,63,0.50,17.48,30.01,2.45,88.61
signal1-model2TTMT-TTM-,22.40,-9.03,-4.96,64.21,22.88,3,1,9.37,2.20,75,0.60,17.65,45.76,2.39,85.17
signal1-model2HDFCB-HDB-,14.10,-6.01,-4.61,37.46,12.69,5,1,8.41,1.61,156,0.54,11.89,23.54,1.68,86.89
signal1-model22303-UMC-,10.60,-8.06,-4.02,28.43,10.21,7,2,6.43,1.60,151,0.41,9.89,18.87,1.65,76.97
signal2-model1INFO-INFY-,15.46,-8.55,-5.37,47.99,14.94,3,2,6.85,2.13,287,0.44,13.68,25.66,2.26,78.83
signal2-model12330-TSM-,0.03,-21.43,-16.32,11.28,-0.09,6,5,4.45,0.03,391,0.28,0.22,7.01,0.01,59.29
signal2-model1ICICIBC-IBN-,13.61,-11.54,-8.69,32.40,12.86,3,3,7.64,1.71,290,0.49,12.62,22.66,1.78,75.22
signal2-model1TTMT-TTM-,18.14,-9.01,-2.77,45.90,18.04,3,2,9.13,1.87,125,0.58,16.48,33.72,1.99,77.49
signal2-model1HDFCB-HDB-,13.19,-5.01,-0.14,55.82,12.30,5,3,8.03,1.58,147,0.51,10.97,20.21,1.64,70.72
signal2-model12303-UMC-,2.61,-8.82,-6.85,14.06,2.59,7,3,6.27,0.44,724,0.40,2.56,7.14,0.42,55.78
signal2-model2INFO-INFY-,13.95,-10.31,-9.80,48.20,13.67,3,2,6.65,2.00,429,0.43,12.24,27.04,2.10,82.77
signal2-model22330-TSM-,2.35,-15.81,-12.33,11.97,2.18,6,2,3.88,0.62,412,0.25,2.68,8.95,0.61,68.26
signal2-model2ICICIBC-IBN-,15.31,-9.31,-4.96,31.73,14.57,3,2,7.80,1.87,168,0.50,13.92,25.05,1.96,79.93
signal2-model2TTMT-TTM-,18.34,-10.94,-9.95,45.51,18.23,3,2,9.37,1.85,157,0.60,17.73,36.01,1.96,80.36
signal2-model2HDFCB-HDB-,12.43,-7.30,-5.47,44.04,11.43,5,2,8.03,1.50,223,0.51,11.17,22.50,1.55,81.33
signal2-model22303-UMC-,6.31,-6.22,-3.28,18.82,5.91,7,2,5.68,1.11,339,0.36,5.51,10.84,1.11,66.54
