sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.84,-8.11,-4.46,51.97,14.94,3,2,7.15,2.09,351,0.46,12.76,27.97,2.22,79.15
signal1-model12330-TSM-,0.29,-17.17,-13.81,11.23,0.95,6,3,4.72,0.09,181,0.30,1.59,5.86,0.06,55.93
signal1-model1ICICIBC-IBN-,15.64,-7.86,-4.93,34.72,14.38,3,2,6.86,2.15,172,0.44,13.67,25.08,2.28,76.14
signal1-model1TTMT-TTM-,19.99,-11.76,-2.02,63.34,19.87,3,2,8.37,2.22,141,0.54,16.06,39.14,2.39,77.45
signal1-model1HDFCB-HDB-,12.73,-5.32,-3.66,48.64,11.68,5,3,8.32,1.48,213,0.53,10.35,23.03,1.53,68.74
signal1-model12303-UMC-,5.06,-11.54,-11.54,22.57,3.82,7,3,6.70,0.77,840,0.43,2.99,11.34,0.76,54.28
signal1-model2INFO-INFY-,14.60,-13.05,-13.05,48.17,13.66,3,2,6.77,2.05,567,0.43,12.33,29.28,2.16,87.44
signal1-model22330-TSM-,3.80,-6.71,-6.21,16.87,4.08,6,2,3.81,1.00,514,0.24,4.67,9.21,1.00,73.20
signal1-model2ICICIBC-IBN-,19.08,-4.46,3.28,38.25,17.82,3,2,7.75,2.29,63,0.50,17.12,27.77,2.46,88.72
signal1-model2TTMT-TTM-,22.21,-6.14,-4.96,64.21,22.28,3,1,9.09,2.25,75,0.58,16.98,45.76,2.44,85.79
signal1-model2HDFCB-HDB-,13.48,-6.01,-4.61,35.79,11.94,5,1,8.17,1.59,156,0.52,11.36,22.70,1.65,86.93
signal1-model22303-UMC-,11.24,-5.90,-4.02,28.43,10.06,7,2,6.08,1.78,151,0.39,9.69,18.87,1.85,77.36
signal2-model1INFO-INFY-,14.77,-8.55,-5.37,41.54,14.12,3,2,6.65,2.11,287,0.43,13.23,23.78,2.22,78.80
signal2-model12330-TSM-,-0.27,-21.43,-16.32,11.28,0.26,6,4,4.30,-0.04,391,0.28,0.53,7.17,-0.06,58.88
signal2-model1ICICIBC-IBN-,13.30,-11.54,-8.69,26.49,12.50,3,3,7.44,1.72,290,0.48,12.41,22.36,1.79,75.15
signal2-model1TTMT-TTM-,18.04,-8.57,-2.77,45.90,17.86,3,2,8.88,1.91,125,0.57,16.13,34.15,2.03,77.61
signal2-model1HDFCB-HDB-,13.29,-4.47,-0.14,55.82,12.12,5,3,7.92,1.61,147,0.51,10.74,22.06,1.68,70.81
signal2-model12303-UMC-,2.73,-8.82,-6.85,12.74,2.25,7,3,6.05,0.48,724,0.39,2.37,6.54,0.45,55.23
signal2-model2INFO-INFY-,13.55,-10.31,-9.80,37.67,12.81,3,2,6.46,2.00,429,0.41,11.56,24.49,2.10,82.59
signal2-model22330-TSM-,1.97,-15.81,-12.33,11.97,2.44,6,2,3.91,0.52,412,0.25,2.72,8.96,0.50,67.75
signal2-model2ICICIBC-IBN-,14.97,-9.31,-4.96,30.44,14.29,3,2,7.64,1.87,168,0.49,13.86,25.00,1.96,79.78
signal2-model2TTMT-TTM-,17.92,-10.94,-9.95,45.51,17.90,3,2,9.08,1.86,157,0.58,16.98,36.55,1.97,80.46
signal2-model2HDFCB-HDB-,12.53,-7.30,-5.47,44.04,11.04,5,2,7.90,1.53,223,0.51,10.34,22.71,1.59,81.63
signal2-model22303-UMC-,6.42,-6.22,-3.28,18.82,5.68,7,2,5.53,1.15,339,0.35,5.21,10.48,1.16,66.40
